Идентификатор,"Наименование и адрес (местоположение) объекта капитального строительства, применительно к которому подготовлена проектная документация",Расчетный тип объекта
00a2ca42-c7b7-45d4-9a91-2b6691230504,"""Магистральная теплотрасса отопления"". На участке от точки в 30 м на Ю-В от Ю-В угла д.1 по ул. Тимирязева до точки в 13 м на З от Ю-З угла д.12 по ул. Пушкина.",Теплопроводы
00a8d88a-d0ec-4639-b80c-f601199c5075,"Капитальный ремонт сетей теплоснабжения в ст. Брюховецкой: от колодца №4 (котельная МАОУ СОШ №3) до МБДОУ ДСОВ №35 ""Аленушка"", от колодца №2 (котельная МАОУ СОШ №3) до колодца №11, расположенного по ул. Кирова (д.267а и 267б)",Теплопроводы
00ae8072-b95f-41cb-a2c7-fbb6a129f2b9,"Строительство тепловой сети для подключения к системам теплоснабжения ПАО ""МОЭК"" объекта капитального строительства ""Жилой дом с инженерными сетями и благоустройством территории (со сносом нежилых зданий по адресам: ул. Владимирская 2-я, д. 13а, д. 13а, строен.2)"", расположенного по адресу: г. Москва, район Перово, 2-я Владимирская ул., влд. 13 (Восточный административный округ)",Теплопроводы
00b4b771-7b1a-45f2-8fbd-07ec5462f375,"Замена аварийного участка теплосети от модульной газовой котельной по адресу: д. Кисельня ул. Северная д.6 к зданиям ЛОГБУ ""Волховский ПНИ""",Теплопроводы
00ba1470-70e6-451f-ac7b-aee743e78ea7,"Тепловая сеть к комплексу многоэтажных жилых домов со встроенными помещениями обществ. назначения, c подземными автостоянками, трансформаторные подстанции, канализационная насосная станция по ул. Прибрежной в Железнодорожном районе г. Новосибирска. Дом №2",Теплопроводы
00bc415f-e23b-4ab0-8c50-5a80c6c5d385,"Капитальный ремонт сетей теплоснабжения котельной ""Квартальная"" в г.Вилюйск Вилюйского улуса (района)",Теплопроводы
00e0766b-d571-4bf4-bf2a-82bc4a9145ef,"Реконструкция участка 4-х трубной т/с от ТК-9/4 возле МКД №2 по ул. Ческа-Липа до МКД №9/2 по ул. Гагарина с ответвлениями к МКД №2, 10 по ул. Ческа-Липа и МКД №4, 4/2, 4/3 по ул. Терешковой",Теплопроводы
00e3a007-0abf-41c2-9fb6-116c38f92cb6,"Строительство объекта: ""Участок теплотрассы от ТК-160 на теплотрассе 2 Ду 500 мм по Краснопольскому проспекту до внешней стены жилого дома № 16 (стр.) со встроенно-пристроенными объектами СКБО, расположенного по адресу: г. Челябинск, Курчатовский район, микрорайон № 48, Краснопольской площадки № 1""",Теплопроводы
00ee4504-d7ab-46b8-a095-5f7d5501529f,"""Реконструкция сетей с целью снижения уровня износа г. Нижний Новгород"": Квартальная теплотрасса отопления от Сормовской ТЭЦ, 3 очередь (ЦТП-306) Теплотрасса отопления от ТК-ЦТП306 к1 у ЦТП-306 ул. Генерала Зимина, 26а до д. 7а по ул. Тонкинская, до ТК-ЦТП306 к3 у д. 7а по ул. Тонкинская от ввода в д. 7 по ул. Тонкинская до ввода в д. 22 по ул. Генерала Зимина",Теплопроводы
01274c37-de98-4538-9a4e-fd335c00d533,"Капитальный ремонт тепловых сетей на участке № 509 по адресу: Ярославская 17, ТК-46 - ТК-47",Теплопроводы
0134841c-9f25-4b57-ae8d-4366cd5a34a9,"Капитальный ремонт участка теплотрассы котельной №6, расположенной в г. Торопец, Тверской области, от выхода из котельной пл. 1 Мая до д. №2 ул. Рощинская: от котельной пл. 1 Мая до ТК2 пл. 1 Мая: от ТК2 до пл. 1 Мая до здания техникума: от ТК2 пл. 1 Мая до д. №1 и д. №1а пл. 1 Мая",Теплопроводы
013e3b31-6d74-453a-883d-fa0d156d5c65,"Капитальный ремонт участков трубопровода сети теплоснабжения и горячего водоснабжения котельной Клубная, 5 (Участки трубопровода от ТК-9 до ТК-10А от ТК-10А до ТК-9А от ТК-9А до ТК-10 от ТК-9 до ул. С. Лазо, 18 от ТК-17 до ж. д. по ул. С. Лазо, 2А от ТК-1А до ТК-2А от ТК-2А до ТК-3А от ТК-2А до ТК-6, от ТК-6 до угла поворота ТС)",Теплопроводы
013ed7d6-0735-4d74-bd41-c483414be20f,"Капитальный ремонт участка теплотрассы по ул. Рабочей от ул. Стекловская до ул. Дарвина, расположенной в городе Кузнецке Пензенской области",Теплопроводы
0142a4a3-8f90-4b67-9b83-1dd22c5dea0b,"""Организация технологического присоединения к централизованным системам энергоснабжения и водоснабжения учреждений здравоохранения Московской области по адресу: ГБУЗ ""Королевская городская больница"", Московская обл., г.Королёв, ул. Циолковского, д.24"", внутриплощадочные сети теплотрассы",Теплопроводы
01687b93-59d3-403e-84dd-a36ae8bf5a92,"Строительство тепловой сети для подключения к системам теплоснабжения ПАО ""МОЭК"" объекта капитального строительства ""Высотный многофункциональный комплекс с жилыми помещениями по адресу: г. Москва, квартал 75 района Хорошево-Мневники, корп. 6 (ул. Народного Ополчения, вл. 15, корп. 2, 3, 4)"", расположенного по адресу: г. Москва, квартал 75 района Хорошево-Мневники, корпус 6 (ул. Народного Ополчения, вл. 15, корп. 2, 3, 4)",Теплопроводы
018280bb-e2b3-497a-89ac-279e241d6ea2,"Тепломагистраль №4 от 4ТК-42 до 4ТК-42А, вдоль ул.Нефтяников. Участок от Н.О. №3 до 4ТК42Б.",Теплопроводы
01874ecc-eb58-4016-89ae-9f31857b44e1,"Строительство тепловой сети для подключения к системам теплоснабжения ПАО ""МОЭК"" объекта капитального строительства ""Жилой дом с инженерными сетями и благоустройством территории"", расположенного по адресу: г. Москва, район Кузьминки, ул. Зеленодольская, влд. 30, з/у 1 (ул. Зеленодольская, вл. 30) (Юго-Восточный административный округ)",Теплопроводы
018c0bfa-e13d-4670-9598-22d1a5727738,"Тепловая сеть к объекту: Вынос теплотрассы 2Ду65мм (собственник - ООО ""СПК""), проложенной по ул. Аэропорт в Заельцовском районе г. Новосибирска, из зоны строительства объекта ""Многоквартирный жилой дом с подземной автостоянкой по ул. Аэропорт в Заельцовском районе г. Новосибирска",Теплопроводы
018c3cd9-3ebf-48f7-bb91-89230fcaf7ef,"Капитальный ремонт тепловых сетей города Новодвинск, диаметром более 250 мм",Теплопроводы
0192afd9-f76a-492f-8d92-f43371305c75,"Капитальный ремонт тепловой сети тепломагистрали 11C от тепловой камеры 8Б-09-5 до тепловой камеры 11-13, расположенной по ул. Иркутский тр.,134т в г. Томске",Теплопроводы
01a60e0a-2303-43be-a6e6-0f17923d8d37,"Капитальный ремонт наружных сетей теплоснабжения ОСП ""Городская больница"" по адресу: РК, г. Феодосия, ул. Корабельная, 33",Теплопроводы
01b9652a-42c2-4aa4-89e1-8c6e3476322d,Реконструкция сети теплоснабжения в с. Верхний Мамон,Теплопроводы
01d81712-f5ce-483b-8757-89a2a0c81c9e,Реконструкция ТМ № 4 от ТЭЦ-2 2Ду 530мм по ул. Тульская от НС № 9 до ТК-409 Lк=210м,Теплопроводы
01da64c1-e038-4064-b967-cf41e04e2f80,Капитальный ремонт участка тепловой сети от ЦТП-11 до ТК11-7 возле жилого дома №12 по пр. Металлургов в г. Ярцево Смоленской области,Теплопроводы
01da7a33-bb86-4068-8950-44fa17a106fa,Строительство участка теплотрассы к 2м жилым многоквартирным домам в мкр №8 жилого р-н Арбеково,Теплопроводы
01e127d7-086c-4499-8346-774e9dd4ecc5,"Капитальный ремонт сетей теплоснабжения в г.Нижний Новгород. ""Квартальная теплотрасса отопления от котельной по ул. Таллинская, 15в (УТ-7)"" кад. 52:18:0000000:12829 на участках: ""Теплотраса отопления от УТ-10-4-1 у д.52а по ул.Декабристов до д.52а по ул.Декабристов, до д. 21 по ул. Движенцев, от УТ-10-6 у д. 52 по ул. Декабристов до д.52,53 по ул. Декабристов, до д. 23 по ул.Движенцев""",Теплопроводы
01e1bd70-2096-42c5-acec-de8e9afe6f03,"Реконструкция подземных участков тепловых сетей г.Саратова (охранная зона МДОУ №66, 103)",Теплопроводы
01e357ba-a90e-4192-a187-a76875a5af27,"Капитальный ремонт системы теплоснабжения муниципального образования ""Холмский городской округ"" (капитальный ремонт теплоснабжения с. Яблочное)",Теплопроводы
01f14c97-906b-43c8-bc21-886611741274,"Строительство тепловой сети для подключения к системам теплоснабжения ПАО ""МОЭК"" объекта капитального строительства: ДОО на 345 мест",Теплопроводы
020e5d97-c2f1-4c7a-b77d-0807c0eb6d0a,"Капитальный ремонт участков тепловой сети по адресам: Приморский край, Октябрьский округ, пгт. Липовцы, ул. Ушинского от ТК2 до ТК6, ул. Ленина от ТК8 до ТК12",Теплопроводы
021b7166-d0ba-4995-ab8f-431a0f043a4d,"Капитальный ремонт тепловой сети от существующей тепловой камеры до жилого дома ул.Гризодубовой, 33",Теплопроводы
021dfb38-18d3-44cd-a57d-60492638edfa,"Строительство тепловой сети для подключения к системам теплоснабжения ПАО ""МОЭК"" объекта капитального строительства ""Жилой дом с инженерными сетями и благоустройством территории"", расположенного по адресу: г. Москва, район Фили-Давыдково, Кастанаевская ул., вл. 32, корп. 1 (Западный административный округ) 1 этап",Теплопроводы
0235cd04-8060-4ffd-a592-8da695060353,"Модернизация (капитальный ремонт) участков тепловых сетей гимназии ул. Менделеева,36, д/с ""Березка"", д/с ""Светлячок"" ул. Менделеева 38, ул. Кооперативная 70,72,62, Теплотрасса 5 мкр от ТК 11 до ЦТП 2,3, внеплощадочных тепловых сетей 5 мкр., детского комбината ""Березка"", д/с ""Светлячок"" ул. Менделеева 38, гимназии ул.Менделеева ,36, ул. Кооперативная 70,72,62, (тепловые сети 5 мкр.)",Теплопроводы
02432948-f5c5-4004-b7b1-26a43591e866,"Капитальный ремонт тепловой сети от Газовой котельной 2/2А г. Кировград, ул. Кировградская, 6Г, входящей в состав объекта: ""Трубопровод теплосетей. Протяженность: 1269 м. Литер: 2А,2Б,2В,2Д,2Е,2Ж,2И,2К,2Л,2М,2Н,2П,2Р,2С,2Т,2У,2Ф,2Х,2Ц,2Ч. Назначение: Производственное.""",Теплопроводы
02549341-c4a1-4a6e-9d5d-7976ec94b20e,Капитальный ремонт тепловой сети в поселке Шалакуша,Теплопроводы
025fb186-d5e4-4576-8b0a-8a6595f8d9ef,"""Реконструкция тепловых сетей от котельной по адресу: ул. Врубовая, 2г, г. Шахты, Ростовская область""",Теплопроводы
0287bbdb-64f2-4289-85ac-3fab460e1d7d,"""Подключение к системе теплоснабжения малых сёл Хакасии: п. Расцвет, п. Тепличный, с. Зелёное, пгт. Усть-Абакан"" Этап 3. Строительство тепловых сетей и ЦТП (пгт. Усть-Абакан)",Теплопроводы
029fd009-ce10-4af7-8d2f-5864b6b536fc,Капитальный ремонт тепловой сети в п. Асбест от ул. Советская 5 до ул. Ленина 13,Теплопроводы
02bd5dc3-d7a5-40f7-bb32-18759eb8aa29,"Реконструкция магистральной тепловой сети на участке ""Камера ТК204-камера ТК204/4"", по адресу: г. Москва, г. Зеленоград, 9-й микрорайон",Теплопроводы
02f6fe4b-080c-46f3-a70d-087684e69ae0,"Капитальный ремонт тепловых сетей Автозаводского и Ленинского районов г. Нижнего Новгорода. Теплотрасса, проходящая по тех. подполью жилого дома №49 по ул. Смирнова",Теплопроводы
02fa070c-a082-4f8a-adfb-b48c6f1936c7,"Капитальный ремонт и замена участков внутриквартальных подземных тепловых сетей от Узла-4 до Узла-11, расположенных по адресу: Иркутская область, Усольский район, посёлок Железнодорожный, переулок Новый",Теплопроводы
0326826d-93a2-45a0-b1c6-2b1b813fd430,"Тепловая сеть для объекта: "" Многоэтажный жилой дом №11 (по генплану) по ул. Пархоменко, в Ленинском районе г. Новосибирска "".",Теплопроводы
032781f5-2a49-41d4-9135-e7aa58489c94,"""Реконструкция системы теплоснабжения Котельная № 37 ""Артинская"", г. Красноуфимск, ул. Артинская, 3к""",Теплопроводы
0330cf37-94fb-43d4-b132-347fc1816c5e,"Строительство тепловой сети для подключения объекта по адресу: г. Санкт-Петербург, улица Варфоломеевская, дом 18, литера А, кадастровый номер 78:12:0007136:4",Теплопроводы
033a7bbc-0921-442f-926b-6f866ea14ed0,Строительство тепловых сетей и сетей горячего водоснабжения от газовой автоматизированной блочно-модульной котельной по ул. Ленкина в г. Козловка Чувашской Республики,Теплопроводы
03550ea2-38c9-490f-be64-25d76f22a340,"Реконструкция участка тепловой сети от ТК-21 до П-3А, источник теплоснабжения Южная котельная",Теплопроводы
03588166-40b0-49cb-8078-964b493d644b,"Капитальный ремонт участка тепловой сети в районе ул. Семёнова, ул. Загородная от ТК3 до ТК4",Теплопроводы
037414d0-d0e5-4a66-82d5-bb5c0b5ef3d0,"Капитальный ремонт наружных сетей теплоснабжения на территории Государственного бюджетного учреждения здравоохранения города Москвы «Детская городская клиническая больница Святого Владимира Департамента здравоохранения города Москвы», по адресу: Московская область, Дмитровский район, пос. Деденево, ул. Больничная, вл.4",Теплопроводы
0375b97e-e403-4798-ae89-045c0b59cd9c,Строительство блочно-модульной газовой котельной и тепловой сети ст. Печора,Теплопроводы
038c859e-8eb4-4757-8a60-2dceb51d9220,"""Капитальный ремонт тепловой сети от котельной № 296 г.Ковров-8 (участок 2474,0 п. м в 2-х трубном исполнении)""",Теплопроводы
039ef156-e50c-4010-a043-e8a68c5a95ae,"Строительство тепловой сети для подключения к системам теплоснабжения ПАО ""МОЭК"" объекта капитального строительства при строительстве многоэтажной жилой застройки с объектами социальной инфраструктуры площадью 34308 кв. м., кадастровый № 77:02:0007002:2817 по адресу: Российская Федерация, город Москва, внутригородская территория муниципальный округ Алтуфьевский, Алтуфьевское шоссе, земельный участок 53/1 площадью 7009 кв.м., кадастровый № 77:02:0007002:2818 по адресу: Российская Федерация, город Москва, внутригородская территория муниципальный округ Алтуфьевский, Алтуфьевское шоссе, земельный участок 53/7 площадью 5479 кв. м., кадастровый № 77:02:0007002:2819 по адресу: Российская Федерация, город Москва, внутригородская территория муниципальный округ Алтуфьевский, Алтуфьевское шоссе, земельный участок 53/5 площадью 10042 кв.м., кадастровый № 77:02:0007002:2820 по адресу: Российская Федерация, город Москва, внутригородская территория муниципальный округ Алтуфьевский, Алтуфьевское шоссе, земельный участок 53/5. Этапы 1 и 2",Теплопроводы
03a02435-c509-4020-b11f-621adebbd3bd,"""Капитальный ремонт тепловых сетей по адресу: 687420, Забайкальский край, Могойтуйский район, пгт. Могойтуй, пер. Черемушки""",Теплопроводы
03adbdfd-6dea-4798-a24a-45711e44aad3,"""Капитальный ремонт участка тепловой сети от котельной №5 от ул. Октябрьская, 7 до ул. Западная, пгт. Бисерть, Свердловской области""",Теплопроводы
03b18923-d546-49bc-be4f-23f01b841786,Тепловая сеть,Теплопроводы
03b90502-1976-4c16-8970-f7bc8aecfc0b,"Техническое перевооружение тепловых сетей с применением предизолированных и пластиковых трубопроводов. Котельная Никитинская, 36к внутриквартальная т/сеть участок от УТ-3 до УТ-3а у ж.д. ул. Никитинская, 49",Теплопроводы
03d2b230-bc73-4f8b-be4e-01bfdfa4c0dc,"""Реконструкция участка теплотрассы от ТК 4-2 до ТК 4-20 по ул. Ш. Металлургов""",Теплопроводы
03d31d4e-7c9f-4406-bc0b-634b476437d2,"Капитальный ремонт сетей теплоснабжения с. Покровское, Каменский городской округ",Теплопроводы
03fa0c9a-7899-4714-8967-0d2fab2298a9,"""Реконструкция сетей с целью снижения уровня износа г. Нижний Новгород"" ""под ключ"", включая разработку проектно-сметной документации, строительно-монтажные работы на объект: ""Магистральная теплотрасса отопления от Сормовской ТЭЦ, 2 очередь"", на участке: Теплотрасса отопления от ТК-218-2 у д. 4а по ул. С.Есенина до ТК-218-5 (к1-3) у д.4 по ул. С. Есенина""",Теплопроводы
04070b24-d53d-4748-ad95-42475207d5de,"""Реконструкция распределительных и квартальных тепловых сетей г. Благовещенска Амурской области"" Объект 2 (Тепловые сети в 400 квартале от ТК-7С до ТК-64м L=449,69 м, D=325мм)",Теплопроводы
0407d989-a304-492d-b748-d7f015872ebc,"Строительство тепловой сети для подключения к системам теплоснабжения ПАО ""МОЭК"" объекта капитального строительства Жилой дом с приспособлением подземной автостоянки под защитное сооружение гражданской обороны-""укрытие"" (ЗГСО) с инженерными сетями и благоустройством территории по адресу: г. Москва, район Филевский Парк, улица Барклая, земельный участок 6/32 (Барклая ул., вл. 6), Западный административный округ",Теплопроводы
04087bbc-6774-49e7-8a91-ba68331a442d,"Капитальный ремонт участка теплотрассы от ТК18-4 до ТК 18-28 по ул. Аральская 212, 2Ду250мм, Lк62м",Теплопроводы
0408d161-ce04-40ef-af00-a2ca12b78038,"Реконструкция участка тепловой сети от П-8 до насосной №7, источник теплоснабжения Восточная котельная",Теплопроводы
040bf57e-cf77-411f-87b3-bb0332fa5f0a,Капитальный ремонт теплосети От Тк-178 до ТК-184 г. Черноголовка ул. Первая (в т.ч. ПИР),Теплопроводы
0450d2b3-7ec3-4177-baa9-5100ca9b4b61,"Капитальный ремонт тепловых сетей и линии горячего водоснабжения от ул.М.Джалиля, д.10 до ул.М.Джалиля, д.18 в пгт. Джалиль Сармановского муниципального района Республики Татарстан",Теплопроводы
045ff440-455b-4d8f-b4a9-2d76039dc77c,"Строительство тепловой сети для подключения к системам теплоснабжения ПАО ""МОЭК"" объекта капитального строительства ""Нежилое здание"", расположенного по адресу: г. Москва, ул. Орджоникидзе, д. 12, стр. 3",Теплопроводы
047d887f-dd19-4aff-a736-efae3d72224a,Тепловая сеть.,Теплопроводы
04bb6c50-e06c-405a-a608-4474b83043b4,"Строительство тепловой сети для подключения объекта по адресу: г. Санкт-Петербург, улица Чудновского, участок 1 (севернее пересечения с Товарищеским проспектом)",Теплопроводы
04bbf512-6c07-4710-92bf-69411c890706,"Строительство тепловой сети для подключения к системам теплоснабжения ПАО ""МОЭК"" объекта капитального строительства: ""Многоэтажная жилая застройка с объектами социальной инфраструктуры"", расположенная по адресу: г. Москва, внутригородская территория муниципальный округ Западное Дегунино, Коровинское шоссе, земельный участок 35/1 (2 этап)",Теплопроводы
04c13148-0d5c-416f-bc79-05f2ca2183cd,Капитальный ремонт тепловой сети пгт. Шушенское,Теплопроводы
04c65db0-da02-4767-9dcf-17a6c699617d,"Строительство тепловой сети для подключения к системам теплоснабжения ПАО ""МОЭК"" объекта капитального строительства ""Нежилое здание (комплекс Автомойки)"", расположенного по адресу: г. Москва, Аминьевское шоссе, вл. 3А",Теплопроводы
04cf25b8-d64b-402a-a78e-e00be5ed4245,"Строительство тепловой сети для подключения к системам теплоснабжения ПАО ""МОЭК"" объекта капитального строительства ""Жилой дом с подземной автостоянкой, инженерными сетями и благоустройством территории (со сносом здания дошкольного образования по адресу: проезд Черского, дом 21Б)"", расположенного по адресу: г. Москва, внутригородское муниципальное образование Алтуфьевское, пр-д Черского, земельный участок 21Б (участок 2.1) (Северо-Восточный административный округ) (ППТ микрорайонов 1-2, 3, 4-5 Алтуфьевского района города Москвы)",Теплопроводы
04e41b48-3cc4-4cc9-8f2f-6916cd3039f3,Капитальный ремонт тепловой сети г. Сысерть от микрорайона Новый дом 28 до ул. Коммуны 50,Теплопроводы
04f263e4-b9a5-4afb-8ead-70189f761712,"Реконструкция (вынос из зоны строительства объекта) теплотрассы 2Ду200мм (кадастровый номер 54:35:051190:810, реестровый номер В 5400792000005) между тепловыми камерами ТК-775А-2 и ТК-755А-5 в границах земельного участка с кадастровым номером 54:35:051190:924, по ул. Сибиряков-Гвардейцев, 56/1 в Кировском районе г. Новосибирска",Теплопроводы
04f3b352-3cab-4d2c-8694-2942e43ba6ab,"Строительство тепловой сети для подключения к системам теплоснабжения ПАО ""МОЭК"" объекта капитального строительства ""Ледовый дворец для ГБОУ ""Центр спорта и образования ""Самбо-70"", расположенного по адресу: г. Москва, пересечение Новоясеневского проспекта с ул. Ясногорской и ул. Тарусской",Теплопроводы
04f449a0-b699-4132-b8e9-f516d1093bfa,Реновация магистральных тепловых сетей по адресу: к.2408/3 – к.2408/4 в р-не Клязьминской ул.,Теплопроводы
04ffe453-5b50-4626-8009-ae8eaa971d32,"Реконструкция участков магистральной тепловой сети т/м №17 от ТЭЦ-16 между камерами 1703-1760 в районе Берзарина ул., 3-ей Хорошевской ул.",Теплопроводы
05069049-feda-4f7c-8c41-e991317099c1,"Строительство тепловой сети для подключения к системам теплоснабжения ПАО ""МОЭК"" объекта капитального строительства ""Апарт-отель"", расположенного по адресу: г. Москва, проезд Досфлота, вл. 10, стр. 1",Теплопроводы
05072739-969b-437f-b5fc-9b1d1e202738,"Переустройство бесхозяйных байпасов тепловых сетей, по адресу: г. Москва, ул. 1-Миусская, д.22, стр.3",Теплопроводы
05114da8-3d0c-40ef-94a9-152fa79ba4be,"Аварийно-восстановительные работы на теплотрассе от ТЭЦ до центральной бойлерной 120019 в г.о. Дзержинский (Капитальный ремонт, в т.ч. ПИР)",Теплопроводы
0517b4b4-c74b-4ce8-9ef5-753a7f47165e,"Разработка проектов по техническому перевооружению тепловых сетей. Котельная ул. Кривошеина, 1к, участки внутриквартальной тепловой сети от ТК-11 до ТК-22’ (2Дн57мм, L=31п.м), от ТК-22’ до ТК-22 (2Дн89мм 2Дн57мм, L=62п.м), от ТК-22 до ТК-21 (2Дн89мм, L=46п.м) по адресу: ул. Броневая, 3, 7",Теплопроводы
0522308c-44d1-43bb-870d-ff36053de874,"Строительство тепловой сети для подключения к системам теплоснабжения ПАО ""МОЭК"" объекта капитального строительства ""Федеральное государственное образовательное бюджетное учреждение высшего образования ""Финансовый университет при Правительстве Российской Федерации"", г. Москва, Строительство здания спортивного комплекса с универсальным игровым залом по адресу: г. Москва, ул. Щербаковская, д. 38"", расположенного по адресу: г. Москва, ул. Щербаковская, вл. 38, стр. 1.",Теплопроводы
052f689b-cdd0-4b94-93ba-18bb368a6763,"Капитальный ремонт наружных тепловых сетей в Муниципальном районе Сызранский, Самарской области, Варламово",Теплопроводы
053937f4-b9bc-4890-a2dc-94b1015eeb11,Тепловая сеть от ЦТП-36 (Участок тепловой сети от ЦТП до ДК Октябрь),Теплопроводы
054f805a-0f98-4521-9dc7-453dfcc4139b,"Строительство тепловой сети для подключения к системам теплоснабжения ПАО ""МОЭК"" объекта капитального строительства ""Жилой дом с инженерными сетями и благоустройством территории с подземной автостоянкой"", расположенного по адресу: г. Москва, район Люблино, ул. Совхозная, вл. 10А",Теплопроводы
0563a410-0334-44d2-b0bd-575393678787,"""Техническое перевооружение тепловых сетей ТМ 12 от ТК-2221 21/0 в сторону ул. Карла Маркса д.2"".",Теплопроводы
058beba4-1aab-49ef-9870-62c5614bc540,"Котельная ул. Туполева, 31к, участок магистральной тепловой сети и ввод: от ТК-2 до ТК-15, 2Дн325Дн108Дн89мм, L=52,5п.м, от ТК-15 до ж.д. ул. Туполева, 39, Дн89Дн57мм (ГВС), L=53п.м",Теплопроводы
058f8b50-9e72-4a97-9c27-c313fd426700,"""Жилая застройка на земельных участках, расположенных по адресам: Воронежская область, г. Воронеж, ул. Загоровского, ул. Шишкова,140б, уч.3. Сети теплоснабжения от проектируемой котельной поз.25""",Теплопроводы
059b2c5e-dc54-4415-8772-5a82df6ef218,"""Выборочный капитальный ремонт участков тепловых сетей в с. Малоугренево Бийского района Алтайского края""",Теплопроводы
05b51354-392c-4a4f-a021-78b64dcdbffb,"""Реконструкция сетей с целью снижения уровня износа г. Нижний Новгород"": Квартальная теплотрасса отопления Теплотрасса отопления от ТК-202-1 у д.1 по ул. Тимирязева до УТ-202-1-к1 у д.29а по ул. Тимирязева",Теплопроводы
05bc26af-1f0b-44c4-a89f-afaee3d202b1,"Строительство тепловой сети ""Приморская ГРЭС - промзона разрез Лучегорский-1 АО ""ЛУР""",Теплопроводы
