Идентификатор,"Наименование и адрес (местоположение) объекта капитального строительства, применительно к которому подготовлена проектная документация",Расчетный тип объекта
00115de0-0e47-4b2e-8952-23a90eea9895,"Капитальный ремонт здания СП детский сад ""Золотое зернышко"" ГБОУ СОШ ""ОЦ"" им. С. Ф. Зинченко в пос. Глушицкий муниципального района Большечерниговский Самарской области, расположенное по адресу: пос. Глушицкий, ул. Центральная, д.3",Здания
0012b943-f1b2-47c7-9d4f-c8289c0a8534,"Группа многоквартирных жилых домов по адресу: Приморский край, г. Уссурийск, расположенных в границах земельного участка с кадастровым номером 25:34:017401:8884",Здания
0013e65b-9020-4876-b548-7bd866df32de,"Торгово-общественный центр на территории Административно-делового комплекса ООО ""Хавейл Мотор Мануфэкчуринг Рус"" по адресу: Тульская область, Узловский район, с.п. муниципальное образование Каменецкое Узловского района, Индустриальный парк, ул. Индустриальная, з/у №8, земельный участок с кадастровым номером 71:20:010101:294",Здания
0013ef88-876f-47f6-a50d-e2f49ee4af5e,"Капитальный ремонт крыши, подвальных помещений и внутридомовой инженерной системы электроснабжения многоквартирного дома, расположенного по адресу: Краснодарский край, Туапсинский район, г. Туапсе, ул. Кошкина, д.14.",Здания
0013ff2f-b8d0-43bb-8e55-2815f1dbd020,"Капитальный ремонт (ремонт подъезда № 2) по адресу: 143432, Московская область, городской округ Красногорск, р.п. Нахабино, ул. Панфилова, д. 19",Здания
00148512-97ad-46d9-926d-6e3fd621d8d5,"Капитальный ремонт зданий и сооружений МБОУ ""Маралихинская СОШ"" расположенного по адресу: Алтайский край, Чарышский район, с. Маралиха, ул. Центральная, 51",Здания
001509de-8e19-492f-9b8d-1d67eac420d7,"""Капитальный ремонт МКДОУ ""Детский сад №17 ""Светлячок"" станицы Советской, Кировского городского округа Ставропольского края""",Здания
00153943-81ac-41c2-a721-6d328d41ceae,"Капитальный ремонт здания МОУ ООШ №15, расположенного по адресу: Ивановская область, г.Шуя, Васильевский тракт, д.26",Здания
0015c6a1-2de9-4675-b1de-21722dfb3ede,"""Пристройка к МОУ ""СОШ № 66 имени Н.И. Вавилова"" по адресу: г. Саратов, ул. Державинская, 1""",Здания
00160142-f1a7-48b8-8230-b0a48daf23a3,"""Многоквартирный жилой дом с нежилыми помещениями № 3 по ППТ во 2 части квартала № 3 деревни Борисовичи Завеличенской волости Псковского района Псковской области на земельном участке с КН 60:18:0060201:6486""",Здания
00164f02-d62c-489e-8320-7a19d2748335,"""Красноярский край, Емельяновский район, п. Солонцы, жилой массив ""Новалэнд"", квартал 24. Многоквартирный жилой дом №4""",Здания
0016ca4d-add7-4c35-a60b-1e94f6e28151,"Жилой комплекс, расположенный на земельном участке с кадастровым номером 23:49:0201015:35 в районе ул. Полтавская, 21а в Центральном районе г. Сочи",Здания
0016f237-8c71-4aa7-85c5-f9d7bb706308,Многоквартирный жилой дом №5 (по ГП) со встроенными помещениями общественного назначения и встроенно-пристроенным паркингом в районе пересечения улиц Лермонтова и Чехова в г. Петрозаводске,Здания
00170b33-3149-4057-b690-2dc9b5b7d76a,Капитальный ремонт многоквартирного дома (ремонт чердачного помещения по периметру с утеплением),Здания
00170ee4-0598-4192-9512-0eb17ba7d2ef,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 430 Петродворцового района Санкт-Петербурга имени Героя Российской Федерации Н.И. Филина.,Здания
00173e29-70cc-4763-a60d-c72c4ebd3946,"Одноэтажный четырехквартирный жилой дом по адресу: п. Горшечное, Горшеченского района, Курской области (кадастровый номер 46:04:010102:2050)",Здания
0017bdc6-e19a-441b-bd44-af63fae48270,"Строительство фельдшерско-акушерского пункта г.о. Егорьевск, д. Рахманово",Здания
00181783-12a8-407a-9901-7304987001de,"Капитальный ремонт общего имущества многоквартирного дома расположенного по адресу: Смоленская область, Вяземский район, д. Тюхменево, ул. Карьероуправления д. 15",Здания
001823fd-bd03-49fd-a211-4f6c7afb0e9f,"Комплексный ремонт отделения почтовой связи формата ""Сельское ОПС"" УФПС Ростовской области, расположенного по адресу: 346587, Ростовская обл., Родионово-Несветайский р-н, х. Веселый, Новая ул., дом 12-а",Здания
00185a93-d5d0-4d1c-9f3a-de923ceca7b0,"""Системы автоматической пожарной сигнализации, системы оповещения и управления эвакуацией людей при пожаре, системы автоматического пожаротушения"": ""Система автоматической пожарной сигнализации и система оповещения и управления эвакуацией людей при пожаре в здании литер ""Б"" ГБУЗ ""ККБ № 2"", по адресу: г. Краснодар, ул. Таманская, 130""",Здания
0019456a-9600-4c7b-898a-7fb35fc17770,"Объект торгового назначения - магазин сантехнического оборудования, расположенный на земельном участке с кадастровым номером 38:36:000028:8036, по адресу: г. Иркутск, ул. Энергетиков 3а",Здания
00198116-43f2-4c35-bcfa-db04c34bc40a,"Капитальный ремонт внутридомовых инженерных систем теплоснабжения (установка индивидуального теплового пункта) в многоквартирном доме, расположенном по адресу: город Мурманск, проспект Героев Североморцев, дом 7/2 ИТП2",Здания
00198d6f-9f43-493b-b212-390ec469dc23,"""Капитальный ремонт общего имущества многоквартирного дома, расположенного по адресу: Липецкая область, Грязинский район, г. Грязи, ул. 8 Марта, д. 9""",Здания
0019a897-21e6-454d-8585-d5b565210bc1,"Капитальный ремонт здания МАОУ СШ № 76, расположенного по адресу: г. Красноярск, ул. 60 лет Октября, 96",Здания
001a2672-f451-4cab-a791-885b1f7bf621,"Капитальный ремонт (замена, модернизация) лифтового оборудования в многоквартирном доме по адресу: Владимирская обл., г. Владимир, ул. Батурина , 33, п.1,2",Здания
001a34bb-1251-4ea9-8c28-d3ca8374c7f0,"Капитальный ремонт служебной квартиры Уссурийской таможни, расположенной по адресу: Приморский край, г. Арсеньев, пр. Горького, д. 16, кв. 17",Здания
001a399d-7798-4a33-8f54-de1b1c012851,"Снос объекта капитального строительства, расположенного по адресу: Вологодская область, Шекснинский район, рп. Шексна, ул. Октябрьская, д. 120, склад ветстанции, 35:23:0304005:141",Здания
001a5bb5-31a4-446e-b20f-5f258934466d,"системы охранного видеонаблюдения для нужд филиалов ГБУЗ ""Центр паллиативной помощи ДЗМ"".",Здания
001a99e2-ce21-4639-bc22-d86e3d6461b5,"""Капитальный ремонт помещений в осях А-В и кровли общежития №4 НИУ ""БелГУ"", расположенного по адресу: г. Белгород, ул. Победы, 85",Здания
001b3083-6b8c-4fe2-ae3a-f1944751b95e,"Капитальный ремонт фасада многоквартирного дома по адресу: г. Вологда, пл. Бабушкина, д.8 (2, 3, 4, 5 подъезды)",Здания
001bc979-a502-4c2e-8bc4-7a60aac73ee9,"Капитальный ремонт здания по приёму образцов биологического материала, расположенного по адресу: г. Курск, переулок Верхнеказацкий, д. 9",Здания
001bcf0a-b9a1-4370-8505-ac1eb4b65fa1,"Капитальный ремонт внутридомовой инженерной системы электроснабжения в многоквартирном доме по адресу: Оренбургская область, г. Орск, ул. Васнецова, д. 27а",Здания
001be1c7-aff9-4e0f-8cb0-893d57ba62c3,"ФАП в д. Березята Тоншаевского муниципального округа (ГБУЗ НО ""Тоншаевская центральная районная больница"")",Здания
001d43b7-b707-4240-aeff-ce97c067be05,Жилой дом по ул. Ворошилова в г. Ижевске,Здания
001d5548-d911-44e1-9068-7cf4df6aad55,"Капитальный ремонт здания МДОУ ""Детский сад № 13 ""Родничок"" по адресу: 249000, Калужская область, р-н Боровский, г.Балабаново, ул. Лесная, д.6А",Здания
001dad01-840c-48eb-bbcc-ee055efd08cc,"""Многоэтажный жилой дом со встроено-пристроенными нежилыми помещениями общественного назначения по адресу: г. Самара, ул. Георгия Димитрова, д. 74 А в Кировском районе, идентификатор Объекта - р-42"". 2 этап строительства",Здания
001e634e-90bb-4727-9fb7-5ed8e268f871,Средне этажный многоквартирный жилой дом (незавершенное строительство) по Лебедянскому шоссе в г. Липецке. З/У № 48:20:0000000:30595,Здания
001e7035-2135-44f5-ae67-0f422bd6537f,"""Капитальный ремонт систем инженерно-технического обеспечения и центрального теплового пункта в котельной (литер И) ФГБУ ""Санаторий РОП РФ ""Россия"", расположенных по адресу: г. Ялта, ул. Коммунаров, д. 12 """,Здания
001e7c75-80d3-46f6-944f-d09314513364,"Общеобразовательная организация на 80 мест в с. Сертиль, Табасаранского района Республики Дагестан",Здания
001eb97d-36f4-48c4-b602-298b184e88a8,"""Строительство 135-квартирного жилого дома в г. Облучье Облученского района Еврейской автономной области"".",Здания
001ec409-7b06-446f-ba8a-a3f67c4cdba3,"""Капитальный ремонт Цайдамского сельского клуба улус Цайдам Селенгинского района Республики Бурятия""",Здания
001f6063-fc19-4c3b-bb09-eae5aabf7be0,"«Капитальный ремонт производственных участков для подготовки производства к выпуску образцов ВВСТ с целью выполнения государственного оборонного заказа, расположенных в производственном корпусе 3 (ЭПК), литер «Б» на территории АО «НПО ГОИ им. С.И. Вавилова, по адресу г. Санкт-Петербург, ул. Бабушкина, д. 36, корп. 1»",Здания
001f76e9-13ba-459b-947d-3619be0168ba,"Капитальный ремонт теплового узла в административном здании, расположенном по адресу: г.Краснодар, ул.Зиповская, 5/13, лит ""Г"" помещение 3",Здания
001f9d5b-80aa-4116-9a41-8809850b759d,"Здание №8 со встроенными нежилыми помещениями и подземной автостоянкой расположенное по адресу: г. Красноярск, Советский район, жилой район ""Слобода весны"". I этап. II этап. III этап.",Здания
001fe2cb-7aa8-4ca6-9893-a6ef0fa6d646,Многоквартирная жилая застройка,Здания
002160b5-2011-45b1-b586-d429e90a1a36,Общеобразовательная школа на 825 мест учащихся в микрорайоне №2 Столичного жилого района в Индустриальном районе г. Ижевска,Здания
0022533e-1f1c-4bcc-8438-3bd722f9c4b3,"Реконструкция здания МКУ ДО ""Детская школа искусств"" по адресу: РК, Малодербетовский район, с. Малые Дербеты, ул. Советская, 6",Здания
0022a801-f970-4972-af43-d0c9c771be67,"""Реконструкция административно-бытового корпуса инв. № 000004706 ""Нововоронежатомэнергоремонт"" - филиала АО ""Атомэнергоремонт"", по адресу: Воронежская область, г. Нововоронеж, Воронежское шоссе, д.7/1""",Здания
00232232-1cdf-4086-9a26-301548523b22,"Строительство комплекса жилых домов с объектами обслуживания по ул. Колобова, г. Севастополь. VI этап строительства.",Здания
00236620-1f1e-4625-bde7-a72d061fc5f8,"Выполнение работ по капитальному ремонту здания Почтового отделения по адресу: 248915, Калужская обл., г. Калуга, д. Мстихино, ул. Лесная, д. 24 корп.1, пом. 78 для нужд УФПС Калужской области",Здания
0023954e-3262-42ec-b030-369319f3b7c4,"Выполнение работ по оценке технического состояния многоквартирного дома, разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, капитальному ремонту общего имущества многоквартирных домов, расположенных на территории Красноярского края . Многоквартирный жилой дом, расположенный по адресу: Красноярский край, г. Красноярск, ул. Космонавта Терешковой, д. 6А. Капитальный ремонт подвальных помещений.",Здания
00241233-f601-4a40-96fc-e035281134f8,"Снос аварийного расселенного многоквартирного дома, расположенного по адресу: Ленинградская область, Гатчинский район, гп. Сиверский, пр. Пионерский, д. 8",Здания
00245ab0-4d6e-4a7e-a90b-9826d30fe85d,"Капитальный ремонт системы электроснабжения здания МАДОУ №49 с восстановительными работами и заменой вводных кабелей, по адресу: г. Ростов-на-Дону, ул. Пацаева, 11",Здания
0024893d-414b-413d-b138-795667a58d57,"Производственное здание по пошиву форменной и гражданской одежды, расположенного земельного участка по адресу: г. Москва, Алтуфьевское шоссе, участок 35, кадастровый номер 77:02:0007002:3322",Здания
00249907-ba60-41e4-8be7-2ce48def9104,"Капитальный ремонт многоквартирного жилого дома (ремонт кровли из профнастила) по адресу: Московская область, г. Серпухов, п. Кирпичного завода, д.14",Здания
0024c0c1-3622-47b8-a79f-e5316cc31bff,"Капитальный ремонт здания Муниципального казённого дошкольного образовательного учреждения ""Детский сад №37"" городского округа Нальчик Кабардино-Балкарской Республики",Здания
0024d190-66ad-4562-b047-5189354340ca,"Капитальный ремонт второго этажа здания БУ СО ВО ""КЦСОН Усть-Кубинского района"" по адресу: Вологодская область, Усть-Кубинский район, с.Устье, ул.Октябрьская, д.11",Здания
0024f9dd-17c9-46c2-a36f-b7247cde0c58,"""Капитальный ремонт крыши многоквартирного дома, расположенного по адресу: Краснодарский край, Кореновский район, г. Кореновск, ул. Выселковская, д. 29, корп. Б"".",Здания
00254121-f4d6-40ce-b8f2-8de029745794,"""Капитальный ремонт муниципального дошкольного образовательного учреждения ""Детский сад общеразвивающего развития с приоритетным осуществлением художественно-эстетического направления развития воспитанников №4""",Здания
00254efb-324a-4e75-a287-c193a752ea2c,"Капитальный ремонт МБОУ СОШ с.Базитамак по адресу: РБ,Илишевский район, с.Базитамак, ул.Калинина, 1/а",Здания
