Идентификатор,"Наименование и адрес (местоположение) объекта капитального строительства, применительно к которому подготовлена проектная документация",Расчетный тип объекта
0b9fa771-c841-473b-a409-b2570b3ecbe0,"Водоснабжение с.п. Яндаре Назрановского района Республики Ингушетия (строительство скважин, резервуаров, водоводов)",Горные выработки
0baa23c1-7968-43bb-baf7-a03d8b5d4f74,Отработка запасов месторождения Ирбычан открытым способом,Горные выработки
0cad1054-fb79-4f81-b972-b645e744bf42,"""Технический проект разработки Красулинского каменноугольного месторождения в лицензионных границах АО ""Шахтоуправление ""Талдинское-Кыргайское"". Отработка запасов пласта Кыргайский 38 (II этап)""",Горные выработки
0cad5ad8-d658-44e1-a3db-6d9c6875836a,"Капитальный ремонт артезианской скважины № 331 Д, расположенной в городе Кореновске по улице Краснодарской",Горные выработки
0cc94c65-0d80-4522-b3f0-237359e9e3c5,Строительство разведочно-эксплуатационной скважины с. Косыревка Косыревского сельсовета Липецкого района,Горные выработки
0cd4556b-1a0b-4e66-af25-0d744c2b0ccd,"""Восстановительные работы на разведочно-эксплуатационной скважине на воду № 5 пос. Джанаталап"" Оренбургская область, г. Орск, 56:43:0000000:21113. Корректировка.",Горные выработки
0ce47b04-f53b-4693-a035-80d0fcfdac3f,Реконструкция водозаборной скважины с. Корнилово Томского района Томской области,Горные выработки
0cf349b1-3648-418c-beba-5378789019cc,"Проектирование водозаборной скважины 10 м3/ч в п. Чистополье, ул. Красненская Ракитянского района",Горные выработки
0dcfc41e-4fdb-412d-8ead-9bcf38344b16,"Капитальный ремонт водозаборной скважины № 30029/6, расположенной по адресу: Краснодарский край, Новокубанский район, Новокубанское городское поселение, 250 м. на юго-запад от берега реки Кубань, в 115 м на запад от перекрестка ул.Паромная и ул. Ленина",Горные выработки
0e482046-b05b-4086-af58-becac9b4f737,Отработка запасов каменного угля на участке Гавриловский Карабульского месторождения. I очередь,Горные выработки
0efbf73a-c1e1-43e7-8961-f3b7406ebb5c,"""Строительство (бурение) скважины на территории с. Фонтан Ленинского района Республики Крым""",Горные выработки
0f22452e-572a-4db0-bf6a-40d51032e782,"""Вскрытие и разработка подземным способом остаточных запасов руды в отм. гор. 1310-1630 м подземного рудника ПАО ""Гайский ГОК"". 1 этап. Вскрытие запасов"" (2 подэтап - Объекты поверхностного комплекса)",Горные выработки
0f726838-1538-4c7c-90da-9d3de330a1e0,"Капитальный ремонт водозаборного сооружения (артезианской скважины № 4), расположенного в хуторе Адагум Крымского района",Горные выработки
1034356d-2705-4f6d-866a-b15e6dbfe417,Бурение разведочно-эксплуатационной скважины с установкой водонапорной башни в с. Братовщина Долгоруковского района Липецкой области,Горные выработки
10f30b61-f666-48c3-9526-90273cdbc2bb,"Реконструкция Артезианская скважина ""Силон"", г. о. Павловский Посад, в т.ч.ПИР",Горные выработки
11273754-9967-475b-940c-e6fe08b5479d,"Строительство водозаборной скважины и водонапорной башни в с. Айдар ул Советская, Ровеньского района, Белгородской области",Горные выработки
115b7855-10cb-4b3b-a524-659027949cda,"Строительство водозаборной скважины, водонапорной башни для ТОГБОУ ""Казачья кадетская школа-интернат имени графа И.И. Воронцова-Дашкова"", ДОЛ ""Сосновый бор"", расположенного по адресу: Тамбовская область, Тамбовский район, Горельский лесхоз, Тулиновское лесничество, квартал 226",Горные выработки
1409b1cb-324c-4f94-9a83-afd69f7047ac,"Капитальный ремонт артезианской скважины № 6697, по адресу: Краснодарский край, Гулькевичский район, х. Тельман, ул. Озерная, 1-А",Горные выработки
1422d49f-f3da-47c4-9ae4-9bba53402189,Строительство (бурение) скважины на территории с. Русаковка Белогорского района Республики Крым,Горные выработки
146bfb24-93bd-43df-9734-121c9380df0b,Разведочно-эксплуатационная скважина д. Матвеевка Измалковского района,Горные выработки
14791be3-807f-4125-8807-315105c99f25,Разработка месторождения рудного золота и серебра Якутское подземным способом,Горные выработки
151e645b-d772-4faa-a5ff-387f7b2424cb,Строительство разведочно-эксплуатационной скважины в д. Красногорка Грязинского района Липецкой области,Горные выработки
1540da5d-7b03-4250-b26c-0548186a66a0,"Капитальный ремонт водозаборной скважины, расположенной по адресу: Приморский край, Михайловский район, с. Ивановка, ул. Больничная, 8-а",Горные выработки
15a68e91-6470-4183-8ea8-315da34ce7f4,Строительство скважины п. свх. Агроном,Горные выработки
162d33f3-400a-45b8-b884-e2ac34dfaec9,"""Строительство скважины и станции водоподготовки в с.Мышланка Сузунского района""",Горные выработки
16a8130a-3b3e-4e32-bb6a-172c6f8ffba3,"Капитальный ремонт водозабора по адресу: РА, Теучежский р-н, а. Ассоколай, ул. Свободы, 1А (в части бурения артезианской скважины)",Горные выработки
16b84fbe-d9a4-4e99-b825-62a6a3e36e0e,"Строительство водозаборного узла (строительство артезианской скважины, станции подготовки воды), реконструкция водопроводной сети объекта ""Магистральная сеть"" в с. Подвязье Рязанского района Рязанской области.",Горные выработки
16f03779-baab-42ba-9ad5-d7efeba82b52,Строительство водозаборной скважины в п. Юсупово,Горные выработки
171d68dc-2fcd-4dd2-8e6b-231bdbbb5b05,"""Строительство водозаборной скважины в с. Дмитриевка, ул. Шатилова""",Горные выработки
174993b7-5241-4d5f-8fb7-fd1ac5218d04,Капитальный ремонт скважин в г. Тетюши Тетюшского муниципального района Республики Татарстан,Горные выработки
18322bd1-f2d9-4b7b-ba70-b56b7985bccc,"Капитальный ремонт артезианской скважины №5637, расположенной по адресу: Краснодарский край, Гулькевичский район, с. Соколовское, ул. Кирова, д.122б",Горные выработки
1911d05a-f9bf-4d02-97a4-541209b14bc4,"Проект отработки запасов участка недр ""Бунгурский Южный 2"" (1 этап)",Горные выработки
195b1557-e019-4293-b36a-9f22ad22030e,"""Отработка участков ""Чалпан"", ""Чалпан-2"" и ""Чалпан-3"" Бейского каменноугольного месторождения с увеличением производственной мощности до 6,0 млн. тонн угля в год""",Горные выработки
1aad9ae4-7a68-4dd5-b25a-bd35e56f6639,Строительство водозаборной скважины и водонапорной башни в с. Шахово,Горные выработки
1ab9eb99-78c3-4a42-838d-5aba46f85836,"""Строительство (бурение) скважины на территории с. Курганное Родниковского сельского поселения Симферопольского района Республики Крым""",Горные выработки
1ac1ac12-e24d-4c09-bec9-bb2815e66a19,"""Капитальный ремонт водозаборной скважины при котельной школы улуса Зурган-Дэбэ""",Горные выработки
1b83bbe5-ff7c-461f-8242-e528c25b7612,"Капитальный ремонт артезианской скважины №246-Д, расположенной Краснодарский край, Выселковский район, ст-ца Выселки, угол ул. Свободы и пер. Коминтерна",Горные выработки
1be72e44-e117-4390-9fb6-b73768e78d40,"Капитальный ремонт артезианской скважины № 7397, расположенной в х. Свобода, район МТФ № 3",Горные выработки
1cff288d-7452-4d84-ad81-245a04b12aa5,"""Рудник ""Таймырский"". Вскрытие, подготовка и отработка залежей богатых руд С-3 и С-4 и всех запасов ""медистых"" и вкрапленных руд""",Горные выработки
1d4961f5-1251-4aa3-a919-dc403a7ead02,Разведочно-эксплуатационная скважина село Талицкий Чамлык Добринский район,Горные выработки
1d60c273-6c3e-4f93-90ef-39a64f35efba,"Капитальный ремонт артезианской скважины № 11/262Д, кадастровый номер 23:07:0807027:90, расположенной по адресу: Краснодарский край, Динской район, ст-ца Динская, ул. Заводская, д.2б",Горные выработки
1ddcfb72-a8a1-45f1-b648-79a67dc78e45,"Усольский калийный комбинат. Горнодобывающий комплекс. Этап ""Проходка и строительство ствола № 3"" (диаметром в свету 8 метров)",Горные выработки
1df8d78e-9059-4944-ad56-636b9be039a0,"""Отработка Соломинского месторождения известняков и глин""",Горные выработки
1e62d7cf-347e-4fed-b335-78c0bb6506ef,Строительство (бурение) скважины на территории с. Окунёвка Черноморского района Республики Крым (3 скважины),Горные выработки
1f957231-aee9-4bcd-a4fb-e7deae7fffef,Строительство (бурение) скважины на территории с. Окунёвка Черноморского района Республики Крым (3 скважины),Горные выработки
200210aa-9813-4d3d-a2ea-31fa5b20de32,Строительство водозаборной скважины и станции водоподготовки с. Барлак Мошковского района Новосибирской области,Горные выработки
201dcdbf-5b44-4cde-98d3-cb4c48838c1d,"Капитальный ремонт артезианской скважины № 21 кадастровый номер 23:07:0000000:107, расположенной: ст. Динская, ул. 70 лет Октября, уч 2/2",Горные выработки
21641198-17be-4b34-92b8-c196fa93eeac,"Восстановление работоспособности водозаборной скважины № 1, № 2, № 32 в с.им. 9 Января Оренбургского района",Горные выработки
21d4ba80-435e-4de3-bcf1-a01dbaba8751,"""Проект отработки запасов пластов ""Тройной"" и ""Четвертый"" шахты ""Заполярная-2"" на основе объединения шахт ""Заполярная"" и ""Воркутинская""",Горные выработки
21e46080-7fc9-4a2b-af59-07e9f848c091,"Восстановление работоспособности водозаборной скважины №1, №2 с. Красное Первомайского района Оренбургской области",Горные выработки
21e8559e-e9d2-42f5-9113-f5184489a74e,Восстановление работоспособности водозаборной скважины в п. Полевой Полевого сельсовета Домбаровского района Оренбургской области,Горные выработки
2387e3a5-7426-4a91-be1c-b3cb88d9cc66,"Капитальный ремонт артезианской скважины № 65503, Гулькевичский район, с.Отрадо-Ольгинское (Водозабор ""Центральный""), расположенный на земельном участке с кадастровым номером: 23:06:0802070:620",Горные выработки
23c1118c-9555-4ec9-adc7-73842a1f5137,Строительство разведочно-эксплуатационной скважины с. Тульское,Горные выработки
23cf9e94-c519-43d7-bce7-6afdb8919ce8,"""Рудник ""Интернациональный"". Вскрытие и отработка запасов в отм.+85м/0м""",Горные выработки
23f8b509-c96a-4d98-a9ce-1717dff411ea,"Капитальный ремонт водозаборной скважины № 72672, расположенной: Краснодарский край, Тбилисский муниципальный район, Тбилисское сельское поселение, ст-ца Тбилисская, ул. Набережная, 43А.",Горные выработки
2415de00-8a3c-446e-9c8b-82b21611eb5a,"Капитальный ремонт артезианской скважины № 78633/607, сооруженной на территории водозабора х. Копанской, ул. Березовая, 42, Прикубанского района, г. Краснодар",Горные выработки
241888f3-cdae-440f-9e27-ec96689f0849,"""Капитальный ремонт скважины №5 в пгт. Мостовском""",Горные выработки
2448d0bc-a9d4-48fb-b64f-26fd00e0683d,"""Строительство (бурение) скважины на территории пгт. Багерово Ленинского района Республики Крым""",Горные выработки
24b2aef1-3e16-4b42-9639-bc4b5a6bca08,"""Строительство водозаборной скважины в с. Малобыково""",Горные выработки
24f5820a-26e4-42bf-b0e2-02c426c2863f,Строительство артезианской скважины в с.Сенево Алексинского района,Горные выработки
25978791-6720-4edd-9e2f-8069f5817a12,"Отработка месторождения ""Биркачан"" подземным способом. Изменение 1",Горные выработки
25d30ee4-6939-421b-9ce5-aef608689a59,Строительство водозаборной скважины и водонапорной башни в х. Бехтеевка,Горные выработки
270e4546-b048-4d1c-8897-9646394ac6ef,Инженерная подготовка территории Новоказанского каменноугольного месторождения. Отработка открытым способом запасов участка недр Новоказанский 2. Вторая очередь,Горные выработки
28253d4f-1e83-4313-8fa6-7978d1421248,Капитальный ремонт артезианской скважины №2741 по ул. Красной в ст. Староджерелиевской Красноармейского района,Горные выработки
28384a63-ff46-4e47-a24f-b442884a4b84,"Капитальный ремонт артезианской скважины № 1172, расположенной по адресу: Краснодарский край, Абинский район, хутор Воробьев (юго-западная окраина), кадастровый номер 23:01:0000000:1393",Горные выработки
284ceaa7-29bd-410e-8ee4-d029e04133bf,"Капитальный ремонт артезианской скважины № 76, Приморско-Ахтарского района, юго-западная окраина х. Новонекрасовский, в 30 км от ж/д станции Ахтари",Горные выработки
28fa0c66-2cfd-4e93-a4ef-965ffa967148,Строительство водозаборной скважины и модульной станции водоподготовки на ул. Пушкинская в с. Кочки Кочковского района Новосибирской области,Горные выработки
2afda0fb-6315-4f92-88fe-56a6f2c44e22,"""Технический проект отработки запасов части лицензионного участка недр ""Июньский"" (золотороссыпное месторождение). Корректировка"".",Горные выработки
2bcd947c-dbc2-4f46-b3cb-cfe30acf3ff0,Разведочно-эксплуатационная скважина д. Кулешовка Косыревского сельсовета Липецкого района,Горные выработки
