Идентификатор,"Наименование и адрес (местоположение) объекта капитального строительства, применительно к которому подготовлена проектная документация",Расчетный тип объекта
020c98cc-61ea-40aa-b8d1-ffa4f691cf45,"""Комплекс по приемке, очистке, сушке и отгрузке зерна на автотранспорт с единовременным хранением 50 000 тонн зерна"", расположенный по адресу: Рязанская область, Скопинский муниципальный район, Корневское сельское поселение. Промышленная зона №1, земельный участок №1 кад.номер 62:19:1380201:1",Сооружения
0220f762-d1ae-40e4-92d6-775bf936e394,"Укрепление берега Охотского моря от парка ""Маяк"" до Инфекционной больницы",Сооружения
02228a94-7f84-461c-9ddd-e372b134ea1c,"""Строительство учебно-тренировочного полигона Свободненского подразделения Забайкальского УЦПК""",Сооружения
0227f14d-4015-46ea-beeb-fe95af524294,"""Строительство оросительной системы на участке площадью брутто 145,8га, расположенном в Тимашевском районе Краснодарского края для ИП глава КФХ Рыков С.С.""",Сооружения
023182f6-7b98-4bf9-8a49-8f6ef93ebcc2,"""Корпоративный учебный центр в г. Красноярске. 1 этап строительства. Полигон практического тренинга"".",Сооружения
0242b9d0-2f62-4451-9aa6-6588e28c55c0,"""Капитальный ремонт с заменой ветхого оборудования канализационно-очистных сооружений (КОС-800) в пгт. Междуреченский"".",Сооружения
0245ddb8-b525-4a77-a934-221df28b0f30,"Расчистка ложа пруда, расположенного в районе д. № 1 по ул. Казиновка в с. Шовское Лебедянского района Липецкой области",Сооружения
024ba0c9-f740-40bd-b195-41a3b349896a,Комплексная реконструкция водоблока В-3/1ТЮ и градирни В-2/1ТЮ на площадке ППХОС и ГП (южная),Сооружения
0252beb8-23f9-47c6-931f-e3f525661877,"Снос (демонтаж) объекта капитального строительства - водонапорная башня (г. Руза, ул. Гладышева)",Сооружения
026b7ed6-b379-404a-a161-3ad343f2953a,"Посадочная площадка для вертолетов на территории Фосфорного комплекса АО ""Апатит"" в г. Череповец",Сооружения
026f7102-2fac-4696-8ee0-ad23196b81fa,"Выполнение работ по завершению реконструкции объекта ""Полигон по утилизации твердых бытовых отходов"" в с. Северное Северного района Новосибирской области",Сооружения
0273de2b-1233-41cd-88be-8d1d2600b3bf,"""Строительство вертолетной площадки по адресу: Республика Крым, Нижнегорский район, с. Плодовое, ул. Больничная""",Сооружения
02787876-a74e-4d7d-bfbd-e3a5e97af4ad,Строительство артезианского водозабора в селе Константиновка Константиновского района Амурской области,Сооружения
0290ce0f-b026-46ee-ab3b-b5c8dfc54e85,Строительство биологических очистных сооружений в г. Ядрин Чувашской Республики на 2400 куб. м/сут,Сооружения
02965736-b18e-4cf2-b83c-8df08cda2e24,"""Труновская ВЭС. Этап 1. ВЭУ №1 - ВЭУ № 24"", ""Труновская ВЭС. Этап 2. ВЭУ №25 - ВЭУ №38""",Сооружения
029d82aa-bf80-4192-b50a-4d82cee04652,"""Восстановление оборудования: станция управления"" Водозабор ""Городище"" скважина № 1-3г. Оренбург, с. Городище, Оренбургская область, С. Городище, на з/у с кад. № 56:44:1101001. Корректировка.",Сооружения
02ac4329-0fad-4fc7-ac19-20a978e8ecdd,Строительство водозабора и системы хозяйственно-питьевого водоснабжения с. Кушнаренково муниципального района Кушнаренковский район Республики Башкортостан,Сооружения
02b7c70c-7f71-464b-8475-6ddce18dad6f,Очистные сооружения поверхностного стока в районе поселка РЭБ в г. Усть-Кут с сетями водоотведения и водовыпуском,Сооружения
02cace55-e071-40c1-829e-46dd11728bb5,"""Очистные сооружения хозяйственно-бытовых сточных вод ЛПДС ""Березовое"". Урайское УМН. Строительство""",Сооружения
02d3b84a-a863-4b56-b024-015117064efc,"Рекультивация свалки ТКО в п. Искателей Ненецкого автономного округа по адресу: Заполярный район, п. Искателей",Сооружения
02d5cb5c-55f8-491b-a53a-6b05deec8206,"Капитальный ремонт гидротехнических сооружений пруда на овр. Паршлей, с.Киржеманы Атяшевского муниципального района Республики Мордовия",Сооружения
02d90f5a-ff78-495e-831b-518c777d2078,Комплекс по обработке и утилизации твердых коммунальных отходов на территории Сергиево-Посадского городского округа Московской области,Сооружения
02ee86ae-f8e5-4561-bb28-73ca4b0ac326,"""Строительство очистных сооружений хозяйственно-бытовых и ливневых сточных вод и сетей в особой экономической зоне Доброград-1"", по адресу: РФ, Владимирская область, Ковровский район, МО Новосельское (сельское поселение)""",Сооружения
02f4d28a-9281-406b-afc2-0b51da8a830f,Коллектор подземных коммуникаций в районе Неопалимовского переулка. (Завершение строительства),Сооружения
030743e2-762f-46f7-b076-6d2390181acf,Капитальный ремонт с заменой сегментного затвора шлюза № 7,Сооружения
03077df6-5808-484e-bdbc-143bebf0819c,"Культуртехнические работы на земельных участках ИП Шульга А.В., Михайловский район, Амурская область",Сооружения
030a34c5-fa18-433f-a7a5-b750d682194f,Капитальный ремонт водопропускной трубы на автомобильной дороге Алексеевский - Михайловка - Андреевка км 5+203,Сооружения
031af553-9001-49f8-952c-00eea8d88312,Строительство ВЗУ по адресу: земельный участок № 79 по ул. Московская в р.п. Башмаково Башмаковского района Пензенской области,Сооружения
032e5c05-91d1-4bfd-b992-63e409dc82dc,"Очистные сооружения хозяйственно-бытовых сточных вод производительностью 450 м3/сутки, расположенные по адресу: Рязанская область, Захаровский район, с. Захарово",Сооружения
0338d771-6fea-4ef3-95ea-bc4e165d7d56,"Реконструкция пассажирских платформ (25 платформ) Пассажирская платформа на ст. Почтовая по адресу: Республика Крым, Бахчисарайский р-н, пгт. Почтовое, пер. Альминский, д.2",Сооружения
03499ac1-ad49-44fa-ac50-16f7631d2494,"Локальные очистные сооружения ливневых сточных вод (ЛОС), расположенные на земельном участке с кадастровым номером 77:17:0120316:47030 по адресу: Москва, п Сосенское, д Столбово по проекту строительства ППТ 2-5.",Сооружения
035fa456-d82a-422d-9d38-350eced3ceba,"""Очистные сооружения хозяйственно-бытовых сточных вод"" по адресу: Московская область, г. Солнечногорск, д. Лигачёво",Сооружения
0360eb08-b751-44c6-8acd-e77c5a199305,"""Строительство ВЗУ, расположенного по адресу: земельный участок № 45П по ул. Чапаева в р.п. Башмаково Башмаковского района Пензенской области"" (корректировка)",Сооружения
036132f4-866a-4d3f-b2d9-6b0bc7a10ce0,"""Выполнение подрядных работ по ликвидации (рекультивации) объектов накопленного экологического ущерба (несанкционированная свалка в границах города Архангельск) в целях участия в федеральном проекте ""Чистая страна""""",Сооружения
0363dc55-fc68-4de2-bb91-4c3f35ed5c46,"""Морской глубоководный водозабор и глубоководный выпуск в рамках реализации проекта ""Гостиничный комплекс категории 5 звезд с апартаментами"".",Сооружения
037702fe-e091-4f55-9293-15947ceada01,"Локальные очистные сооружения поверхностного стока (ЛОС) для объекта: ""Комплексная жилая застройка с объектами инфраструктуры, расположенная по адресу: Московская область, Ленинский городской округ, поселение Молоковское, дер. Коробово""",Сооружения
03786a15-f862-4fac-948b-c7d882550c3a,"Система орошения земельного участка на площади 294 га в ООО ""Агропредприятие Прасковейское"", с. Прасковея Буденновского района Ставропольского края",Сооружения
037a195e-3213-4d3d-8fa5-c9f1c0438d0a,"""Индивидуальное локальное очистное сооружение для индивидуального жилого дома по ул. Ломако, д. 82 в МО город Кольчугино Кольчугинского района""",Сооружения
037f89eb-ed9d-4977-956a-e46932ff0965,Реконструкция полигона размещения отходов IV-V классов опасности в районе хутора Копанского г. Краснодара. 1 этап строительства,Сооружения
03802add-1434-423c-b451-d1582f04e064,"""Строительство антенно-мачтовых сооружений в Республике Крым"". БС №55 ""Советское"" (Республика Крым, Городской округ Ялта, пгт Советское)",Сооружения
0387161f-2c3b-4d99-842f-372e0fbcc748,"Водозаборный узел производительностью 3240 куб. м/сут для объекта: Комплексная жилая застройка с объектами инфраструктуры, Московской обл., Химки г/о, д. Юрлово",Сооружения
03883b2d-cacb-4bc8-897f-851e68407a6d,"""Проектирование и строительство очистных сооружений мощностью 250 м3/сутки с канализационной сетью в селе Георгиевка муниципального района Кинельский Самарской области""",Сооружения
039693d1-295b-4e71-b2a6-3870d368f4b4,"Строительство очистных сооружений ОАО ""Маяк"", расположенных по адресу: г. Пенза, ул. Бумажников, д. 1",Сооружения
039d3764-ad8c-4b2a-b63d-e35ab14764a0,"Комплекс по обработке и утилизации твердых коммунальных отходов (""КПО Восток"") на территории городского округа Егорьевск Московской области",Сооружения
03a82df5-8c13-4497-a039-576c51c90265,"""Капитальный ремонт подпорной стены по адресу: Республика Крым, г. Ялта, пгт. Ливадия, в районе дома №7 по ул. Виноградной""",Сооружения
03b3b8ca-4ce9-495b-8493-5b3540b8f0ab,"""Берегозащитные мероприятия в районе автомобильного съезда на пляжную полосу в створе ул. 40 лет Победы в городе-курорте Анапа""",Сооружения
03cbffa8-b878-4c7a-8e0f-93ebf7194695,"Очистные сооружения карьерных и поверхностных сточных вод участка ""Ерунаковское месторождение""",Сооружения
03db5412-6fc4-4bbd-9d93-afc2b87b8ba4,Капитальный ремонт ГТС водохранилища на р.Нытва в г. Нытва Нытвенского района.,Сооружения
03dd4bfe-649a-4e99-978d-8b07c5553903,"Строительство ГТС (берегоукрепление, пирс) на р.Москва на участках с кадастровыми номерами 50:20:0010516:52 и 50:20:0010516:54, расположенных по адресу: обл. Московская, р-н Одинцовский, с/о Барвихинский, д. Барвиха",Сооружения
03f2cb1c-4839-4e75-b22b-a920f6222394,"Берегоукрепительные сооружения Республика Крым, г. Ялта, пгт. Гаспра, шоссе Алупкинское, 19а (Марат) КН 90:25:020102:664 (капитальный ремонт)",Сооружения
03fec81c-980a-464e-bd47-bd5343d4949e,"Реконструкция пассажирских платформ (25 платформ) Пассажирская платформа на ст. Пресноводная по адресу: Республика Крым, Ленинский район, с. Станционное, ст. Пресноводная ул. Вокзальная, 1 В",Сооружения
04060cd9-c510-427a-a009-73c02e9e7509,Капитальный ремонт берегоукрепительного сооружения на левом берегу р. Терек по защите ст. Александровская,Сооружения
041b3b51-973d-428a-be95-c6ca97d4b98f,"РЕКОНСТРУКЦИЯ МЕЛИОРАТИВНОЙ СИСТЕМЫ ""ТЮВЕНЬКА"" ГРЯЗОВЕЦКОГО РАЙОНА ВОЛОГОДСКОЙ ОБЛАСТИ 2 этап строительства 35:28:0103024:103 - 1-ая клетка 1 454 515 м2",Сооружения
041e9e89-526b-480d-a99e-7775e9b3b5e2,"""Зерновой терминал"", расположенный в границах земельных участков ООО ""Ростовский морской мультимодальный порт"" по улице 1-я Луговая в г. Ростове-на-Дону, Железнодорожный район, промзона Заречная.",Сооружения
0429fb6b-6c68-4539-8f47-6b6921184d71,"Строительство причала №2 на территории ООО ""ПК ""ЭКО+""",Сооружения
043c8fbf-ad21-44c4-82a5-2c9838aa338d,"""Реконструкция действующих и строительство новых объектов водорассольного комплекса, водозабора и сброса рассола в Балтийское море Калининградского ПХГ до проектного активного объема 800 млн. куб.м."" Этап 23. Реконструкция узла подогрева газа.",Сооружения
0445c34a-e330-49f4-801b-a88d54b378f3,Курейская ГЭС. Реконструкция земляных плотин,Сооружения
0451cfe2-e73c-4a87-8945-ffffae4e383d,"""Капитальный ремонт основных двустворчатых ворот средней головы шлюза №13""",Сооружения
0452abdd-4077-4671-95c9-3c4d8b9a2cc0,"Реконструкция правобережной дамбы р. Прохладная в МО ""Гурьевский городской округ"", Калининградская область",Сооружения
045b5a25-9279-4f34-bf26-a9e5cb325f29,"Капитальный ремонт объекта: ""Плотина на р. Ута у д. Бахтиарово Янтиковского района Чувашской Республики""",Сооружения
045f9a89-f356-4449-a701-415cc2fd9f61,"Реконструкция Алхан-Чуртского канала Алханчуртской межреспубликанской обводнительно-оросительной системы (3 этап), Республика Ингушетия, Чеченская Республика",Сооружения
0466f1fc-cd07-4f8e-8160-7db84142accb,"Строительство канализационных очистных сооружений г.Чаплыгин, расположенных по адресу: Липецкая область, Чаплыгинский район, село Юсово",Сооружения
046aeee7-4830-471f-8186-55861a56df8d,Проектирование и строительство очистных сооружений поверхностного стока в поселке Коммунарка,Сооружения
046bd8fd-f953-4e2d-b512-21417e3e864e,"Водозаборные узлы для ассоциации садоводческих некоммерческих товариществ ""Бель"" в Талдомском р-не Московской обл.",Сооружения
046e547f-e749-48ff-b83b-cd6a6e694392,"""Строительство антенно-мачтовых сооружений в Республике Крым"". БС №49 ""Марьино"" (Республика Крым, Черноморский район, село Марьино)",Сооружения
04782d4c-1e3e-4499-aa4c-345565ab864e,"Строительство мелиоративной системы орошаемого участка АО ""Колос"" в Еланском муниципальном районе Волгоградской области",Сооружения
048a1ae5-3b07-49f8-bf51-1e7cf540372b,"Демонтаж объекта ""Причал №8 русло реки Углегорка"" морского терминала Углегорск морского порта Шахтерск",Сооружения
