Идентификатор,"Наименование и адрес (местоположение) объекта капитального строительства, применительно к которому подготовлена проектная документация",Расчетный тип объекта
07044fe7-26ae-48ed-a421-3e02ac652444,"Калининско-Солнцевская линия метрополитена от станции метро ""Рассказовка"" до станции метро ""Аэропорт - Внуково"". Этап 2: ""Основной период. Линия метрополитена. Корректировка",Метрополитены
083c966b-239a-40db-844b-408d4903a6ab,"Западный участок Третьего пересадочного контура, станция метро ""Хорошевская"" - станция метро ""Можайская"". 2.7 этап: ""Подземный пешеходный переход от ст. ""Можайская"" к о.п. ""Кунцево-1"". Корректировка",Метрополитены
08e77ce7-80b6-4419-94ea-14ee46ffa860,"""Строительство линии скоростного подземно-наземного легкорельсового транспорта в г. Красноярске. Первый этап."" (Подготовка территории строительства) 1.11. Этап: ""Горизонтальные выработки со строительными конструкциями обделки перегонных тоннелей о/п ""Улица Шахтеров"" - о/п ""Улица Карла Маркса"". Подготовка территории строительства""",Метрополитены
0936099b-6e93-4cf2-9522-147611676110,"Рублево-Архангельская линия метрополитена, станция метро ""Шелепиха"" - станция метро ""Липовая роща"". 1.5 этап. Подготовительные работы для организации строительства щитовой проходки перегонных тоннелей на участке линии от ст. ""Карамышевская"" до ст. ""Бульвар Карбышева""",Метрополитены
09cd56e5-a566-49d4-a9f4-876e9992bb81,"Замена магистрального трубопровода. Филевская линия перегон ""Арбатская"" - ""Александровский сад"" I путь №311100001100",Метрополитены
0a4c0d6c-f395-4de5-91ed-1124faebb0d1,"Электродепо ""Владыкино"" (расширение)"". 3.5 этап: ""Очистные сооружения, реконструкция тельферной эстакады""",Метрополитены
0b2eb466-030b-4a74-a022-2e5a5bc4c4bf,"Замена магистрального трубопровода. Сокольническая линия перегон ""Спортивная"" - ""Фрунзенская"" I путь №311100001035",Метрополитены
0b4ead4c-9514-40d7-9d22-c29e04285ea4,"""Восточный участок Третьего пересадочного контура (ТПК) ст. ""Каширская"" - ст. ""Карачарово"". 3 этап: ""Участок линии от ст. ""Каширская"" до ст. ""Карачарово"". Корректировка в части изменения технических решений и сметной стоимости (II и IV пусковые комплексы)""",Метрополитены
0bf915ef-da71-4ecf-989d-734278f978d7,"""Западный участок третьего пересадочного контура, станция метро ""Хорошевская"" - станция метро ""Можайская"". Корректировка. 2.4 этап: ""Подготовительные работы для организации строительства щитовой проходки перегонных тоннелей на участке линии от ст. ""Нижние Мневники"" до ст. ""Терехово""",Метрополитены
0c3de6f4-9c0b-4a04-b2de-6d5102c89c17,Капитальный ремонт вентиляционных киосков Московского метрополитена. ВШ-327,Метрополитены
0c93cad2-62ef-4569-8421-d47a5cd7e536,"Бирюлёвская линия метрополитена, станция метро ""ЗИЛ"" - станция метро ""Бирюлево"". Этап: ""Подготовка территории"". 1.4 этап: ""Ст. ""ЗИЛ"" с тупиками"". Участок от демонтажно-щитовой камеры до отсечной стены котлована"". Переустройство интеграции АСУДД",Метрополитены
0cbe3482-66b7-49cd-9dd2-b589136cd231,Капитальный ремонт вентиляционных киосков Московского метрополитена ВШ-832 (корректировка),Метрополитены
0d2f335a-f863-4ecd-b610-f069e8b15257,"Дооборудование отстойно-ремонтного корпуса (ОРК) электродепо ""Красная Пресня"" системой автоматического пожаротушения (АПТ)",Метрополитены
0d73c1d0-de8c-4a88-8903-ed8b97d910b4,"""Троицкая линия метрополитена станция метро ""Новаторская"" - станция метро ""Бачуринская"". Этап 2.1: ""Участок от ст. ""Новаторская"" до ст. ""Тютчевская"". Корректировка",Метрополитены
0e233591-47f7-4155-bac2-b69129d462a0,"Замена магистрального трубопровода Кольцевая линия перегон ""Добрынинская"" - ""Павелецкая"" II путь № 311100001188",Метрополитены
0e59cb92-c0a1-437b-b26a-4430a03c7e5a,"""Строительство линии скоростного подземно-наземного легкорельсового транспорта в г. Красноярске. Первый этап. (Подготовка территории строительства)"" 1.10. Этап: ""Горизонтальные выработки со строительными конструкциями обделки перегонных тоннелей о/п ""Площадь Революции"" - о/п ""Улица Карла Маркса"". Подготовка территории строительства""",Метрополитены
0f81214d-c241-4b1f-b139-107df6d522f8,"Электродепо ""Сокол"". Корректировка. 1.6 этап: ""Водомерный узел""",Метрополитены
0f92c1ee-70ef-46e4-a6ea-d1b850d414f5,"Рублево-Архангельская линия метрополитена, станция метро ""Шелепиха"" - станция метро ""Липовая Роща"". Этап ""Подготовка территории"". Этап 11.1. Вынос инженерных коммуникаций со строительной площадки ст. ""Карамышевская"" Рублево-Архангельской линии"". Дождевая канализация",Метрополитены
0fb6c15b-82cd-4a79-83ed-4bc35bb932a6,"Вынос сетей водопровода по объекту: ""Линия метрополитена, станция метро ""Новаторов"" - станция метро ""Коммунарка"". Этап: ""Благоустройство"". Этап 1: ""Благоустройство строительных площадок на участке от ст. ""Новаторов"" до ст. ""Славянский мир"". Стройплощадки №№ 1, 9а, 9, 10, 10а, 10б, 2, 18, 12, 13, 4 (строительная площадка 12). Водопровод",Метрополитены
1031969f-e4fe-452c-af02-2a78710e5ef6,"Замена магистрального трубопровода. Серпуховско-Тимирязевская линия станция ""Серпуховская"" водопроводный ввод, эскалаторный наклон №311100001413",Метрополитены
10476db3-c8e8-453b-bdbd-45a24cb727b0,"Линия метрополитена станция метро ""Новаторов"" - станция метро ""Коммунарка"". Этап: ""Благоустройство"". Этап 1 ""Благоустройство на участке от станции ""Новаторов"" до станции ""Славянский мир"" (Стройплощадки №3, №11а)",Метрополитены
106d46f8-fa52-4609-b064-48cce4f27802,"""Строительство линии скоростного транспорта в городе Челябинске. Линия ""Север-Юг"" Этап 1.6.2. Сооружение и оснащение стартового котлована для щитовой проходки тоннелей. Площадка №106. Ул. Косарева.",Метрополитены
10a53009-0ed4-485d-bc02-5407acfd6c9a,"""Калининско-Солнцевская линия метрополитена от станции метро ""Раменки"" до станции метро ""Рассказовка"". Этап: ""Подготовка территории"". Этап 1: ""Подготовка территории на участке от станции ""Раменки"" до станции ""Терешково"". Корректировка в части изменения технических решений и сметной стоимости""",Метрополитены
11ef41fe-2568-45ac-9259-9ee96569b115,"""Строительство линии скоростного подземно-наземного легкорельсового транспорта в г. Красноярске. Первый этап."" 2.4. Этап: ""Монтажный котлован о/п ""Площадь Революции""",Метрополитены
124f48f6-eef6-4dd4-ad60-f39eb44560af,Капитальный ремонт вентиляционных киосков Московского метрополитена ВШ-415 (корректировка),Метрополитены
1288b603-c3d9-4224-a77c-a65053693a2f,"Восточный участок Третьего пересадочного контура (ТПК) ст. ""Каширская"" - ст. ""Карачарово"". 10 этап: ""Сооружение стартового котлована (строительная площадка № 6). Корректировка",Метрополитены
133c36f6-c449-4696-97c0-d964ec2fece5,Замена магистрального трубопровода. Замоскворецкая линия перегон Домодедовская-Орехово I путь № 311100001277,Метрополитены
13d898cf-2d32-4ce2-b31f-b30479bdd9c6,"Устройство навесов вестибюлей станции ""Щукинская"" Московского метрополитена. Корректировка",Метрополитены
14a3da65-7ff5-449b-94bf-c30bf99a968d,"Замена магистрального трубопровода. Арбатско-Покровская линия станция ""Смоленская"" кабельный коллектор № 311100001104",Метрополитены
152ad757-6fac-455d-ac28-1aae6b7a3c87,"Замена магистрального трубопровода. Кольцевая линия станция ""Добрынинская"" кабельный коллектор I и II путь № 311100001187",Метрополитены
153ffece-61b4-499a-aacd-b04aea758790,Капитальный ремонт вентиляционных киосков Московского метрополитена. ВШ-852,Метрополитены
15d8c9eb-ca7d-4de7-9494-89708f4970bd,Капитальный ремонт вентиляционных киосков Московского метрополитена ВШ-174,Метрополитены
1681f6fb-57cd-49f4-b054-698fb1a8ea49,"Люблинско - Дмитровская линия метрополитена от станции метро ""Лианозово"" до станции метро ""Физтех"". 1 этап: ""Люблинско-Дмитровская линия метрополитена от станции метро ""Лианозово"" до станции метро ""Физтех"". 2 этап: ""Временные объездные дороги и внешние инженерные коммуникации"". Корректировка",Метрополитены
16a42567-dd6b-405d-9f8a-7cfb661671d8,Капитальный ремонт вентиляционных киосков Московского метрополитена ВШ-549 (корректировка),Метрополитены
1824904b-1d2b-412e-9357-b7c16149c0ac,"Южный участок Большой кольцевой линии, станция метро ""Каховская"" - станция метро ""Проспект Вернадского"", включая реконструкцию участка - станция метро ""Каширская"" - станция метро ""Каховская"". 8 этап: Соединительная ветка между объектом ""Южный участок Третьего пересадочного контура"" и объектом ""Линия вдоль Калужского шоссе на территории Большой Москвы (Парламентский центр, район Коммунарка)",Метрополитены
18535075-a09b-4013-8bf9-85b7ff0dc541,"Западный участок третьего пересадочного контура, станция метро ""Хорошевская"" - станция метро ""Можайская"". Корректировка. 1 этап: ""Участок линии от ст. ""Хорошевская"" до ст. ""Нижние Мневники"" с тупиками за ст. ""Нижние Мневники"". Корректировка в части уточнения объемов работ",Метрополитены
190ffa0e-e0b3-4373-af10-7cfb909d7105,"Замена магистрального трубопровода. Замоскворецкая линия станция ""Павелецкая"" кабельный коллектор I и II путь №311100001041",Метрополитены
194e8654-4003-4688-8f37-0531def5c72a,"Строительство Лахтинско-Правобережной линии метрополитена от ст. ""Спасская"" до ст. ""Морской фасад"" (1-й пусковой комплекс от ст. ""Спасская"" до ст. ""Большой проспект"").",Метрополитены
195121e9-79ff-4e1e-864f-a754a6e5b934,"Восточный участок Третьего пересадочного контура (ТПК) ст. ""Каширская"" - ст. ""Карачарово"". 1 этап: ""Сооружение стартового котлована (строительная площадка № 8). Корректировка""",Метрополитены
19550e08-f215-43c3-85f1-46e9e2b0875e,Капитальный ремонт вентиляционных киосков Московского метрополитена ВШ-570 (корректировка),Метрополитены
19ebdc90-6c53-4a5d-b453-074cf2941c59,"Восточный участок Третьего пересадочного контура (ТПК) ст. ""Каширская"" - ст. ""Карачарово"". 3 этап: ""Участок линии от ст. ""Каширская"" до ст. ""Карачарово"". Корректировка в части выделения вестибюля № 1 ст. ""Печатники"" в отдельный пусковой этап",Метрополитены
1aba8a41-ea8c-4ce4-9c6d-33a2eade3f6e,"Рублево-Архангельская линия метрополитена, станция метро ""Шелепиха"" - станция метро ""Липовая роща"". Этап ""Подготовка территории"". Этап 7.3. Переустройство КЛ 110 кВ Очаково-Ходынка, Фили-Ходынка",Метрополитены
1b12a9a5-27cd-4aab-8363-e13e165351c9,"Рублево-Архангельская линия метрополитена, станция метро ""Шелепиха"" - станция метро ""Липовая Роща"". Этап ""Подготовка территории"". Этап 8.4. Снос строений. Притоннельные сооружения: вентиляционная сбойка, УТВ, ВОУ на перегоне между станцией ""Звенигородская"" и станцией ""Шелепиха""",Метрополитены
1bc8754d-ad2e-47e5-baa6-21735ce14168,"""Люблинско-Дмитровская линия метрополитена от станции метро ""Селигерская"" до станции метро ""Лианозово"". Этап ""Благоустройство"". Этап 1: ""Благоустройство стройплощадки № 33: станция ""Яхромская""",Метрополитены
1bcb0af7-099a-46fe-b262-92c64635a2d3,"Восточный участок Третьего пересадочного контура (ТПК) ст. ""Каширская"" - ст. ""Карачарово"". Этап: ""Подготовка территории"". Ст. ""Кленовый бульвар"". Строительная площадка №3: Освоение площадок для устройства пересадки со станции Бирюлевской линии на станцию ""Кленовый бульвар"": Этап 2.6.1: Переустройство электрических сетей",Метрополитены
1bcfbbdc-3e80-449e-8699-4d7703665d86,"Устройство навесов вестибюля станции ""Нагорная"" Московского метрополитена. Корректировка",Метрополитены
1c114c03-0161-4e28-816a-8a72c682c24b,"""Северо-Восточный участок Третьего пересадочного контура (ТПК) ст. ""Нижняя Масловка"" - ст. ""Авиамоторная"". Этап 3 ""Соединительная ветка в депо ""Нижегородское"". Корректировка""",Метрополитены
1c7b4ea5-f1d3-4af0-9b66-a98702696ba7,"Замена магистрального трубопровода. Калужско-Рижская линия станция ""Академическая"" кабельный коллектор №311100001148",Метрополитены
1cd80841-2305-4856-9ec2-0f25a14b2750,"Юго-Западный участок третьего пересадочного контура, станция метро ""Проспект Вернадского"" - станция метро ""Можайская"". Этап ""Подготовка территории"". Этап 1.4: ""Подготовка территории на стройплощадках 1, 1а, 1б, станция ""Давыдково"". Тепловые сети. Корректировка""",Метрополитены
1d0ae669-6149-4f48-90f8-69090a7cb565,"""Западный участок третьего пересадочного контура, станция метро ""Хорошевская"" - станция метро ""Можайская"". Этап: ""Благоустройство"". 1 этап: ""Благоустройство ст. ""Улица Народного Ополчения"" (строительная площадка №2). Корректировка""",Метрополитены
1d383b32-6266-47a5-bd72-6113e4d97c6d,"Замена магистрального трубопровода. Калужско-Рижская линия перегон ""Проспект Мира"" - ветка на кольцо № 311100001120",Метрополитены
1dbfab66-cc2b-4888-ae1d-03ad6746f590,"Юго-Западный участок третьего пересадочного контура, станция метро ""Проспект Вернадского"" - станция метро ""Можайская"". 7.4 этап ""Соединительная ветка в электродепо ""Аминьевское"" со ст. ""Аминьевское шоссе""",Метрополитены
1dc7e097-848e-430c-9d62-62473b98d561,"Замена магистрального трубопровода. Калужско-Рижская линия станция ""Медведково"" кабельный коллектор и эскалаторный наклон №311100001521",Метрополитены
1dfb9704-0a97-4284-8abd-7625e0cdf27c,"Подключение к централизованной системе водоотведения объекта: Линия метрополитена станция метро ""Новаторов"" - станция метро ""Севастопольский проспект"". Этап: ""Подготовка территории"". Строительная площадка № 2. Станция ""Улица строителей"" по адресу: г. Москва, ЮЗАО, Ленинский пр-т, д. 72, 74 (строительная площадка № 2)",Метрополитены
1e30b289-4a75-44ff-b9ec-51ed20dd1083,"""Западный участок третьего пересадочного контура, станция метро ""Хорошевская"" - станция метро ""Можайская"". Корректировка. 2.3 этап: ""Стартовый котлован на ст. ""Можайская"". Монтажный котлован в объеме ст. ""Можайская""",Метрополитены
1e538bf3-34f4-4332-bb7a-f1f89148672d,"Капитальный ремонт ОРК и АБК электродепо ""Северное""",Метрополитены
1e786dfc-3275-42ef-a487-bdb94fc727f7,"Замена магистрального трубопровода. Замоскворецкая линия станция ""Тверская"" кабельный коллектор № 311100001046",Метрополитены
1f2021e5-69da-4bd6-94f7-874276660129,Капитальный ремонт вентиляционных киосков Московского метрополитена ВШ-183 (корректировка),Метрополитены
1f251948-bbd7-4632-9f8d-aeb6f108c8a8,"Восточный участок Третьего пересадочного контура (ТПК) ст. ""Каширская"" - ст. ""Карачарово"". 3 этап: ""Участок линии от ст. ""Каширская"" до ст. ""Карачарово"". Корректировка в части выделения вестибюля № 1 ст. ""Печатники"" в отдельный пусковой этап",Метрополитены
1fcd3ba7-836c-4656-b851-8f003a071882,"Троицкая линия метрополитена ст. метро ""Новаторская"" - ст. метро ""Крымская"". Этап: ""Подготовка территории"". Этап 8.2. Площадка № 9. Сети связи",Метрополитены
20047346-50a6-4bbd-acfa-0e71d605452d,"Вынос сетей связи по объекту: ""Троицкая линия метрополитена, ст. метро ""Новаторская"" - ст. метро ""Бачуринская"". Этап 1.1: ""Благоустройство строительных площадок на участке от станции ""Улица Новаторов"" до станции ""Славянский мир"". Строительная площадка № 1""",Метрополитены
204e9cfd-e436-4b7c-a46c-3c89f78a6456,"Люблинско-Дмитровская линия метрополитена от ст. ""Петровско-Разумовская"" до ст. ""Селигерская"". Корректировка"". 2.2 этап: ""Строительство и ввод в эксплуатацию ст. ""Окружная"" в полном объеме с сооружением вестибюля № 2"". Корректировка. 2.2.1 этап: ""Вестибюль № 2 ст. ""Окружная""",Метрополитены
20561819-a36d-4c1f-b91c-0623874a5edc,Капитальный ремонт вентиляционных киосков Московского метрополитена - ВШ-861,Метрополитены
208113f4-9b72-4eb9-9e6e-6b169d299795,"""Продление Автозаводской линии метрополитена в г. Нижнем Новгороде от ст. ""Горьковская"" до ст. ""Сенная"". 2.2 этап: ""Котлован ст. ""Площадь Свободы""",Метрополитены
21117998-e134-4e21-a3c4-69c7328c8ac9,"Люблинско - Дмитровская линия метрополитена на участке от станции ""Лианозово"" до станции ""Физтех"". Этап 4.2: Строительная площадка №41. Центральный тепловой пункт (ЦТП). Теплосеть",Метрополитены
21818d83-4f80-4e57-9477-2072332ab157,"Восточный участок Третьего пересадочного контура (ТПК) ст. ""Каширская"" - ст. ""Карачарово"". Этап: ""Подготовка территории"". Ст. ""Кленовый бульвар"". Строительная площадка №3: Освоение площадок для устройства пересадки со станции Бирюлевской линии на станцию ""Кленовый бульвар"": Этап 2.8.1: Сети связи",Метрополитены
2206f296-922d-4e6f-b4aa-08f006b830a3,"Замена магистрального трубопровода. Калининско-Солнцевская линия станция ""Марксистская"" соединительная ветка I путь № 311100001164",Метрополитены
22bb67e5-cc96-4c86-96ff-767fccf72ec4,"Замена магистрального трубопровода. Арбатско-Покровская линия станция ""Площадь Революции"" кабельный коллектор № 311100001108",Метрополитены
2702d593-5e0a-4f23-ad7d-9a31f2da01b4,Капитальный ремонт вентиляционных киосков Московского метрополитена. ВШ-279,Метрополитены
2717949e-0415-48d6-912c-5b8459cc632c,"Арбатско-Покровская линия метрополитена, станция метро ""Щелковская"" - станция метро ""Гольяново"". Этап 1.1 ""Подготовительные работы на участке линии от станции метро ""Щелковская"" до станции метро ""Гольяново""",Метрополитены
27289028-8492-4024-b1fd-98231a2e09de,Замена магистрального трубопровода. Сокольническая линия перегон Воробьевы горы - Спортивная I путь № 311100001007,Метрополитены
27718f51-8412-4b52-95e1-21fc892f93d8,Капитальный ремонт вентиляционных киосков Московского метрополитена. ВШ-664,Метрополитены
2778986e-7f6b-4d03-82ff-b435c7c6ecf2,"Вынос сетей связи по объекту: ""Калининско-Солнцевская линия метрополитена от станции метро ""Рассказовка"" до станции метро ""Внуково"" (Западный административный округ г. Москвы)"". Этап: ""Благоустройство"". Этап 1: ""Благоустройство ст. ""Пыхтино""",Метрополитены
27ac6086-d31d-41ea-bc8e-29662c8d46e4,"""Транспортно-пересадочный узел ""Озёрная"" (новая станция метрополитена). 2.2 этап ""Технологическая часть транспортно-пересадочного узла на станции метро ""Озерная"". ОРП для автобусов. Корректировка""",Метрополитены
27f1b1ea-053d-4e24-9c0b-639494b4060c,"Троицкая линия метрополитена станция метро ""Бачуринская"" - станция метро ""Коммунарка"" (Новомосковский административный округ г. Москвы). Корректировка. ""Линия метрополитена станция метро ""Коммунарка"" - станция метро ""Столбово"". 2 и 3 этапы. ""Проект организации строительства. Котлованы открытого способа работ"", ""Основной период. Линия метрополитена"". Корректировка"". Этап 2, 3.1",Метрополитены
28b03bcb-cf95-45d8-9323-6c54e38f6c4f,"Южный участок Третьего пересадочного контура (ТПК) ст. ""Каховская"" - ст. ""Проспект Вернадского"". 4 этап: ""Реконструкция участка - станция метро ""Каширская"" - станция метро ""Каховская"". Корректировка"". Этап 4.1.4.1: ""Реконструкция Каховской линии на участке от ПК0148+00 до ПК0154+00""",Метрополитены
28b95d8c-1005-4caa-b6fc-05c2ee31d6b4,Усиление систем электроснабжения Таганско-Краснопресненской линии метрополитена. Этап 2. СТП-75. Корректировка,Метрополитены
28c2143b-8bd7-4afe-b657-db6556d38137,"Устройство навесов вестибюля станции ""Новогиреево"" Московского метрополитена. Корректировка",Метрополитены
28d2326f-1808-47c3-8a7c-617fb733faf7,"""Строительство линии скоростного транспорта в городе Челябинске. Линия ""Север-Юг"" Этап 1.6.4. Комплекс работ по организации строительства, включающий в себя приведение в работоспособное состояние существующих горных выработок: о.п. ""Торговый центр"", стволов №251, №253 и подходных выработок к ним, перегонных тоннелей.",Метрополитены
