Идентификатор,"Наименование и адрес (местоположение) объекта капитального строительства, применительно к которому подготовлена проектная документация",Расчетный тип объекта
03f4d370-e8a5-4bec-86a4-ebe2bbb8a166,"""Комплекс по производству сульфида натрия из сульфата натрия"", расположенный по адресу: Российская федерация, Челябинская область, Красноармейский район, ОАО СХП ""Петровский"", после №113, 112, 110, кадастровый номер участка 74.12.1205002.3838.","Заводы, фабрики, индустриальные парки"
0438cc52-cc5e-4ad8-93e3-aeb8012531d5,"Завод по производству перлита вспученного гранулированного производительностью 6000 тонн в год. Калининградская область, Зеленоградский район, Индустриальный парк ""Храброво"" (2-й этап строительства)","Заводы, фабрики, индустриальные парки"
047dd42e-3866-4480-aa11-b46520cbaf25,Производственный комплекс по изготовлению объемно-блочных конструкций,"Заводы, фабрики, индустриальные парки"
04d36f39-5fff-4572-8d1d-1255470cb05c,"Завод по переработке плазмы крови по адресу: Россия, Рязанская область, Скопинский район, с.Успенское. 1 этап строительства","Заводы, фабрики, индустриальные парки"
04f88710-8fd5-4f15-afea-4364158db45f,"ООО ""Астон-Поволжье"". Строительство маслоэкстракционного завода производительностью 2000 тонн в сутки в г. Бузулуке Оренбургской области","Заводы, фабрики, индустриальные парки"
050eeea5-afc1-43f6-91de-4f6809e306cb,Строительство завода по производству замороженного картофеля фри и сопутствующих продуктов в Черняховском районе Калининградской области,"Заводы, фабрики, индустриальные парки"
05acd510-f9bf-4e5e-bddd-3af2fb354f32,Асфальтобетонный завод мощностью 120 тыс. т в год в ст. Динской Краснодарского края,"Заводы, фабрики, индустриальные парки"
05e7dd3b-0af4-4fbb-85f0-8796fc3613b9,"""Производственный комплекс""","Заводы, фабрики, индустриальные парки"
064ad58b-2f48-4da8-a1d1-3addcf7d28e2,"Завод по производству специализированных грузовых транспортных средств мощностью 2600 машин в год на территории ОЭЗ ППТ ""Алабуга"" Елабужского р-на РТ","Заводы, фабрики, индустриальные парки"
068636f8-5273-4eb9-aef3-dd464972f5f2,"Завод по производству бутилированной воды по адресу: Краснодарский край, г. Кропоткин, ул. Шоссейная, 17","Заводы, фабрики, индустриальные парки"
06dbb415-e4ab-4737-9e0b-c36d6caf81cc,"Завод по переработке сырья животного происхождения и производству кормовой муки и животных жиров, расположенный на территории городского округа город Кумертау Республики Башкортостан","Заводы, фабрики, индустриальные парки"
07122904-a36f-4f7b-bead-e43e54ed4cb8,"Завод по производству горношахтного оборудования, расположенный по адресу: Московская область, Солнечногорский район, кадастровый номер № 50:09:0050321:473.","Заводы, фабрики, индустриальные парки"
0761b171-22b2-4d81-b9bb-bdf583d921b7,"Завод по производству дистиллятов, по адресу: г. Челябинск, ул. Радонежская, 17","Заводы, фабрики, индустриальные парки"
0768d576-d86a-4554-ad38-37182f33efb4,"Комбикормовый завод, расположенный по адресу: РФ, Республика Мордовия, Ковылкинский район, с. Парапино.","Заводы, фабрики, индустриальные парки"
0790136b-affb-47f9-a8d9-89f6352bf456,"Проектирование ТМУ и обвязки маслопроводов для завода по производству смазочных материалов ООО «АВИКС ГРУПП» расположенного по адресу: РФ, Липецкая область, г. Грязи, ул. Гагарина, 1а","Заводы, фабрики, индустриальные парки"
079f985b-197f-4787-976d-e120e2518298,"Завод по производству армированных газосиликатных изделий и блоков по адресу: Ростовская обл., Аксайский район, СХПК колхоз ""Заря"", поле № 52. Кадастровый номер земельного участка: 61:02:0600006:2234","Заводы, фабрики, индустриальные парки"
0802b689-3f58-4e1c-8a14-1fc0f7f4ed01,Завод металлоконструкций в Чкаловском районе г. Екатеринбурга,"Заводы, фабрики, индустриальные парки"
080c5a64-15ef-4634-818e-f2cca3c68a9b,"Строительство обогатительной фабрики ООО ""Восточно-Бейский разрез""","Заводы, фабрики, индустриальные парки"
080ee71c-6455-4859-a0b1-4ff8aaa87909,Производственная база по ул. Дунаевского в Калининском районе г. Новосибирска. Реконструкция.,"Заводы, фабрики, индустриальные парки"
0827d75a-8a0e-4700-bfbe-452dc00ce53c,"Производство бумаги-основы из готовой целлюлозы, расположенного по адресу Калужская область, Людиновский район, территория ОЭЗ ППТ ""Калуга"", вблизи д. Войлово","Заводы, фабрики, индустриальные парки"
084899cc-89ae-4ec2-9175-f8b9616a83cd,Производственная база Ейского РЭП,"Заводы, фабрики, индустриальные парки"
086410af-2539-4736-83ef-9ea5c2b7949b,Модернизация маслоэкстракционного завода до мощности 1500 тонн переработки масличных семян в сутки в с. Маячный Республики Башкортостан. Реконструкция,"Заводы, фабрики, индустриальные парки"
09415218-2f1b-4e11-9c00-94e6ee735439,"""Завод по производству активных фармацевтических субстанций (АФС) и готовых лекарственных форм (ГЛФ)"" расположенного по адресу: г. Москва, г. Зеленоград, ул. Конструктора Лукина, площадка ""Алабушево""","Заводы, фабрики, индустриальные парки"
098585aa-2ff2-405d-8acb-8346a036114f,"Реконструкция фабрики обогатительной цветных металлов ""Дуэтская"" в Усть-Майском улусе Республики Саха (Якутия)","Заводы, фабрики, индустриальные парки"
09c1634b-367c-4953-a6a4-50fc8ec04510,"ПРОЕКТ УВЕЛИЧЕНИЯ ОБЪЁМА ПЕРЕРАБОТКИ ГОРНО-ОБОГАТИТЕЛЬНОГО КОМБИНАТА ""ГРОСС"" ДО 26 МЛН ТОНН РУДЫ В ГОД. 2 ЭТАП СТРОИТЕЛЬСТВА","Заводы, фабрики, индустриальные парки"
09cc3815-48e8-4b45-aa90-22137cdcad46,Черногорский горно-обогатительный комбинат (ГОК). Очередь 1. Вскрытие и отработка запасов Черногорского месторождения. Горно-обогатительный комплекс.,"Заводы, фабрики, индустриальные парки"
0a97e247-c139-4032-9ccc-546a10de614f,"""Производственная база по хранению и фасовке песка по адресу: ул. Дачная, 84 в г. Таганроге""","Заводы, фабрики, индустриальные парки"
0afe4e5c-6234-43c3-afad-b4a032a0f3a0,Завод по производству бетонных изделий,"Заводы, фабрики, индустриальные парки"
0b1cd40f-9c51-47b9-b9cb-6529817d9a56,Производственная база в станице Раевская на земельном участке с кадастровым номером 23:47:0103001:1252. Корректировка 1,"Заводы, фабрики, индустриальные парки"
0b21559d-8b20-421a-a974-7edff3a0a172,Реконструкция производственной базы ПРЭС,"Заводы, фабрики, индустриальные парки"
0b28a466-3f74-4864-94c0-9e157054259a,"""Завод для производства комбикормов"" по адресу: Архангельская область, Вельский район, муниципальное образование Пежемское, д. Боровинка","Заводы, фабрики, индустриальные парки"
0b31a4b9-ee69-4384-9d1d-b49b2169e174,"Строительство объектов энергетики и иной инфраструктуры для завода по производству графитированных электродов в г. Омске, Россия","Заводы, фабрики, индустриальные парки"
0b3688f5-9173-4d9e-9d4a-b86bbc386ffc,Производство цетаноповышающей присадки для дизельных топлив.,"Заводы, фабрики, индустриальные парки"
0b8a6c94-3a22-480b-a461-4e3d95d1c3f8,"""Строительство маслоэкстракционного завода по переработке семян подсолнечника с мощностью 2 000 тн сырья в сутки""","Заводы, фабрики, индустриальные парки"
0bbc7f24-efe2-43e5-8b62-f0a776c1f5d2,"""Производственно-логистический комплекс ООО ""Курскагротерминал"". Маслоэкстракционный завод КАТ2 по переработке масличных культур, расположенный на территории Касторенского района Курской области.""","Заводы, фабрики, индустриальные парки"
0bf619fd-8ebb-453d-a341-a5b6c0efaec6,"Производственный комплекс площадью 20 000 квадратных метров на территории индустриального парка ""Уфимский"" в муниципальном районе Уфимский район Республики Башкортостан","Заводы, фабрики, индустриальные парки"
0c148480-d98f-419b-9d8e-1be81c47d836,"Строительство производственного комплекса на территории площадки №3 ОЭЗ ППТ ""Алга"" в Стерлитамакском районе Республики Башкортостан","Заводы, фабрики, индустриальные парки"
0c772ebe-4a23-4bfc-9a0c-665c2270702f,"Предприятие по выращиванию грибов (вешенок) по адресу: Курская область, Октябрьский район, Лобазовский сельсовет, с. Журавлино","Заводы, фабрики, индустриальные парки"
0ccfd11a-d044-474f-b82e-c41674e03dee,Производство калиевой селитры до 100 000 тонн/год и побочного продукта NaCl до 50 000 тонн/год,"Заводы, фабрики, индустриальные парки"
0d052d33-4792-440d-a7aa-69fa9606c5d6,"""Производственный комплекс по глубокой переработке кукурузного зерна производительностью 1250т/сутки с получением крахмала и крахмалосодержащих продуктов.""","Заводы, фабрики, индустриальные парки"
0d2de534-5fa1-4a47-b3a0-0467b84fabc6,"Производственный комплекс по адресу г. Челябинск, ул. Радонежская, 19","Заводы, фабрики, индустриальные парки"
0da596c6-dc61-4aba-b514-1425f3329cdc,"""Горно-обогатительный комбинат (ГОК) ""Светловский"". Этап 3. Объекты инфраструктуры горноперерабатывающего комплекса","Заводы, фабрики, индустриальные парки"
0e2ff48e-72d1-44f6-a25b-8553ae62e1ba,"Реконструкция производственного комплекса ""Смоленский ДОК"" в пос. Пронино, 430 км под производство фанеры","Заводы, фабрики, индустриальные парки"
0e5c090c-f873-42ce-9533-41d05066104c,Комбикормовый завод производительностью 10 т/ч с элеваторным комплекс на 50 тыс. тонн хранения зерна в р.п. Вешкайма Ульяновской области,"Заводы, фабрики, индустриальные парки"
0e5edc4b-12b3-478f-a095-d87a45b2164c,"Завод для производства химических веществ (отечественных алюмооксидных катализаторов и адсорбентов) с инженерными коммуникациями. Ярославская область, р-н Тутаевский, г. Тутаев, в районе базы СУ-1 ОАО ""ТМЗ""","Заводы, фабрики, индустриальные парки"
0e80cf9e-08f1-4f4c-8c7e-7e76476a30d3,"АО ""Уральская Сталь"". <%>Комплекс по производству бесшовных труб","Заводы, фабрики, индустриальные парки"
0eafb1cb-6c6c-4c92-91bd-29aa15d71458,"""Завод по производству профилей ПВХ по адресу Прикубанский внутригородской округ, Ростовское Шоссе, 22 в г. Краснодаре"". Корректировка 2","Заводы, фабрики, индустриальные парки"
0f42b2d8-3975-4ef1-a035-de3e7ce5ad1d,"""Производственно-логистический комплекс ООО «Курскагротерминал». Маслоэкстракционный завод КАТ2 по переработке масличных культур, расположенный на территории Касторенского района Курской области.""","Заводы, фабрики, индустриальные парки"
0f87686b-5fe7-4494-9ca8-70e89727b1dc,"Завод механической обработки по адресу: г. Новокузнецк, ул. Автотранспортная, 43. Реконструкция. 1 этап","Заводы, фабрики, индустриальные парки"
0fb6bc32-f772-4a0b-bfae-c16489007970,"""Комбикормовый завод. Производительность 5-7 т/ч"" расположенный по адресу: Вологодская область, Шекснинский район, вблизи с.Чаромское","Заводы, фабрики, индустриальные парки"
0fba949c-c56f-4664-9329-a97802530a1b,"Трикотажное производство ""Жакот"" примыкающее к территории Ивантеевской тонкосуконной фабрики","Заводы, фабрики, индустриальные парки"
10735085-d67d-4bdf-b873-45e12c4d17c9,Туганский горно-обогатительный комбинат производственной мощностью 575 тыс. тонн в год (1 этап). Обогатительная фабрика,"Заводы, фабрики, индустриальные парки"
1094cbd2-4008-46d5-ad4d-c45bcc9eee71,"""Строительство производственного комплекса по холодному отжиму и глубокой переработке растительных масличных культур"" по адресу: Тульская область, Узловский район, Особая экономическая зона промышленно-производственного типа ""Узловая""","Заводы, фабрики, индустриальные парки"
10af6eb6-da91-4ff5-aee1-ba770dad9a73,"""Комбикормовый завод по производству рассыпных кормов производительностью 30т/час и гранулированных кормов производительностью 15т/час"".","Заводы, фабрики, индустриальные парки"
112a8cec-9db4-4a67-b7bc-2d4527fb95b6,"Строительство производственного комплекса по выпуску специальной техники на территории индустриального парка ""Уфимский"" в муниципальном районе Уфимский район Республики Башкортостан. 1 этап строительства","Заводы, фабрики, индустриальные парки"
1174b642-55b0-4109-9b54-3b2dcb8cb203,"Завод по производству бумаги санитарно-гигиенического назначения и продукции из нее ООО ""Архбум тиссью групп"". Третий этап развития завода, Блок Е2, Блок D2","Заводы, фабрики, индустриальные парки"
118757c2-2143-4403-b7de-a8f1594ce0d6,Завод по производству товаров бытовой химии из готовых исходных продуктов,"Заводы, фабрики, индустриальные парки"
11ca95d2-3989-4c0f-bd7c-a41179bc99bd,"""Завод по производству гофрокартона в г.Лермонтове""","Заводы, фабрики, индустриальные парки"
1209882a-9a2a-44ff-bc02-38bd312b41c6,"Завод по производству спецтехники, навесного и рабочего оборудования по адресу: Ивановская область, г. Иваново, ул. Пограничника Рыжикова, земельный участок с кадастровым номером 37:24:020561:772","Заводы, фабрики, индустриальные парки"
123dd142-e39b-427b-83e0-f744885a0304,"""Производство гибкой упаковки"" по адресу: РФ, РТ, Нижнекамский муниципальный район, МО ""г Нижнекамск"", г. Нижнекамск, территория промышленного парка г. Нижнекамск РТ, участок с кадастровым номером 16:30:011403:46","Заводы, фабрики, индустриальные парки"
12782c28-96b8-4a65-9dc7-3ddcda7277fc,"Проектирование объекта капитального строительства ""Производственный комплекс"" по адресу: Российская Федерация, Санкт-Петербург, внутригородское муниципальное образование Санкт-Петербурга муниципальный округ Коломяги, территория особой экономической зоны, земельный участок 49, (Новоорловская) (кадастровый номер 78:34:0004270:12223)","Заводы, фабрики, индустриальные парки"
127860c4-67d0-4304-9607-f204cac7760a,"Реконструкция завода по производству замороженных полуфабрикатов из мяса птицы ООО ""Компас Фудс"". Корректировка","Заводы, фабрики, индустриальные парки"
128c9868-1c3d-4c3c-a507-afd7d621ca73,Завод по производству шприцов одноразовых инъекционных.,"Заводы, фабрики, индустриальные парки"
12c8b9ea-9a96-438c-91d1-409f35aad278,"Маслоэкстракционный завод с элеватором, расположенный по адресу: Нижегородская область, муниципальный район, городское поселение город Володарск, ул. Совхозная, земельный участок 16Б","Заводы, фабрики, индустриальные парки"
12fcdf3d-a2b2-4be3-b6ca-b4000774937e,"Реконструкция и техническое перевооружение производственной базы для изготовления крупногабаритных листовых деталей Публичного акционерного общества ""Туполев"", г. Казань, Республика Татарстан","Заводы, фабрики, индустриальные парки"
132aca18-0016-47b6-ab31-ccd8394f847a,"Строительство завода ООО ""ПРОМЕТ-СЭЗ"" по производству металлической мебели, расположенного на территории ОЭЗ ППТ ""Узловая"". ( 2 - очередь строительства)","Заводы, фабрики, индустриальные парки"
13350780-482d-44de-8757-4ab58ceaf5a7,Логистический комплекс в составе Промышленно-логистического парка,"Заводы, фабрики, индустриальные парки"
13737c3a-322c-4f5f-a90d-58fa372eac03,"Завод по производству мучных смесей, расположенный по адресу: Владимирская область, Собинский район, МО Воршинское (сельское поселение), в 100 метрах западнее села Ворша, на земельном участке с кадастровым номером 33:12:011101:823. Корректировка-2","Заводы, фабрики, индустриальные парки"
14cc14d4-3e16-43d9-a285-b91c2cf223e3,"""Производство микронизированных силикагелей и стабильных силиказолей"" Нижегородская область, г. Дзержинск, ОЭЗ ""Кулибин""","Заводы, фабрики, индустриальные парки"
15148fef-6b57-43e1-a5ae-1a28cf850bc7,"""Завод по производству газосиликатных блоков производительностью 1500м3 в сутки в Республике Крым, г. Симферополь, ул. Жени Дерюгиной""","Заводы, фабрики, индустриальные парки"
154f5af0-ec03-469d-9b9a-345d241caee5,"""Черногорский горно-обогатительный комбинат (ГОК). Очередь 1. Вскрытие и отработка запасов Черногорского месторождения. Горно-обогатительный комплекс""","Заводы, фабрики, индустриальные парки"
156533f3-81d9-46b6-b89d-6655cad5181a,Производство стальной футеровки,"Заводы, фабрики, индустриальные парки"
157a1838-2a3b-4292-bc9d-bd471cd76dba,Производственный комплекс по производству лимонной кислоты объёмом 10 000 тонн в год в п.г.т. Анна,"Заводы, фабрики, индустриальные парки"
163698ec-1771-4ff5-acf5-66b1df2c5368,Строительство обогатительного комплекса для переработки цинковых и медно-цинковых руд,"Заводы, фабрики, индустриальные парки"
16ff5d7e-f478-4b1f-8c77-9048db0b8533,"Производственный комплекс по адресу: Московская область, городской округ Подольск, д. Матвеевское, ул. Оборонная, д.6","Заводы, фабрики, индустриальные парки"
179ac306-8c58-4b35-ab2c-d910d03688fd,"""Реконструкция и техническое перевооружение производственной базы АО ""Пермский завод ""Машиностроитель""","Заводы, фабрики, индустриальные парки"
18cc4348-1d97-4729-bb73-b9c221d2e34e,"Строительство комплекса по производству и хранению зерновых, бобовых, крупяных, технических, многолетних и кормовых однолетних семян сельскохозяйственных культур, расположенного по адресу: Самарская область, Красноармейский район, деревня Арсентьевка","Заводы, фабрики, индустриальные парки"
18ea4481-f967-42b2-9f4e-3c923ee4ea78,"Производственный комплекс по адресу: Владимирская область, р-н Вязниковский, МО город Вязники (городское поселение), северо-восточнее п Нововязники, кадастровый номер 33:08:090310:507","Заводы, фабрики, индустриальные парки"
1a331a7b-9255-4501-a1aa-70494ebaba09,Погрузочный комплекс обогатительных фабрик №2 и №3 участок №2,"Заводы, фабрики, индустриальные парки"
1a557b9c-b40f-4cde-8880-412e9328ed25,"Строительство завода по производству современных кровельных и гидроизоляционных полимерных материалов, расположенного по адресу: Свердловская область, г. Невьянск, пос. Вересковый, земельный участок кадастровым номером 66:15:0101006:169","Заводы, фабрики, индустриальные парки"
1a913c10-baba-4666-b3d1-d82eb18e8967,"""Кондитерская фабрика"", расположенная по адресу Курская область, Курский район, Щетинский сельсовет, п. Юбилейный, ЗУ 46:11:212114:270","Заводы, фабрики, индустриальные парки"
1aa178ee-21bb-4297-8472-8091f633ec98,"Кондитерская фабрика по адресу: Калужская область, Боровский район, ОПХ ""Ермолино""","Заводы, фабрики, индустриальные парки"
1ac5f9c5-760e-4d5d-8b51-532410938ef1,"Строительство завода по производству машин и оборудования для послеуборочной обработки зерна на территории индустриального парка ""Уфимский"" в муниципальном районе Уфимский район Республики Башкортостан","Заводы, фабрики, индустриальные парки"
1b0c4a11-b68c-45d6-95ad-66d5a1d5d372,"Строительство производственной базы для изготовления железобетонной обделки, расположенной по адресу: Московская область, Рузский район р.п. Тучково, ул. Технологический проезд, д. 5","Заводы, фабрики, индустриальные парки"
