Идентификатор,"Наименование и адрес (местоположение) объекта капитального строительства, применительно к которому подготовлена проектная документация",Расчетный тип объекта
06a1cbc2-922b-4e56-9166-5e1e664a53cf,"Камера пуска СОД на 117 км МН ""Холмогоры - Западный Сургут"". Сургутское УМН. Строительство",Нефтепроводы
06d3cd59-365f-4c49-aa65-d1a9d95178cd,"""Цех №47. Товарно-сырьевое производство. Строительство надземного нефтепровода парков сырой нефти"".",Нефтепроводы
06f7e754-130e-4f3b-8256-33d3d5658206,"""Трубопроводы Толумского месторождения"". Реконструкция.",Нефтепроводы
07b9ce6b-1bb1-4317-ad19-03a271379bb5,"""Магистральный нефтепровод ""Ухта-Ярославль"" (линейная часть). Замена трубы Ду 800 мм на переходе через малый водоток р. Вопра, 805 км. Реконструкция""",Нефтепроводы
08eefdc4-56f0-46bf-a1c4-ec54e6d249fb,"Магистральный нефтепровод ""Самотлор-Александровское"" Камера приёма СОД км.47. Нижневартовское УМН. Реконструкция",Нефтепроводы
095143b8-856d-44c5-bfcb-e287f65eeeca,"Магистральный нефтепровод ""Нижневартовск-Курган-Куйбышев"" Ду1200 ППМН p. Большой Кинель (основная нитка), 2074 км. Бугурусланское РНУ. Реконструкция",Нефтепроводы
09561173-0e9a-4820-b23f-c14ac40c4e7e,"Магистральный нефтепродуктопровод ""Омск-Сокур"". Замена трубы на участке ""Чулым-Сокур"" 545,4-574,6 км. Новосибирское РНУ. Реконструкция",Нефтепроводы
0a6e7eff-9f31-400a-9af7-4b7b7a117265,"Магистральный нефтепровод Сургут-Полоцк, d=1220мм, участок 1092-1189 км. В том числе Дюкерный водный переход ч/з р. Чусовая, 1116 км. Замена трубы через р. Чусовая на 1116 км, основная нитка, Ду-1200мм. Реконструкция",Нефтепроводы
0b4f81fd-2c04-460a-a749-5a344dcacab1,"Трубопроводы Мамонтовского региона, целевой программы строительства 2021 - 2022г.г. третья очередь",Нефтепроводы
0c29312f-8b3d-4abb-8cc6-104421a3a973,"""Нефтепровод напорный т.вр.ДНС-2 Новогоднего-ЦППН №3 Вынгапуровского м/р вторая нитка. Нефтепровод напорный УПСВГ-1 Западно-Ноябрьского м/р-УПСВГ-1 Средне-Итурского м/р""",Нефтепроводы
0c7d08c9-3978-47a7-aeae-e6e3c27b3ad4,СТРОИТЕЛЬСТВО И РЕКОНСТРУКЦИЯ ТРУБОПРОВОДОВ КЫРТАЕЛЬСКОГО НЕФТЯНОГО МЕСТОРОЖДЕНИЯ (6 ОЧЕРЕДЬ),Нефтепроводы
0cb028cb-619e-4ea8-819e-f8869d85ad22,"МН ""Ярославль-Москва"" DN700, 25,9-77,5 км. ЯРНУ. Реконструкция",Нефтепроводы
0cf46f4d-176d-4738-b95c-9df68f7e7f08,"Лупинг Ду1000 МН ""Сургут-Полоцк"" 2153-2167 км. Реконструкция",Нефтепроводы
0d9ece64-18a8-4482-ad8c-177d3da5725f,"Магистральный нефтепродуктопровод ""Андреевка-Альметьевск"" (участок ""Субханкулово-Альметьевск""), реконструкция УЗА на 88 км, 89,8 км МНПП ""Набережные Челны-Альметьевск"" Ду500, 143,5 км, 145,3 км МНПП ""Субханкулово-Альметьевск"" Ду350. АРНУ. Реконструкция",Нефтепроводы
0dd18c87-4535-4784-9625-122f3959738c,"Замена камеры СОД полевого изготовления на 84 км МН ""Жирновск-Волгоград"" Ду-500 (пуск) на заводское исполнение. Волгоградское РНУ. Реконструкция",Нефтепроводы
0dee0995-7bd8-44c1-8973-c5bd40b31e2f,"МН ""Альметьевск - Горький 3"", участок Тиньговатово - Горький 3. 550,6км - 552,1км, 553,6км - 554,7км, 556,9км - 559,1км. Реконструкция",Нефтепроводы
0e215084-919e-42c7-a81d-3de2b7d79048,"""Реконструкция трубопроводов Тобойского месторождения (2023г.)""",Нефтепроводы
0e61b9cb-71ae-424c-b726-68cd88bac2e3,"Магистральный нефтепровод ""Куйбышев-Тихорецк"". Участок 1094,1 км - 1094,7 км, 1098,6 км - 1102,7 км, 1104,3 км - 1104,4 км, Ду-800. Волгоградское РНУ. Реконструкция",Нефтепроводы
0e78d265-6f54-4c55-a6f4-cbe33427ef1c,"""Реконструкция трубопроводов Северо-Кожвинского нефтяного месторождения""",Нефтепроводы
0ecce8ad-867b-49ef-b970-a07282fe19b3,"МН ""Ярославль-Москва"" DN700, 16-24,2 км. ЯРНУ. Реконструкция.",Нефтепроводы
0ee04672-b75f-48ac-97d1-0b4459be1987,"ТС ""ВСТО-II"". Резервная нитка ППМН через р.Б.Уссурка",Нефтепроводы
0f1506a0-cf3c-4436-9aef-c2fadd326db9,"Замена камеры СОД полевого изготовления на 2077 км МН ""НКК"" Ду-1200 (прием, пуск) на заводское исполнение. Бугурусланское РНУ. Реконструкция",Нефтепроводы
0f8d640a-116b-4977-b3ca-b0c26b412703,"""Реконструкция трубопроводов Кокуйского месторождения (2024г.)""",Нефтепроводы
0fb3825f-91af-4090-bce0-a5520e604142,Строительство Суторминского месторождения. Трубопроводы нефтегазосборные.,Нефтепроводы
0fc395a4-fb22-4fda-8df5-622e4cc89fae,РЕКОНСТРУКЦИЯ НЕФТЕПРОВОДОВ ЮЖНО-НИЗЕВОГО НЕФТЯНОГО МЕСТОРОЖДЕНИЯ (2 ОЧЕРЕДЬ),Нефтепроводы
10d73f70-4ad7-4fcc-9807-173f7879d391,Трубопроводы Локосовского нефтяного месторождения. 23 очередь,Нефтепроводы
10e989f4-efbe-4e2f-8904-cfd9c0113ba5,"""Трубопроводы Мансингьянского месторождения"". Реконструкция",Нефтепроводы
11561d24-facb-4b2a-92a2-ecdd290287b8,Магистральный нефтепровод «Ухта-Ярославль» (линейная часть). Замена трубы на участке 517-544 км. Реконструкция,Нефтепроводы
11d3d50c-609c-4c55-bd40-9b679968df44,"Магистральный нефтепровод ""Куйбышев-Тихорецк"". 1162 км., р. Сандата, ППМН (резервная нитка), Ду800. Волгоградское РНУ. Реконструкция",Нефтепроводы
12b937a9-6ded-4ee7-89ff-834deeac87cd,"Камера приема СОД МН ""Куйбышев-Тихорецк"" лупинг Ду800 на 159 км. Самарское РНУ. Строительство",Нефтепроводы
12ed2b9c-f5ad-4ce5-a7e0-1090b2d1e01c,"Резервная нитка магистрального нефтепровода ""Усть-Балык-Нижневартовск"" 0 км-87 км. Ду 1000. Замена трубы на участке 74,1 км. Малый водоток через ручей. Нижневартовское УМН. Реконструкция",Нефтепроводы
1378e17c-eed7-4db9-8ce4-de1d6dce3c5d,"Магистральный нефтепровод ""Нижневартовск-Курган-Куйбышев"" 2108,55 км DN1200 руч. Среднее Аверкино (основная нитка). Бугурусланское РНУ. Реконструкция",Нефтепроводы
13b5c768-a3e8-4eb5-ba0c-88c556b30a7f,"Группа напорных нефтепроводов Соровской, Чупальской группы месторождений. 3 этап",Нефтепроводы
13c5de9b-969f-48e5-9976-51fef072b171,"Магистральный нефтепродуктопровод ""Омск-Сокур"". Замена трубы на участке ""Чулым-Сокур"" 605.4 - 625.8 км. Новосибирское РНУ. Реконструкция",Нефтепроводы
151d7025-8061-4d0d-b6fd-6f6523783910,"ППМНПП Уфа-Западное направление, р. Цна, 1176 км. Основная и резервная нитки. Реконструкция",Нефтепроводы
155afbbc-5c06-47ec-bd75-f572033b8bbd,"Нефтепровод Хохряковское ЦПС-Тюменская ЦПС основная нитка Камера пуска СОД, 0 км, Ду500. Нижневартовское УМН. Реконструкция",Нефтепроводы
15602cdf-fcc3-4b78-a6a0-07e212d0183c,"МНПП ""Новки-Рязань"". Участок 0-235 км. Замена линейных задвижек. Реконструкция",Нефтепроводы
15cff54e-1d91-4b0b-b8aa-96ff4cdf196d,МН Горький - Новки. 0 км - 6км. Реконструкция,Нефтепроводы
165a8d62-b26e-4ab8-8826-ebef2b7acae5,"Участок магистрального нефтепровода ""Сургут-Полоцк"" 712 км-767 км. Замена трубы на участке 712-729 км. Урайское УМН. Реконструкция",Нефтепроводы
167f6d73-6d4d-4346-a1c3-0a14e36065fe,"Магистральный нефтепровод ""Ухта-Ярославль"" (линейная часть). Замена трубы на ППМН через р. С. Двина 492-493,56 км, Ду 800 мм (основная нитка). Реконструкция",Нефтепроводы
16bad588-63db-45be-93e3-6ca7613c945f,"""Реконструкция водного перехода напорного нефтепровода ЦПС до точки подключения 117 км магистрального нефтепровода ""Холмогоры-Западный Сургут"" Тевлинско-Русскинского месторождения""",Нефтепроводы
17518209-e76a-4e56-a3b3-b2456e55c3a6,СТРОИТЕЛЬСТВО И РЕКОНСТРУКЦИЯ ТРУБОПРОВОДОВ КЫРТАЕЛЬСКОГО НЕФТЯНОГО МЕСТОРОЖДЕНИЯ (6 ОЧЕРЕДЬ),Нефтепроводы
179c33bc-54b7-4402-a385-8cca51cd9b8b,"ППМН Пермь-Альметьевск через р. Белая на 282 км, резервная нитка Ду-1000, ПРНУ, АРНУ. Реконструкция",Нефтепроводы
184d6f2d-9e4b-43a2-9444-53118324d07c,"Замена технологических трубопроводов ЛПДС ""Платина-1"" МН ""Сургут-Полоцк"", ПРНУ. Реконструкция",Нефтепроводы
18566d97-3d94-44d8-9fd5-973bd192cfcd,"МНПП ""Уфа-Петропавловск"" Ду 500, участок 596км - 558км (38 км. ТОН-1). Реконструкция",Нефтепроводы
18858cb9-c01d-44ba-9665-db6cc5f868f2,"Нефтепровод ""АГЗУ №3а - ОЗНА №2"".",Нефтепроводы
18dfb6ea-a2ac-4f35-9fb0-94a93b8902f6,"Магистральный нефтепровод ""Нижневартовск-Курган-Куйбышев"" Челябинское НУ. Замена участка 1368,0 - 1373,5 км, Еткуль - Бердяуш, DN1200. Реконструкция",Нефтепроводы
1929f102-6886-4fbf-94f2-b97b7f02c4a5,"МН ""Усть-Балык-Курган-Уфа-Альметьевск"" ДУ 1200. Замена трубы на участке 415 - 424 км (выкид НПС Аремзяны). Тобольское УМН. Реконструкция",Нефтепроводы
19dc36e5-1139-4ff9-8d97-a0d2bfce64b7,"Магистральный нефтепродуктопровод ""Омск-Сокур"". Замена трубы на участке ""Чулым-Сокур"" 574.6 - 605.4 км. Новосибирское РНУ. Реконструкция",Нефтепроводы
19eea2e8-d5fa-419b-a48c-99ec6b3e6c97,"МТ ""Уфа - Западное Направление"", участок ""Пенза-Соседка"", Dn 530, 1084,4-1089,9 км. Реконструкция",Нефтепроводы
1ab7b35e-474f-4165-a7c5-f4c2408e06c7,"Магистральный нефтепровод Холмогоры-Клин, d=1220мм, участок 1739-1777,5 км. Замена трубы, р. Чаня, 1758,6 км, УРНУ. Реконструкция.",Нефтепроводы
1b200684-26be-4319-8cc8-3b0060b764cf,Трубопроводы Карамовского и Вынгаяхинского месторождений.,Нефтепроводы
1b3d6460-4ea6-446a-90b7-c7436bd55050,МН ХК. Ду 1200. Основная нитка. Замена трубы на участке 327 км. ППМТ р. Обь. Нефтеюганское УМН. Реконструкция.,Нефтепроводы
1c4ce77b-5669-4800-b957-2672530fe91b,"Магистральный нефтепровод Сургут-Полоцк, d=1220 мм, участок 1189-1237 км и Подводный переход магистрального нефтепровода Сургут-Полоцк через р.Сылва d=1220 мм, участок 1189-1191км. Замена ППМН через р.Сылва на 1189 км, Д-1220 мм, рез. нитка. ПРНУ. Реконструкция",Нефтепроводы
1c56331f-09c2-4609-9224-dc5b3b90657d,"""Трубопроводы Потанай-Картопьинского месторождения"". Реконструкция",Нефтепроводы
1d0cacaf-acb5-49e3-8ac8-074575075fbf,"""РЕКОНСТРУКЦИЯ ПЕРЕХОДОВ ЧЕРЕЗ ВОДНЫЕ ПРЕГРАДЫ МЕЖПРОМЫСЛОВОГО НЕФТЕПРОВОДА ЦПС ЮЖНО-ШАПКИНСКОГО - ТЕРМИНАЛ ХАРЬЯГА""",Нефтепроводы
1dd21094-5a5f-4f0a-95ad-063c8cc100b6,"""Трубопроводы Северо-Даниловского месторождения"". Реконструкция",Нефтепроводы
1e0bf94b-239c-43a4-8118-5e6c58cae838,"Замена перехода МНПП ""Горький-Рязань-2"" через малый водоток р.Каршонка (136,6км). Реконструкция",Нефтепроводы
1e4c93e9-0adf-41da-b782-a5b0345b024a,"Магистральный трубопровод ""Тихорецк-Новороссийск II"", участок ""Тихорецк-Грушовая"". Замена трубы: 89,9-90,7 км, р. Кирпили, ППМН 105,0-105,60 км, р. Кочеты, ППМН DN 800. КРУМН. Реконструкция",Нефтепроводы
1e66ff99-70d9-4445-95af-12d333dbacb3,"Участок магистрального нефтепровода ""Красноленинск-Шаим-Конда"" 243-345 км. Замена трубы на участке 318,9-330,8 км. Ду-800 мм. Урайское УМН. Реконструкция",Нефтепроводы
1f6bd3f1-0d0d-4736-9f9c-f0f8ea8f3d53,"ППМН Пермь-Альметьевск через р. Белая на 282 км, резервная нитка Ду-1000, ПРНУ, АРНУ. Реконструкция",Нефтепроводы
1fdd04da-3083-4b76-9866-a90161870bb5,"""Трубопроводы Повховского лицензионного участка"".",Нефтепроводы
20450d58-e19b-435d-ac8d-8a92eeecc72d,"МН ""Тихорецк-Новороссийск-3"" DN700. КРУМН. Реконструкция. 1 этап",Нефтепроводы
205d7df8-d08f-4dd0-9be8-9baa377b0128,"""Трубопроводы Правдинского региона, целевой программы строительства 2020-2022г.г., четвертая очередь""",Нефтепроводы
20daccd8-bd40-46f6-a1d4-9eea57553364,"Трубопроводы Мамонтовского региона, целевой программы строительства 2021 - 2022гг. четвертая очередь",Нефтепроводы
221dfe9b-be11-4f3f-be63-0c7c48693c57,"""Реконструкция трубопроводов Уньвинского месторождения (2023-2025 гг.)""",Нефтепроводы
223abe29-59b5-4821-8149-eb0825872a0a,"""Реконструкция трубопроводов Баклановского месторождения (2024г)""",Нефтепроводы
22a5cfb6-8688-47a8-aa2e-c0c6c01be5e6,"""Строительство и реконструкция трубопроводов Москудьинского месторождения (2023г.)"" 2 этап. Строительство""",Нефтепроводы
22c25f6d-e0ea-407e-8c7b-473981a13fc8,"МНПП Рязань - Тула - Орел, участок Плавск - Стальной Конь. 327,7км - 330,9км. Реконструкция",Нефтепроводы
24be9995-4358-4d12-ac5c-274ed6f858ad,"Замена камеры СОД полевого изготовления на 0 км МН ""Кузьмичи - Волгоградский НПЗ"" Ду-500 (пуск) на заводское исполнение. Волгоградское РНУ. Реконструкция",Нефтепроводы
258db2de-e869-4d32-b265-0f9a686b039c,"Магистральный нефтепровод Сургут-Полоцк, d=1020 мм, участок 1492-1530,5 км. Замена трубы, р. Жайгилка, 1505 км, УРНУ. Реконструкция",Нефтепроводы
26079033-e6b4-478f-a299-eb707b7f1727,"МНПП Рязань-Москва линия ТС 90 км, основная нитка ПП р.Ока. Замены трубы. Реконструкция",Нефтепроводы
26302bdb-f50e-43bc-9457-31c1a8eae023,"""Нефтепровод от т.вр.ДНС-1 М-Тетер.м/р до ЦПСг.Урай, инв.№24037242"". 1 очередь",Нефтепроводы
263c6c15-47ba-4bf4-88dc-cad5a3c7c729,"""Реконструкция трубопроводов Гондыревского месторождения (2023г.)""",Нефтепроводы
269674fd-cc85-43a7-aecf-4485973a5a82,"""Реконструкция напорного нефтепровода ""ЦППС Никольская - ГС Покровские-2ая"" (ПК 77+30 - ПК 83+37), Сорочинско-Никольского м/р""",Нефтепроводы
26a3c27f-fb57-47f2-90c7-5d6a7a4e52c2,"Магистральный нефтепровод ""Александровское - Анжеро-Судженск"" 260-790. Замена трубы на участке 710 км - 724 км (основная нитка). Томское РНУ. Реконструкция",Нефтепроводы
26f4ac6a-e8cd-46b0-b5d3-91ca7b061c51,"Кольцевой МНПП линия АБ, ДТ, ТС, 114 км, ППМНПП р. Истра. Замена трубы. Реконструкция. II этап",Нефтепроводы
27307f29-0b61-476d-9419-abd396fe8ee9,"Магистральный нефтепровод Альметьевск-Горький-3, d=1020мм, участок 97-135 км. Замена участка на 132,14-133,19 км, Ду-1000, РРНУ. Реконструкция",Нефтепроводы
2764aa9b-07d5-4879-9dc0-c9cbb9cb6b6f,"Магистральный нефтепровод ""Александровское - Анжеро - Судженск"" 0-790. Участок км 428-км 455 (инв. №500102). Замена трубы на ППМН оз. Долгое км 438,84-км 439,68 (пойма) км 442,19-км 444,09 ППМН р. Шуделька км 444,39-км 452,69 км 452,82-км 453,43 (пойма, в т.ч. ППМН р. Мальцев Исток км 444), (рез.нитка), Ду 1000. Реконструкция",Нефтепроводы
27823e13-233a-4ddb-bdc1-dc4289df8675,"""Напорный нефтепровод Коч (т.вр.21)-т.вр.17 (уч-к: т.вр.22-т.вр.17) Кочевского месторождения""",Нефтепроводы
278cb6db-bbcd-4bd4-a286-1fb3b7073876,"Замена участка МН Сургут-Полоцк, Ду 1000, ПП р. Волга 2050-2054 км",Нефтепроводы
2790a21a-3da2-41e1-b529-ace343546036,"ППМНПП ""Ярославль-Приморск 2"", DN 700, через р. Пчевжа, км 486. ЛРНУ. Реконструкция",Нефтепроводы
27a55487-1893-4821-ae1c-522326b3dd41,"Замена участка МН Сургут-Полоцк, Ду 1000, ПП р. Волга 2050-2054 км",Нефтепроводы
286b0c41-ddb8-465f-8ce2-1a1a95e4ae95,"Замена участка МН НКК, Еткуль-Бердяуш, Ду1200, 1494,63 - 1498 км, Челябинское НУ. Реконструкция",Нефтепроводы
287db748-cc30-41a1-90e7-8dde96a5e1ea,"Магистральный нефтепровод ""Ухта-Ярославль"" (линейная часть). Замена трубы на ППМН через р. Вычегда 307,19-310,43 км, Ду 800 мм (резервная нитка). Реконструкция",Нефтепроводы
28d67700-dcf9-49fb-8361-53e319f71111,"""Реконструкция нефтепроводов ""АГЗУ-1163(К2) - т.вр. 10 кол"", ""АГЗУ-1168(К10) - т.вр. 18 (кол.)"" Сибирского месторождения""",Нефтепроводы
28def880-c826-4801-bd8b-e47c2f00ad6e,"Магистральный нефтепровод Усть-Балык-Курган-Уфа-Альметьевск, d=1220 мм, участок р.Ик-Калейкино,участок 1736-1755,2км, 1755,2-1797,5 км. Замена основной нитки подводного перехода через р. Ик Ду1200, перенос узлов КПП СОД резервной нитки на 1737 км, Ду1000, с удлинением резервной нитки на 2,7 км. Реконструкция",Нефтепроводы
