Идентификатор,"Наименование и адрес (местоположение) объекта капитального строительства, применительно к которому подготовлена проектная документация",Расчетный тип объекта
00388100-e6d1-48c2-893b-71e80944f98f,"Реконструкция улицы Строителей от ул. Октябрьская до ул. Школьная в п. Новый, Тахтамукайского района, Республики Адыгея.",Автомобильные дороги
0039c071-a4a7-4983-9c56-ee26e5d5e732,"Строительство автомобильной дороги ""Самолшинский - Гущинский"" в Алексеевском муниципальном районе Волгоградской области",Автомобильные дороги
003b9418-fd26-48d3-8408-c65f2b885c63,"""Капитальный ремонт автомобильной дороги по пер. Шевченко в г. Пласт"", по адресу: 457020, Челябинская область, Пластовский район, г. Пласт, пер. Шевченко.",Автомобильные дороги
004173c2-1ae0-4f7c-a30f-c2b9abd781d6,"Строительство уличной дорожной сети в микрорайоне ""Майский"" (кадастровый квартал 53:22:0011901) в городе Боровичи Новгородской области",Автомобильные дороги
00499376-89c2-4177-b78d-d83d244aba8e,"""Реконструкция автодороги от Минского шоссе до Боровского шоссе (Внуковское шоссе)"". Этап 8.2. (корректировка)",Автомобильные дороги
0058747c-1c10-49bc-8b5b-f46de470ff35,"Автомобильная дорога ""г. Шахты - г. Цимлянск"" - х. Гапкин",Автомобильные дороги
005ae119-bdd8-4c8d-bae2-6d743de5f175,"""Устранение ""узких"" мест на основных направлениях транспортных коридоров в Московской агломерации. Строительство транспортной развязки на пересечении автодороги А-107 ""Московское малое кольцо"" Можайское - Волоколамское шоссе и А-113 строящейся Центральной кольцевой автомобильной дороги (Московской области) на ПК 304 пускового комплекса №5""",Автомобильные дороги
0068c78c-07d0-4b69-a5b7-e3510f1bf040,Проезд по ул. Интернациональная с. 1-е Выгорное Тимского района Курской области,Автомобильные дороги
006b0d6e-cffb-4e0e-92a6-a0c57c3a59bc,Реконструкция ул. Гагарина,Автомобильные дороги
006f0ce1-7125-410d-8d00-2be8d7e0e9c7,Капитальный ремонт автомобильной дороги по ул.Кутузова от ул. Азовской Флотилии до ул. Тамаровского,Автомобильные дороги
00761bc0-ac42-48e8-9fd5-54d20e29b133,"Капитальный ремонт автомобильной дороги общего пользования межмуниципального значения в Самарской области Подъезд к с. Большая Глушица на участке км 0+000 - км 1+446, расположенной в муниципальном районе Большеглушицкий",Автомобильные дороги
00774534-f1d6-4c38-b881-f37687b01ad6,Капитальный ремонт автомобильной дороги общего пользования местного значения в р.п. Ровное ул. Тополиная,Автомобильные дороги
00803f2b-f21c-4897-a9d0-86e20af2b61e,Ремонт существующей дорожно-уличной сети с асфальтобетонным покрытием населенных пунктов в Мензелинском муниципальном районе Республики Татарстан,Автомобильные дороги
0085b6f6-5930-4073-9802-fa203f8d9801,Строительство автомобильных дорог в микрорайонах Липово и Ольдеево города Новочебоксарска Чувашской Республики,Автомобильные дороги
00865a70-30d7-4269-a33a-bef65243e207,"""Капитальный ремонт автомобильной дороги по ул. З. Космодемьянской (от ул. Октябрьской до ул. Панченко) г. Черкесска, в рамках регионального проекта ""Дорожная сеть"" национального проекта ""Безопасные и качественные автомобильные дороги"".",Автомобильные дороги
008aaee8-ee86-43bd-956e-21ee5da0b37b,Автодорога в с. Липовчик и д. Волжанец Волжанского сельсовета Советского района Курской области,Автомобильные дороги
008e23d0-1d14-40e1-a99b-c192e0b44c0b,Разработка проектной документации на капитальный ремонт и содержание участка автомобильной дороги Сергиев Посад - Калязин - Рыбинск - Череповец с устройством автоматического пункта весового и габаритного контроля транспортных средств в Пошехонском муниципальном районе Ярославской области,Автомобильные дороги
008f2449-1f55-408f-8491-f96326bcba9a,Капитальный ремонт автомобильной дороги до деревни Замятино в городском округе Зарайск Московской области,Автомобильные дороги
0090f58b-1398-43c9-9dba-c5263f47b752,Капитальный ремонт дорожно-уличной сети с.Высокая Гора в Высокогорском муниципальном районе Республики Татарстан,Автомобильные дороги
009b0ad0-1ff7-4df9-97b0-c147bc82dd7c,"""Капитальный ремонт дороги ул. Айвазовская в с. Насыпное г. Феодосии""",Автомобильные дороги
009bd615-b4bc-420a-9fb7-559855f1a301,"Реконструкция дорожного покрытия ул. Полигонная, в с. Ташла, Ташлинского района, Оренбургской области (корректировка)",Автомобильные дороги
00adbca5-6633-4891-83c8-80154515b1fe,Строительство автомобильной дороги по ул. Крисанова от шоссе Космонавтов до ул. Пушкина,Автомобильные дороги
00adc64c-dded-46d0-af12-4a62c047bbaf,"Капитальный ремонт автомобильной дороги а/д Целеево-Парамоново-Дьяково км 3+870 лево, км 3+900 право. Устройство автобусных остановок и автопавильонов.",Автомобильные дороги
00afbb06-6700-4071-a205-4b0dd73d0f42,Строительство подъездов к лицею им.В.И.Долгих в городском округе Истра Московской области,Автомобильные дороги
00b586aa-1c27-4fac-9b70-37d22f251fc3,"""Ремонт автомобильной дороги общего пользования межмуниципального значения в Самарской области Богдановка - Зуевка - ""Самара - Оренбург"" на участке км 14+400 - км 28+400, расположенной в муниципальном районе Нефтегорский""",Автомобильные дороги
00b64fad-6b5a-4283-8eeb-8172a94a4bc2,Капитальный ремонт автомобильной дороги по ул. Парковая в с. Ивановка Оренбургского района Оренбургской области,Автомобильные дороги
00c13707-3bab-415d-92c5-df26135fd87a,Капитальный ремонт автомобильной дороги Гавриловка - Белогорск - Большая Борла км 0+150 Тереньгульского района Ульяновской области (водопропускная труба в с. Гавриловка),Автомобильные дороги
00cf68ea-249d-4f7e-8776-9c3d62e894f4,"""Строительство автомобильной дороги в жилом комплексе ""Союз"" от проезда Юрия Тена до улицы Лермонтова в г. Иркутск""",Автомобильные дороги
00d8e779-2c36-47db-9e83-ff3711007128,Капитальный ремонт участка автомобильной дороги по ул. Советской в р.п. Шилово Рязанской области.,Автомобильные дороги
00d9c587-345f-46a7-8e4c-0c876e367cef,"""Реконструкция автомобильной дороги по ул.Орджоникидзе от а/д Подъезд к г.Ставрополю от Р-217 ""Кавказ"" до участка км 1+700 в с.Надежда Шпаковского района Ставропольского края""",Автомобильные дороги
00db073a-076f-4f95-b087-7f41ef4d859a,"""Строительство автомобильной дороги общего пользования местного значения, проходящей по улице Номо-Оглобина в с. Шара-Тогот, Ольхонского района, Иркутской области""",Автомобильные дороги
00e92a65-cb08-469a-8b43-abe86dab39fc,Капитальный ремонт существующей дорожно-уличной сети с асфальтобетонным покрытием населенных пунктов в Лениногорском муниципальном районе Республики Татарстан,Автомобильные дороги
00eff3f9-ef9e-49ac-a26f-52181387237e,"Развитие улично-дорожной сети для транспортного обслуживания территории развития открытого акционерного московского общества ""Завод имени И.А. Лихачева"". Улично-дорожная сеть по территории перспективной застройки. Этап 4 (корректировка)",Автомобильные дороги
00f30925-6539-4bc8-9270-42e402fbd6cf,Реконструкция автомобильной дороги по ул.Степная в с.Раздор Камызякского района Астраханской области,Автомобильные дороги
00f48fcc-4672-47b1-bf80-2ae2e75398e6,Строительство автомобильной дороги по ул. Строителей в с. Кемля Ичалковского муниципального района Республики Мордовия,Автомобильные дороги
00f65efc-e5c1-4076-a8d8-f2e256f7a1f7,"""Капитальный ремонт ул. Кирпичной""",Автомобильные дороги
0105a19c-6329-4cf2-a23f-2e04e0117fbd,"Капитальный ремонт автомобильных дорог общего пользования местного значения по адресу: Московская область, г.о. Егорьевск, пос. Шувое, ул. Коммунистическая",Автомобильные дороги
0105c2f9-e410-4a36-97cf-40fea5024526,"Строительство проспекта Карла Маркса на участке от проспекта Кирова до границы городского округа Самара с реконструкцией участка автомагистрали ""Центральная"" муниципального района Волжский и городского округа Самара (под полное развитие). 1 этап (участок от Ракитовского шоссе городского округа Самара ПК 49+00 до автодороги ""Обводная г.Самары"" ПК 190+00)",Автомобильные дороги
0108b7f3-5375-43a8-a8ce-b676613b6591,Строительство автомобильной дороги по ул. Садовая с. Кобылки Глушковского района Курской области,Автомобильные дороги
010d2b5b-cccf-43d8-a910-8f59c9554c31,"Строительство подъезда к учебно-лабораторному корпусу ФГБОУ ВО ""Псковский государственный университет"" в городе Пскове",Автомобильные дороги
0113415b-03fa-473b-9d92-f4cf04367062,"Капитальный ремонт автомобильной дороги по ул. Новая пос. Восточный, Мостовский район",Автомобильные дороги
01219206-6467-4bb1-8ff1-4d9729f06edc,"Работы, направляемые на реализацию муниципальных программ дорожных работ на дорогах общего пользования местного значения в Елабужском муниципальном районе Республики Татарстан",Автомобильные дороги
012becaf-3679-4abb-9f90-6fc8c99ee166,"Реконструкция ул. Аллея Смелых в г. Калининграде, Калининградская область (4 этап)",Автомобильные дороги
012d396a-1447-4403-9833-0d96ff626efd,Реконструкция ул. Соликамская г. Перми от ул. Первомайской до пл. Восстания (Этап 2),Автомобильные дороги
012f96d3-7014-4efc-a513-661abf0bc23c,"Строительство улично-дорожной сети жилого комплекса по адресу: Московская область, Ленинский городской округ, вблизи д. Горки, д. Калиновка и д. Белеутово. 1-й этап",Автомобильные дороги
01329a6f-60c9-4a1c-82e4-566fc7ef42f5,"Участок проектируемого проезда №5255 от ПК 13+00 до ПК 18+28 по адресу: Московская область, городской округ Мытищи, г. Мытищи, мкр. 17-А II этап (ПК 13+00 - ПК 16+50)",Автомобильные дороги
0137a2c3-be1c-4e88-ad2c-3089afe834fe,"""Капитальный ремонт внутрипоселковой автомобильной дороги ул. Молодежная в с. Трускляй Рузаевского муниципального район Республики Мордовия""",Автомобильные дороги
01398a90-309e-4a14-bc1b-f882adcc7aa7,Ремонт существующей дорожно-уличной сети с асфальтобетонным покрытием населенных пунктов Тетюшского муниципального района Республики Татарстан,Автомобильные дороги
0139de06-70e0-4ab4-8a33-bab94da102a6,Реконструкция участка автомобильной дороги по ул. Новобульварная от ул. Журавлева до ул. Бутина в г. Чите,Автомобильные дороги
013b0156-46cb-4cd0-937e-ffa46a5ec3f1,Реконструкция автомобильной дороги д. Санниковка - с. Григорьевка Тамалинского района Пензенской области,Автомобильные дороги
013de9d4-2655-48ef-9c33-3c5fb98a21ee,"Работы, направляемые на реализацию муниципальных программ дорожных работ на дорогах общего пользования местного значения, на 2023 год в Буинском муниципальном районе Республики Татарстан",Автомобильные дороги
013e84b9-d3c1-49af-b056-c5c3bc1701a4,"""Проезд от автомобильной дороги общего пользования регионального значения ""Подъезд к с.Новоивановка""",Автомобильные дороги
013f2e90-f7ad-4720-a673-96b74cd67bcf,"Капитальный ремонт автомобильной дороги ""Яльчики-Большие Яльчики"" с км 0+012 по км 2+790 в Яльчикском районе Чувашской Республики",Автомобильные дороги
0143f330-a0e3-4fdb-8e96-a7a59ee7f7dd,"Ремонт автомобильных дорог местного значения сельского поселения Луговской (ул. Ленина, п. Луговской, 2 этап)",Автомобильные дороги
01449b87-1c9d-4755-9199-21d0c7147b9c,Капитальный ремонт автомобильной дороги Подъезд к с. Большая Елань в Усольском районе Иркутской области,Автомобильные дороги
014a6bfe-ef28-4a86-b60e-b14c44abc0f6,Восстановление (реконструкция) автомобильной дороги общего пользования местного значения в населенном пункте 25 км железной дороги Мончегорск-Оленья,Автомобильные дороги
01513712-db9f-47ea-bd18-0c7e32c22769,Капитальный ремонт объекта: Автомобильная дорога д. Калиновка - с. Горенка - д. Татарский Лундан на участке км 0+000 - км 0+100 в Зубово-Полянском муниципальном районе Республики Мордовия,Автомобильные дороги
0156d377-69e3-435e-b243-11482750389b,"Реконструкция автодороги ""Раздолинск - Южно-Енисейский - Кировский"" на участке км 3+770 - км 40+500 в Мотыгинском районе Красноярского края",Автомобильные дороги
015dc018-364b-4378-934c-d1c8e5c84820,"«Реконструкция ул. Фруктовые сады, строительство ул. Юг и ул. Север для нужд многоэтажной жилой застройки, расположенной по адресу: Московская область, Ленинский городской округ, д. Тарычево, ул. Фруктовые сады»",Автомобильные дороги
015e0023-4b55-44ff-bfa4-941bd743a706,"Участок улично-дорожной сети для жилых домов и учебного корпуса по адресу: ул. Салтыковская, влд.6. 1 Этап",Автомобильные дороги
01601313-a462-44e6-85ad-edb13c8ec5ea,"Строительство улично-дорожной сети в районе ""Новокольцовский"" г. Екатеринбурга, в границах Сибирского тракта - Екатеринбургской кольцевой автодороги - автодороги ""Екатеринбург - Кольцово"" - ул. Чистой в городе Екатеринбурге. Улицы Жилая 1, Жилая 2 и Жилая 6. 1 этап",Автомобильные дороги
016029c6-8f40-424e-9e91-c206fdb04c5b,"Реконструкция автомобильной дороги ул. Филиппова в д. Середняя Середняковского сельского поселения Костромского муниципального района Костромской области - на участке от МБОУ Костромского муниципального района Костромской области ""Середняковская средняя общеобразовательная школа"" до МКДОУ Костромского муниципального района Костромской области ""Детский сад ""Солнышко"" деревни Середняя",Автомобильные дороги
0162893d-cfec-4a45-9151-9e86a9f17c36,"Капитальный ремонт автомобильной дороги на объекте:""г.о. Серпухов, внутрипоселковая дорога в д. Злобино""",Автомобильные дороги
0167aa25-71cf-44bd-aff1-fccca52bc815,Реконструкция ул. Латошинская в Тракторозаводском р-не г.Волгограда. 1 этап,Автомобильные дороги
016adb7f-0c9f-4c73-af45-fff8967b3881,"Устройство остановочных пунктов на км 2+100 (лево, право) автомобильной дороги ""Подъезд к с. Богословка"" Пензенского района Пензенской области",Автомобильные дороги
016d07c9-8774-4ee1-9e33-caa5328666e5,Капитальный ремонт автомобильной дороги по пер. Кленовый в с. Ивановка Оренбургского района Оренбургской области,Автомобильные дороги
01717581-dd93-4922-ac0a-9d1789035b6f,"Капитальный ремонт автомобильной дороги М-5 ""Урал"" Москва - Рязань - Пенза - Самара - Уфа - Челябинск, км 131+000 - км 138+000, Московская область",Автомобильные дороги
01778350-9ae0-47a6-8931-fa8aa54c3596,Автомобильная дорога по ул. Проезд № 2 от ул. Набережная до ул. Садовая в поселке Кубанская Степь Каневского района Краснодарского края,Автомобильные дороги
0177ec51-0e08-4f84-96de-bdad1f0596aa,Внутрипоселковая автомобильная дорога,Автомобильные дороги
017b4c4e-a74c-4fd0-b432-97f192d4f705,Капитальный ремонт ул. Кирова (ул. Вяткина - ул. Маршала Жукова),Автомобильные дороги
018180bc-fbea-4229-9bd0-a102248b8f6e,"""Строительство улицы Амундсена на участке от проспекта Академика Сахарова до Екатеринбургской кольцевой автомобильной дороги (ЕКАД) в г. Екатеринбурге. Этап строительства № 6. Этап № 6.1""",Автомобильные дороги
0182de88-2f85-4d26-94fd-17f440effc4c,Автомобильная дорога 4-ой категории от трассы п. Ромашки - х. Селянка до ул. Объездная п. Ромашки Палласовского района Волгоградской области,Автомобильные дороги
018955f0-444e-4410-b026-e0021f962747,Проезд с ул. Островского вдоль БУ ХМАО-Югры «СКТБ» в г. Сургуте,Автомобильные дороги
019498ed-2a82-440c-8019-3ec90781d51b,"Строительство улицы районного значения от Боровского ш. до ж/д ст. Кокошкино. Этапы 1, 2",Автомобильные дороги
01a0462c-5cdc-4d51-9a5c-00d72af97cbc,"Реконструкция ул. Советская (от ул. Энтузиастов до ул. Цоя) в г. Ноябрьске, в том числе проектно-изыскательские работы",Автомобильные дороги
01b14006-8e9d-4e38-9dbc-c7ca8382b40f,"Строительство автомобильной дороги в целях обеспечения проезда транспорта на территорию земельных участков с кадастровыми номерами 54:19:112001:1418, 54:19:112001:14066 в границах Станционного сельсовета Новосибирского района Новосибирской области",Автомобильные дороги
01b384ce-7461-4026-b454-0866ff6c5c2b,"""Строительство улицы Чкалова (улицы №2) на участке от ул. Академика Негина (улицы № 132) до ул. Лесной (улицы № 4), в пределах квартала 7 МКР-22 в городском округе г. Саров Нижегородской области""",Автомобильные дороги
01bbd65e-be4c-4769-a57c-13546381d427,Капитальный ремонт автодороги по ул. Ильича (от ул. Шмидта до дома №1 по ул. Бордовичской) в п. Бордовичи Бежицкого района г .Брянска.,Автомобильные дороги
01bd3179-ed1d-4f1e-aa04-cd4eadb9f283,Капитальный ремонт автомобильной дороги Островка - Белоречье в Сараевском районе Рязанской области.,Автомобильные дороги
01c024ff-20ea-494f-ab8c-920e461b786a,Реконструкция автомобильной дороги г. Югорск - пгт. Таежный,Автомобильные дороги
01c0a26c-5833-4684-9998-b8c7ccb85383,Капитальный ремонт автомобильных дорог в части устройства автоматических постов весового и габаритного контроля на автомобильных дорогах общего пользования регионального и межмуниципального значения в Оренбургской области. III этап. (участок 1 участок 2 участок 4),Автомобильные дороги
01c14c20-0b83-4aff-80f8-b9c84db4d84f,Ремонт дорожно-уличной сети населенных пунктов в Актанышском муниципальном районе Республики Татарстан,Автомобильные дороги
01c2abc0-af40-4d78-9ca2-17bea273e8a6,"Строительство автомобильной дороги в границах квартала ограниченного ул. Профсоюзной, Кинешемским шоссе, границей территориальной зоны размещения объектов здравоохранения Д3, проездом до ул. Профсоюзной. II этап",Автомобильные дороги
01cfbc0f-aa49-46cb-8324-6c32d27a11c3,"Капитальный ремонт автодороги ""Актаныш - Поисево"" - Старое Тлякеево, км 0+280 - км 1+815 в Актанышском муниципальном районе Республики Татарстан",Автомобильные дороги
01d4d90f-caf0-49ad-a262-6d0a931c27df,"Строительство автомобильной дороги по ул. Багряная, от ул. Солнечная Поляна до ул. 65 лет Победы, в г. Барнауле, Алтайский край",Автомобильные дороги
01ef4b92-f862-4ae2-969b-b6936e3895e8,Ремонт ул.Затонская с выездом на ул.Старо-Аракчинская 2-я в Кировском районе г. Казани Республики Татарстан,Автомобильные дороги
01f39b8c-7614-4adf-bb43-b7d602494c61,Ремонт ул.Городская Московского района г.Казани Республики Татарстан,Автомобильные дороги
01f3e3f9-3c99-43af-8d76-4bf4c26f55be,Реконструкция автомобильной дороги Бабугент - Мехлесхоз (с.п. Бабугент),Автомобильные дороги
01f7130e-8afb-4347-b422-ff053d9caec7,Реконструкция автомобильной дороги общего пользования регионального значения Гверстонь-Крупп-Кулье на км 16+400-28+882 в Печорском районе Псковской области,Автомобильные дороги
