Идентификатор,"Наименование и адрес (местоположение) объекта капитального строительства, применительно к которому подготовлена проектная документация",Расчетный тип объекта
0e14d94c-554c-4bbb-a68b-26dc28384ace,"""Строительство инженерной инфраструктуры поселка Крымский в г. Златоусте (Планевище)""",Инженерное обеспечение территорий
1059b589-360f-4f1d-9597-8393a7d18ed1,Инженерная подготовка территории с инженерным и инженерно-транспортным обеспечением.,Инженерное обеспечение территорий
1169606c-f8c7-4dfd-9628-6467bed834de,Магистральные инженерные сети и внутриквартальные дороги Северо-Западной территории п. Доброград,Инженерное обеспечение территорий
119867b5-8e9f-451e-9599-00fc7b74e7fe,"Обеспечение инженерной инфраструктурой земельные участки, предоставленные семьям, имеющим 3-х и более детей",Инженерное обеспечение территорий
123c877f-9e5e-45c4-8d03-17eb10aad484,"""Объекты инженерной и транспортной инфраструктуры особой экономической зоны промышленно-производственного типа, созданной на территории городского округа Тольятти Самарской области, 3 очередь строительства"" II этап.",Инженерное обеспечение территорий
12626eb3-22cb-471d-ab58-ca30a753ce9d,"Микрорайон ""Хрустальный парк"" и объекты инженерной инфраструктуры, расположенный на 11 км Байкальского тракта. 21-я очередь строительства (квартал ""Щвейцарский"")",Инженерное обеспечение территорий
130c829e-85ed-4f8d-93d3-dae45ee6b9b5,"""Строительство объектов инженерной и транспортной инфраструктуры на земельном участке с кад. №47:14:0501007:116, расположенном в д. Рюмки МО Аннинское городское поселение Ломоносовского муниципального района Ленинградской области""",Инженерное обеспечение территорий
14e86e17-bedb-41d2-8662-54d81a1850ef,"""Завершение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал, ул. Ю. Гагарина (водоснабжение, канализация, газовые распределительные сети, благоустройство)"". Корректировка 3",Инженерное обеспечение территорий
15545717-2d96-4a79-9802-4cf79994abc0,"""Объекты инженерной инфраструктуры туристско-рекреационного кластера ""Ворота Байкала"" в рамках реализации проекта особой экономической зоны туристско-рекреационного типа на территории муниципального образования Слюдянский район Иркутской области. 5-10 этапы"".",Инженерное обеспечение территорий
174c6f78-d952-4b2c-8bd6-7eab368bc0e6,"Строительство объектов дорожной и инженерной инфраструктуры II очереди 1-го пускового комплекса на территории ОЭЗ ППТ «Липецк», в Грязинском районе Липецкой области",Инженерное обеспечение территорий
188b2928-789b-48b9-80b1-c244401e414a,Инженерные сети.,Инженерное обеспечение территорий
19720e73-d481-4afd-bcc0-4b0d7522d123,"Объекты таможенной инфраструктуры Особой экономической зоны в городе Дубне, Московской области на площадке НПЗ (Участок №2) (2-я очередь). Инженерные сети КПП",Инженерное обеспечение территорий
1d4fdee6-8109-4e16-83ec-3ea678463e20,"Особая экономическая зона промышленно-производственного типа, созданная на территориях муниципальных образований Верхнесалдинский городской округ, Сысертский городской округ и ""город Екатеринбург"" Свердловской области. Инженерная и транспортная инфраструктура. Участок 1.1",Инженерное обеспечение территорий
1e5ef8d0-2cda-422b-a56e-875268fa2b83,"Завершение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал. мкр. Московский, ул. Медведева (водоснабжение, канализация, благоустройство)"". Корректировка 2",Инженерное обеспечение территорий
1eb6b2a8-3e9c-4f49-b483-180c606d9f7a,"""Завершение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал, ул. Джадтиева (водоснабжение, канализация, благоустройство). Корректировка""",Инженерное обеспечение территорий
1efa2a0d-b8a1-4678-ae85-ac9c18f03b87,"""Завершение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал, ул. Ленингорская (водоснабжение, канализация, газовые распределительные сети, благоустройство). Корректировка №2""",Инженерное обеспечение территорий
1f9bf173-5101-4c0f-8199-987dc0f57de9,"""Инженерное обеспечение застройки правого берега р.Шайтанка в городе Салехарде"" 7 этап.",Инженерное обеспечение территорий
23e79708-014f-4eed-9c10-fcdfe65397f8,"Объекты инженерной инфраструктуры особой экономической зоны промышленно-производственного типа ""Орел"", созданной на территории муниципального образования Мценский район Орловской области, и иные объекты особой экономической зоны (1-й этап строительства)",Инженерное обеспечение территорий
244a902f-abe8-4345-b329-f7c92bd31693,"Микрорайон ""Хрустальный парк"" и объекты инженерной инфраструктуры, расположенный на 11 км Байкальского тракта. 22-я очередь строительства (квартал ""Голландский"")",Инженерное обеспечение территорий
245dccc9-7068-42f0-9ce6-3c7af1862e93,"""ИНЖЕНЕРНОЕ ОБЕСПЕЧЕНИЕ ЗАСТРОЙКИ ПРАВОГО БЕРЕГА Р. ШАЙТАНКА В ГОРОДЕ САЛЕХАРДЕ"" ЭТАП 1",Инженерное обеспечение территорий
25882cb4-4bdc-4e1c-b31a-5ac5f29c972b,"Завершение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал, ул. 26 Бакинских комиссаров (водоснабжение, канализация, газовые распределительные сети, благоустройство)",Инженерное обеспечение территорий
25f15d15-724c-4a73-903d-507b8006d34c,"""Завершение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал, ул. В. Маяковского (водоснабжение, канализация, газовые распределительные сети, благоустройство)",Инженерное обеспечение территорий
262eb3a9-927e-4663-8105-e09703df1d6b,"""Производственно-техническая база ""Сахалин Энерджи"". 1 этап. Этап 1.2 Инженерная инфраструктура""",Инженерное обеспечение территорий
267792e0-d0f5-43ef-8ed1-1c1b8545c866,"Завершение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал. ул. Корнисская, (водоснабжение, канализация, газовые распределительные сети, благоустройство)",Инженерное обеспечение территорий
2828698f-1dfd-444e-89ab-95167dd1316f,"«Завершение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал. ул. Сагкаева, (водоснабжение, канализация, газовые распределительные сети, благоустройство). Корректировка",Инженерное обеспечение территорий
28643ae4-1e29-45be-b233-19c1e4a716fc,"""Инженерное обеспечение восточной части микрорайона №15 г. Губкинский, в том числе затраты на проектно-изыскательские работы"".",Инженерное обеспечение территорий
28846462-622a-43b4-b261-a9fad9640d6f,"""Завершение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал. ул. Сиукаева, (водоснабжение, канализация, газовые распределительные сети, благоустройство). Корректировка""",Инженерное обеспечение территорий
2915bed5-6f0b-4c42-ade5-566f81f7b567,"Объекты инженерной инфраструктуры туристско-рекреационного кластера ""Ворота Байкала"" в рамках реализации проекта особой экономической зоны туристско-рекреационного типа на территории муниципального образования Слюдянский район Иркутской области. 5-10 этапы",Инженерное обеспечение территорий
29e00584-a0a9-4eeb-8623-572a8156f6ee,Инженерная подготовка территории с инженерным и инженерно-транспортным обеспечением.,Инженерное обеспечение территорий
2aea4d91-93ab-4315-8498-8312d02616c4,"""Выполнение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал, ул. Кулаева (водоснабжение, канализация, газовые распределительные сети, благоустройство,)""",Инженерное обеспечение территорий
2b0575e6-9e82-4a47-b61a-803154fa93de,"Инженерная и транспортная инфраструктура к земельным участкам в районе ул. Окружная-ул. Торфяная, г. Гусь-Хрустальный Владимирской области. (Корректировка).",Инженерное обеспечение территорий
2b197606-a1fb-461e-8742-07c993c8e43c,"""Выполнение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал, ул. Валерия Газзаева (водоснабжение, канализация, благоустройство)""",Инженерное обеспечение территорий
2c1ae8a1-626f-40ae-831f-2b13774bc45d,"""Завершение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал. мкр. Московский, ул. Путина (водоснабжение, канализация, газовые распределительные сети, благоустройство)"". Корректировка",Инженерное обеспечение территорий
2c573ff0-51a9-4252-8648-d46c2e210392,"Инженерное обеспечение микрорайона Южный г. Тарко-Сале, в том числе затраты на проектно-изыскательские работы.",Инженерное обеспечение территорий
2cd0c41e-5cf2-424e-85ca-604acd7111e8,"Завершение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал. ул. 8-го июня, 6-й переулок (водоснабжение, канализация, газовые распределительные сети, благоустройство)",Инженерное обеспечение территорий
2cf77379-fdd8-42eb-9dfc-b22985ae4e45,"Инженерное обеспечение и благоустройство территории СНТ ""Удача"" г.Салехард",Инженерное обеспечение территорий
30516c48-099e-4e90-a7e4-9999b6b626ba,"""Инженерная инфраструктура в индустриальном парке ""Масловский"" (первый пусковой комплекс I очереди). Корректировка""",Инженерное обеспечение территорий
326c0a84-07b9-45a1-9c17-0ea5d2283a83,"Реконструкция объектов инженерной инфраструктуры ООО База отдыха ""Башкирская Рица""",Инженерное обеспечение территорий
32c6d196-b01b-40cc-a247-39f77ebd708b,"""Завершение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал, ул. 26 Бакинских комиссаров (водоснабжение, канализация, газовые распределительные сети, благоустройство). Корректировка №2""",Инженерное обеспечение территорий
32e0555a-1a7a-42a8-83e3-c8e74cbbbd47,"Инженерное обеспечение территории в границах улиц Республики-Броднева-Мира, г. Салехард.",Инженерное обеспечение территорий
334e4bfc-5549-4773-aace-26e6676b0fe6,"Объекты таможенной инфраструктуры Особой экономической зоны в городе Дубне, Московской области на площадке НПЗ (Участок №2) (2-я очередь). Инженерные сети КПП",Инженерное обеспечение территорий
38561d04-f15c-4bae-b71a-65f2c57c9b6e,Скважина №11030П Восточно-Лахсентурский-4 л.у. Инженерная подготовка,Инженерное обеспечение территорий
38b53af2-243c-4fb6-9fa1-ff18b2a0cbbb,"Инженерное обеспечение мкр. Восточный, г. Салехард",Инженерное обеспечение территорий
39386787-e1ac-4890-aa0c-2ea65768b824,"Завершение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал. мкр. Московский, ул. Путина (водоснабжение, канализация, газовые распределительные сети, благоустройство)",Инженерное обеспечение территорий
394c55eb-7a61-436d-8d09-1ba89cc3d187,"Всесезонный туристско-рекреационный комплекс ""Эльбрус"", Кабардино-Балкарская Республика. Инженерные сети",Инженерное обеспечение территорий
3a7c7377-2810-46ec-aa12-aa702bb0b6a6,"Микрорайон ""Хрустальный парк"" и объекты инженерной инфраструктуры, расположенный на 11 км Байкальского тракта. 13-я очередь строительства (квартал ""Датский"")",Инженерное обеспечение территорий
3ca8233f-d9ae-4720-9175-23db5e2770ec,"""Внутриплощадочные инженерные сети площадки ""Парус""",Инженерное обеспечение территорий
3dd4c542-58b2-468d-bdd6-53e34c4116f6,"""Завершение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал. ул. Сагкаева, (водоснабжение, канализация, газовые распределительные сети, благоустройство). Корректировка №3""",Инженерное обеспечение территорий
4009951f-87ae-49a3-b362-1a8db7d7c5ce,"Выполнение работ по проектированию, строительству и вводу в эксплуатацию объекта капительного строительства: ""Инженерное обеспечение восточной части микрорайона №15 г. Губкинский, в том числе затраты на проектно-изыскательские работы""",Инженерное обеспечение территорий
413e0b8c-98ba-48a8-be3b-571509064d20,"Инженерная и туристическая инфраструктура этнокультурного парка ""Аруна"" у д.Атнаши Урмарского района Чувашской Республики",Инженерное обеспечение территорий
41afb8a3-7176-41fd-8b9e-bc492bc05195,"Варгашинский индустриальный парк"" в р.п. Варгаши, Курганской области. Инженерная подготовка площадки (3 этап)",Инженерное обеспечение территорий
420c4c86-cc95-48ff-b0cb-c9e71f86ed6d,"""Завершение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал. ул. Кавказская (водоснабжение, канализация, газовые распределительные сети, благоустройство)"". Корректировка 3",Инженерное обеспечение территорий
432fe514-e4cb-4277-8e0e-98667f4aae7b,"""Микрорайон ""Хрустальный парк"" и объекты инженерной инфраструктуры, расположенный на 11 км Байкальского тракта. 18-я очередь строительства (квартал ""Немецкий"")"".",Инженерное обеспечение территорий
436e525b-184c-4ec2-9a6a-f2a903f6e1ca,Инженерные сети микрорайона XII,Инженерное обеспечение территорий
436f88ac-6498-42b9-a730-b325310e617e,Магистральные инженерные сети и внутриквартальные дороги по ул. Ореховый проезд в поселке Доброград,Инженерное обеспечение территорий
44c41f6a-0f08-49eb-b82d-98c163129399,"""Завершение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал, ул. Джадтиева (водоснабжение, канализация, благоустройство). Корректировка №2""",Инженерное обеспечение территорий
4517f915-e1d4-44e1-b29f-e4758211e438,"""ИНЖЕНЕРНОЕ ОБЕСПЕЧЕНИЕ ЗАСТРОЙКИ ПРАВОГО БЕРЕГА Р. ШАЙТАНКА В ГОРОДЕ САЛЕХАРДЕ"". ЭТАП 2",Инженерное обеспечение территорий
455fca3f-a776-42fd-85a3-c2ffcd75497f,"""Завершение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал. ул. 8-го июня, 6-й переулок (водоснабжение, канализация, газовые распределительные сети, благоустройство). Корректировка №2""",Инженерное обеспечение территорий
45bd12bc-f130-4cc5-b908-76e1831d2ce5,"Внеквартальные инженерные сети микрорайона №7 Новоильинского района г. Новокузнецка 1 этап строительства (квартал ""В"")",Инженерное обеспечение территорий
45f21335-0c8e-4e35-95e0-23e322a2bdc0,"Строительство инженерной и транспортной инфраструктуры микрорайона Заячий Ремиз, квартал № 9 г. Гатчина",Инженерное обеспечение территорий
47957028-0e01-4000-9833-2b063d5471d6,"""АО ""Новороссийский судоремонтный завод"". Объекты инженерной инфраструктуры. Строительство""",Инженерное обеспечение территорий
47e008a8-8a35-49c9-9b18-57668d544110,"""Инженерное обеспечение микрорайона № 18, города Губкинский, в том числе затраты на проектно-изыскательные работы"" Этап 1.",Инженерное обеспечение территорий
494be1e9-8d0c-4c98-944b-f009dee8555d,"Завершение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал. ул. В. Икаева (водоснабжение, канализация, газовые распределительные сети, благоустройство)",Инженерное обеспечение территорий
4a3eb900-f540-4bf4-9e0d-441937b59e45,"""Инженерные сети (водоснабжения, водоотведения, линии электроснабжения) для технической возможности подключения резидентов промышленной зоны г. Димитровград"". Этап 2",Инженерное обеспечение территорий
4b401f1e-a11e-43ab-abdb-c13e25fa93da,"""Строительство объектов транспортной и инженерной инфраструктуры ""Пхия - Дамхурц"", Карачаево-Черкесская Республика (1-ая очередь)""",Инженерное обеспечение территорий
4b9947ff-c121-4c0d-94e9-f4f4ca60c6c8,"Инженерная инфраструктура в индустриальном парке ""Масловский"" (первый пусковой комплекс I очереди)"". Корректировка",Инженерное обеспечение территорий
4bd128cd-db64-4d14-adb0-62e79697cb38,"Завершение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал. мкр. Московский, ул. Медведева (водоснабжение, канализация, благоустройство)",Инженерное обеспечение территорий
4bf30945-1fb4-46cf-8ed0-87c7d1187668,"Транспортные и инженерные сети объекта: завод по переработке каолинового сырья, расположенный по адресу: РФ, Оренбургская область, п. Светлый",Инженерное обеспечение территорий
4c6589e9-a8ae-438b-90ec-6e0b5691526a,"""Инженерная инфраструктура в индустриальном парке ""Масловский"" (первый пусковой комплекс I очереди). Корректировка""",Инженерное обеспечение территорий
4d603424-d7e0-4e15-88ff-7a649bf7fce2,"""Обеспечение инженерной инфраструктурой экокурорта Лаго-Наки (водоснабжение и водоотведение)"". 1 этап",Инженерное обеспечение территорий
4e48516a-4467-4693-b1e5-b129ad8d8253,"""Строительство сетей инженерной инфраструктуры для микрорайона ""Северный"" в р. п. Инжавино Инжавинского района Тамбовской области"" 2 этап.",Инженерное обеспечение территорий
4f0d3911-bf12-460c-94a1-531ff9eef84a,"""Завершение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал, ул. Ю. Гагарина (водоснабжение, канализация, газовые распределительные сети, благоустройство)"". Корректировка №2",Инженерное обеспечение территорий
4f93c3ba-b576-45a3-bd25-b19ef6402f53,Капитальный ремонт сетей инженерной инфраструктуры в с. Лесниково Кетовского района Курганской области,Инженерное обеспечение территорий
52305c5c-af26-47b8-a556-b3854c59f067,"""Строительство объектов транспортной и инженерной инфраструктуры, обеспечивающей земельные участки, предоставленные для ИЖС, в том числе многодетным семьям, в районе Совхозного шоссе в г. Сортавала""",Инженерное обеспечение территорий
525c5937-bda6-4894-93df-68a9c8788b20,"Завершение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал, ул. Железнодорожная с тупиком (водоснабжение, канализация, газовые распределительные сети, благоустройство).Корректировка",Инженерное обеспечение территорий
5320943c-62c0-48f8-a7b0-8da1114a45b3,"""Линейный объект для строительства инженерной инфраструктуры квартала № 5 микрорайона восточнее озера ""Кустаревское"" в Демском районе городского округа город Уфа Республика Башкортостан""",Инженерное обеспечение территорий
532b72ba-7cf4-4dd8-9648-318ee9f62362,"""Инженерные сети и проезды микрорайона Солнечный""",Инженерное обеспечение территорий
54530258-1232-4a92-a608-94da13bd6beb,"Капитальный ремонт инженерной инфраструктуры АО ""НПО ""Прибор"" имени С.С. Голембиовского"" в г. Ногинск Московской обл.",Инженерное обеспечение территорий
54859f5f-c48c-415b-8fb1-d80919830e26,"""Инженерная инфраструктура в индустриальном парке ""Масловский"" (первый пусковой комплекс I очереди). Корректировка""",Инженерное обеспечение территорий
55bde596-101b-4ad7-9a22-6c8e3f780a8a,"Капитальный ремонт пищеблока, расположенного по адресу: Краснодарский край, г. Сочи, ул. Дагомысская, д. 44. Этап 4. Инженерные сети.",Инженерное обеспечение территорий
56563baf-3ad8-41ba-9ff6-45f953e83773,"""Завершение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал. ул. Корнисская, (водоснабжение, канализация, газовые распределительные сети, благоустройство). Корректировка №3""",Инженерное обеспечение территорий
57045d07-1535-48ac-be8d-478d0b8b706a,"""Строительство Приморского металлургического завода на территории городского округа Большой Камень Приморского края"". Этап I ""Инженерная подготовка территории"".",Инженерное обеспечение территорий
571fdb39-01e7-4b8d-af2a-73629cc35821,"Микрорайон ""Хрустальный парк"" и объекты инженерной инфраструктуры, расположенные на 11 км Байкальского тракта. 7-я очередь строительства (квартал ""Французский""). 8-я очередь строительства (квартал ""Французский"")",Инженерное обеспечение территорий
58be510d-a9b6-43a3-8f8c-894488173ff5,"""Завершение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал, ул. Буша (водоснабжение, канализация, благоустройство)"". Корректировка №2",Инженерное обеспечение территорий
59297164-2da8-4943-b9ac-7156c8d22a00,"""Выполнение работ в соответствии со Сводным планом инженерных сетей и благоустройству улиц в г. Цхинвал, ул. Сабанова (водоснабжение, канализация, газовые распределительные сети, благоустройство)""",Инженерное обеспечение территорий
5c97f691-83c2-4fd4-ad24-bef26ede578a,"""Объекты инженерной инфраструктуры в г. Черкесск, Карачаево-Черкесской Республики (1-ая очередь)""",Инженерное обеспечение территорий
5e172dc8-c194-4c40-ae46-51ce4d0e3bd9,Инженерное обеспечение территории с целью подключения объектов капитального строительства 1 очереди реализации проекта в рамках комплексного освоения территории Рублёво-Архангельское. Магистральные сети инженерного обеспечения территории Рублёво-Архангельское. 1 очередь строительства. Этап 1.3.,Инженерное обеспечение территорий
606b459a-89d5-44bc-828d-557ce1875b43,"""Строительство инженерной инфраструктуры к земельным участкам, предоставленным многодетным семьям в пос. Рейник"" Саратовская область, г. Саратов",Инженерное обеспечение территорий
60864dae-1263-4c9b-a6ae-4ea62fded0ed,"""Внеплощадочные инженерные сети. Кемеровская область, пгт. Тяжинский, ул. Луговая""",Инженерное обеспечение территорий
620a0230-9506-4d45-a54d-2b4888344cec,"""Инженерное обеспечение застройки правого берега р. Шайтанка в городе Салехарде"" Этап 13",Инженерное обеспечение территорий
