Идентификатор,"Наименование и адрес (местоположение) объекта капитального строительства, применительно к которому подготовлена проектная документация",Расчетный тип объекта
0112bb7d-599b-4ce1-9591-d754576e63e1,"""Подключение (технологическое присоединение) филиала ""Лесная сказка"", Санатория к сетям газораспределения, по адресу: Российская Федерация, Республика Адыгея, Майкопский р-н, 3 км. на север от п. Каменномостского""",Газопроводы
011b4a36-a020-424c-b471-0ddb04dba272,"Объект социальной догазификации. Догазификация населенного пункта - деревни 1-я Алексеевка, расположенной по адресу: Московская область, г.о Щёлково (КОРРЕКТИРОВКА)",Газопроводы
0121e79e-aa2d-41d1-856e-e53a8f433006,"""Газоснабжение микрорайона жилой застройки, расположенной в восточной части поселка Степного Белореченского района Краснодарского края""",Газопроводы
0128287e-a1f4-4c0d-8e13-d47941b6ad27,"""Газификация жилого дома. Подключение внутридомового газового оборудования индивидуальных домовладений к сетям газораспределения (газопровод-ввод) и ВДГО. Ленинградская область, Кировский р-н, гор. Отрадное, Международный пр., д.112""",Газопроводы
012a794b-62c6-493b-96ad-1c16eb5794a7,Межпоселковый газопровод с. Макарово - д. Ибраево - д. Исякаево - д. Саргаево - с. Зигановка Ишимбайского района Республики Башкортостан,Газопроводы
0135fd4f-47ce-4586-a00f-b92d207d1ecd,"Строительство межпоселкового газопровода от ГРС ""Хаджалмахи"" до с. Кудали Гунибского района Республики Дагестан",Газопроводы
013e014a-508e-4040-9fa4-333f7410f8f1,Газификация негазифицированной части,Газопроводы
01412fa4-ba40-4a59-8a14-9fe1096ebbbd,"""Строительство сети газораспределения с. Молочное Сакского района. 2 этап""",Газопроводы
014ae26d-5f3c-4663-a3fd-b3ee1a09d9bd,Распределительный газопровод д. Озерный,Газопроводы
014cb0c8-a606-4d9d-b9f6-585f0eca2374,"Газоснабжение АБЗ по адресу: Ханты-Мансийский автономный округ-Югра, г. Когалым, ул. Повховское шоссе",Газопроводы
014cdd94-9b81-4cac-bf41-7eda1096767a,"Газопровод в д. Каменный ключ (ул. Центральная, Молодежная), Чайковский городской округ, Пермский край",Газопроводы
014f3b3d-734d-4f6d-8419-71d97c60f4ba,"""Распределительный газопровод к дер. Терютино (код объекта 76/ВП76)""",Газопроводы
0152ee91-8340-4d4d-b386-2cb916e9083e,Газоснабжение жилых домов (66 участков) микрорайона Хмелеводческое в г. Цивильск Чувашской Республики,Газопроводы
015453c0-73f4-4fc3-8e02-292e13770ca2,"Распределительный газопровод среднего давления, Ивановская область, г. Иваново, ул. Лежневская, пр. Строителей, ул. Кудряшова, пр. Текстильщиков, ул. Куконковых, ул. 10 Санаторная, ул. Василевского, ул. 7-я Санаторная, ул. Володарского. Техническое перевооружение объекта, код стройки 25209-22-3. Замена ЗА №286 по адресу: г. Иваново, ул. Володарского",Газопроводы
0161c302-f899-4118-87d1-b3f143e7b72c,"Строительство сетей газоснабжения от ГРС к участкам территории опережающего социально-экономического развития ""Северск"" (70:22:0010402:234 70:22:0010402:266 70:22:0010803:127 70:22:0010401:34 70:22:0010402:14), Томская область, ЗАТО Северск",Газопроводы
0164528c-e67e-4803-85ce-649ffc5afd5d,Газификация с.Новая Коса Бабаюртовского района РД,Газопроводы
0171bb4a-0833-4db0-b71f-1db9000cf9cf,"""Реконструкция сетей газоснабжения ООО ""ЭксПроф"". Газоснабжение склада с вспомогательными помещениями для одноэтажного нежилого строения с антресольным этажом (производственный корпус №1 и №2) по адресу: г. Тюмень, ул. Производственная, 25, строение 1""",Газопроводы
0179fa25-0733-4c59-9d1e-427328e82a05,Межпоселковый газопровод д. Азяково - д. Алдарово - д. Мамады Бураевского района Республики Башкортостан,Газопроводы
01801e39-761c-46e0-95a1-c5125b7c5d29,"Магистральный газопровод ""Сила Сибири"". Этап 5.1.1. Компрессорная станция КС-1 ""Салдыкельская"", Этап 5.1.2. ВЖК при КС-1 ""Салдыкельская"", Этап 5.1.3. Первоочередные сооружения ВЖК при КС-1 ""Салдыкельская"", Этап 5.5.1. Компрессорная станция КС-5 ""Нагорная"", Этап 5.5.2. ВЖК при КС-5 ""Нагорная"", Этап 5.5.3. Первоочередные сооружения ВЖК при КС-5 ""Нагорная"", Этап 5.7.1. Компрессорная станция КС-7 ""Сивакинская"", Этап 5.7.2. Промбаза при КС-7 ""Сивакинская"", Этап 5.7.3. Первоочередные сооружения Промбазы при КС-7 ""Сивакинская""",Газопроводы
01817659-f860-4d17-9436-17300d66ee1f,"Газопровод высокого давления до ПРГ, ПРГ, распределительный газопровод и газопроводы-вводы низкого давления для газификации жилых домов в д. Абросимово Камешковского района",Газопроводы
019e3cfb-e6d2-436f-b52d-76eebe66915f,"Инженерное обеспечение района с. Южная Озереевка г. Новороссийск. Уличные сети газоснабжения (ул. Розовых Закатов, пер. Лучистый)",Газопроводы
019ffd3e-493f-4815-a4f4-a4aa4e77268f,"Догазификация населенного пункта - расположенного по адресу: Московская область, Дмитровский г.о., д. Горки Сухаревские, к з.у. с к.н.: 50:04:0050101:76, 50:04:0050101:77, 50:04:0050101:81",Газопроводы
01aa8ee2-bcd1-45c4-8c52-619ad3fbe4f5,"""Присоединение оборудования в жилом доме по адресу: 188731, Ленинградская область, Приозерский район, д. Снегиревка, ул. Солнечная, д. 1 47:03:1208002:27 к газораспределительным сетям""",Газопроводы
01b1576c-01ea-4a65-8452-c4836beb5f2b,"""Реконструкция участка газораспределительной сети от ГРС ""Вороново"" № 06/24, кадастровый номер 77:22:0030227:1, в части газопровода высокого давления, проложенного по адресу: Московская область, Подольский район, пос. Вороново, к котельной комбикормового завода, бух. инв. № 06-001723 (3200284)""",Газопроводы
01b31759-79f9-4f77-8dfb-f82321941fa8,"Газоснабжение п.Новоамурский Брединского района Челябинской области, в том числе проектно-изыскательские работы",Газопроводы
01b6bfda-264b-4a5f-85fc-a0a6facb8ad1,Межпоселковый газопровод д. Нижнекансиярово - д. Кузеево Балтачевского района Республики Башкортостан,Газопроводы
01c1044e-f777-44ea-b2e8-4a79613a0b40,Газоснабжение пер. Газетного в г. Гагарин Смоленской области,Газопроводы
01d85a00-ccde-43ca-88aa-51b1bc4ae1a3,"""Строительство газопровода высокого давления от ГРС ""Чири-Юрт"" до Энергоцентра АО ""Чеченцемент"" с установкой ГРПБ"".",Газопроводы
01e02459-57c2-4000-af2f-7e3960e7ff00,"""Строительство сети газораспределения пгт. Гаспра городского округа Ялта""",Газопроводы
01e7ebdb-2e87-4b4b-ae06-97a9008dad28,Газификация с.Алмак Казбековского района РД,Газопроводы
01f2397b-e49c-4d1c-8c29-f75f0de1b79d,"""Распределительный газопровод в д. Адово Уржумского района Кировской области""",Газопроводы
01f3a2ca-8d94-4a4a-aa6d-53a7f505a782,"Сооружение (газопровод) (сеть газоснабжения), Общая площадь:170270,90 п.м., инвентарный номер № 90110. Адрес (местоположение) объекта: Нижегородская область, г. Кулебаки (код стройки 24137-20-11) Адрес объекта: г. Кулебаки ул. Циолковского (от ул. Адм. Макарова до д.№24 ул. Циолковского) Техническое перевооружение (замена запорной арматуры)",Газопроводы
01f3f8ed-dad2-4516-8af5-a8b397a2d3ba,"""Газификация д. Якшино"" городского округа Шаховская Московской области.",Газопроводы
01f73a83-5933-4f7c-b64e-59b928139a03,Газификация п. Улановский Киреевского района Тульской области,Газопроводы
020ca451-92e3-4ea5-95d6-6a75bed7ee78,"СТРОИТЕЛЬСТВО СЕТИ ГАЗОПОТРЕБЛЕНИЯ ДЛЯ УСТАНОВКИ ПРОИЗВОДСТВА ЖИДКОЙ ДВУОКИСИ УГЛЕРОДА ПО АДРЕСУ: Г. МОСКВА, УЛ. РЯБИНОВАЯ, ВЛ. 44",Газопроводы
0212e396-8ee1-4881-bf00-446fc852f3b9,"""Межпоселковый газопровод от д. Кукушкино до д. Ускуля Ломоносовского района""",Газопроводы
021afedb-75e6-40c1-802d-3e6bc98c00d9,"""Газификация д. Новая и д. Князчино"" Талдомского городского округа Московской области",Газопроводы
021e70d7-7bd3-4d4b-a944-fd073846eb02,"Газопровод среднего давления до ПРГ, ПРГ, распределительный газопровод низкого давления до ул. Махринское лесничество в с. Махра Александровский район",Газопроводы
02219f7f-3830-4982-8e53-90f359923b29,"""Распределительный газопровод к дер. Борисовское""",Газопроводы
022c2ed8-9d3a-45ac-89cf-a61852b4f6af,"Сооружение (газопровод, состоящий из 51 ГРП), назначение: сеть газоснабжения, протяженность 452583,00 п.м., инвентарный номер 90733, адрес (местонахождение) объекта: Нижегородская область, г. Нижний Новгород, Советский, Приокский, Нижегородский районы Техническое перевооружение СКЗ Нижний Новгород ул. Усилова, 3/2 (код стройки 23878-20-33)",Газопроводы
023fac55-ed34-4b46-97ef-ed94d86ace8f,Внутрипоселковые газопроводы в д.Першино городского округа г. Бор,Газопроводы
0241488e-f7d2-4fd0-a03e-a6964a594d28,"""Газопровод-отвод и ГРС ""Усть-Луга"".",Газопроводы
026be51e-064f-4ba7-b244-fb7ab1bae795,"""Газопровод межпоселковый п. Мятлево - дер. Пушкино - дер. Кононово - дер. Гришино - дер. Воронки - дер. Вязищи - дер. Чернышовка - дер. Дерново - дер. Курганы - дер. Бурцево - дер. Рудинка - дер. Криково Износковского района Калужской области""",Газопроводы
026f762f-4224-49d6-adb2-79e1a8d3341c,"Догазификация населенного пункта, расположенного по адресу: Московская обл., г.о. Зарайск, д. Авдеево",Газопроводы
0275ef84-a69d-4d6a-98c9-8d091c0f2ac7,Сеть газораспределения с. Зырянка Катайского района Курганской области,Газопроводы
028bebd8-f864-4ba1-aed3-3c0736d0478b,"""Газоснабжение газоиспользующего оборудования наружного размещения для газификации ООО ""Дон Строй"", расположенного по адресу: Ростовская обл., г. Донецк, ул. Коммунальная, 3К""",Газопроводы
02ad48b4-1791-4190-8a98-6399c8392b4c,"Реконструкция газопроводов среднего и низкого давления по адресу: г. Москва, Иваньковское шоссе - Сосновая аллея - Волоколамское шоссе",Газопроводы
02baa803-7566-4820-b0da-b5349f7c591c,"Газопровод на ПСП ""Заполярное"". Корректировка",Газопроводы
02c16dfc-daac-4e45-bb79-1515546adc4c,«Распределительный газопровод в д. Кузнецы Кирово-Чепецкого района Кировской области»,Газопроводы
02c2580e-fbe9-401e-bc28-fc8c837ae4d1,Строительство газораспределительных сетей д. Вязовая Воткинского района Удмуртской Республики,Газопроводы
02c5f1b8-53b3-4b29-bc9b-9878821b0591,"Догазификация населенного пункта - п. Овсянниково, к з.у. с к.н.: 50:04:0110203:1016, 50:04:110203:1017, 50:04:110203:1014, 50:04:110203:1011, 50:04:110203:1018, 50:04:110203:1013 , расположенного по адресу: Московская область, Дмитровский г.о.",Газопроводы
02cf333e-c2be-421b-8ea1-9c1cd6b1c590,Уличный газопровод в д. Чевкино Спасского района Рязанской области (корректировка),Газопроводы
02de6895-52d0-4b79-b884-d0ed5c8c7f2d,"Догазификация населенного пункта - д. Жуково (ТЗ-17219), расположенного по адресу: МО, г.о. Домодедово",Газопроводы
02e1a1d1-cf42-4f36-9792-58a5190517fe,"""Реконструкция газопровода по адресу: Тюменская обл., г. Тобольск, п. Сумкино, ул. Нагорная 3, от ГРПШ до ж/д (крановых узлов)""",Газопроводы
02e59f44-9b92-4a8b-a665-528bfe0cc1f3,"Техническое перевооружение станции катодной защиты, установленной на объекте: ГРП площадью 36,6 кв. м. с газопроводом протяженностью 87,1 км. Адрес (местоположение): Россия, Карачаево-Черкесская республика, Хабезский район, а. Хабез, ул. Ленина 13а",Газопроводы
02e83524-d3b6-496f-864e-50021c4b9f75,"Технологическое присоединение к сети газораспределения - фабрики по производству мучных кондитерских изделий, расположенной: Самарская обл., г. Тольятти, ул. Куйбышева, з.у. №25. Газопровод среднего давления от существующего г/да Д=325мм, проложенный в районе ГК 21 до границы з.у. 63:09:0201060:16527",Газопроводы
02ea6987-54fb-4c93-bdcd-a4143d910992,"""Газификация проектируемой улицы С. Чичахова села Табага муниципального образования ""Тарагайский наслег"" Мегино-Кангаласского улуса""",Газопроводы
02f647a3-1fc6-4e21-8835-3905c7511079,Межпоселковый газопровод с. Соколки - д. Айгырьял Белокатайского района Республики Башкортостан,Газопроводы
02f8e0b8-2d4c-4338-9bf2-18a590beed03,"Газораспределительная система с. Малка общая протяженность 49622,8 м, инв. № 1:07:02:0016, номер объекта 07:09:01:55698:001. Адрес объекта: Кабардино-Балкарская Республика, р-н Зольский, с. Малка Код стройки 26502-22-1",Газопроводы
02f9296c-bc46-4bbe-b462-121a3a414b9a,"""Строительство сетей газораспределения ул. Сосновая с. Мирное Симферопольского района""",Газопроводы
03045afa-5bef-4c3c-9ad7-4e00a168d462,"""Строительство сетей газораспределения ул. Огородная, г. Керчь""",Газопроводы
03079e61-d489-47c6-b8cd-2378e081360f,сеть газопотребления,Газопроводы
031ca89a-bc41-4046-aa28-f90a0d35dace,Распределительный газопровод в с. Гилево (код объекта ГРО_54/ВП18),Газопроводы
031d8c41-97f0-4689-a171-c75741de4386,Газоснабжение села Бима Егорьевского сельского поселения Лаишевского муниципального района Республики Татарстан,Газопроводы
032986b9-9bcc-473b-b3ca-911c10440fec,"""Межпоселковый газопровод к с. Майданское Унцукульского района с отводом на с. Кикуни Гергебильского района Республики Дагестан"" Инвентарный номер OS_0070554. Адрес места выполнения работ: Республика Дагестан, Гергебильский район, с. Кикуни Код стройки 70554-22",Газопроводы
032ca861-4655-449e-a1f5-ab6c7409707f,"""Газопровод межпоселковый к Аэропорту Грозный (Северный) Аэровокзальный комплекс""",Газопроводы
0333f0dd-805b-4042-9b31-c7415b094c3c,"""Распределительный газопровод высокого давления к д.Большая Арья и д.Бобылевка. Распределительные газопроводы низкого давления и газопроводы-вводы в д.Большая Арья и д.Бобылевка Уренского района Нижегородской области""",Газопроводы
033ae653-a302-4873-bba8-0fa7ec180685,"«Газоснабжение опасного производственного объекта (рег.№А29-00525-0001), расположенного по адресу: Ростовская область, г. Ростов-на-Дону, ул. Орская, 8»",Газопроводы
033f365c-645e-494b-a79a-7d153a3cb92b,"""Наименование: Подводящий газопровод среднего давления и распределительный газопровод низкого давления с ГРП № 8 в целом состоит: газопровод протяженностью - 3692,3 м. ГРП №8 - 1 шт. газовый колодец КГ №8 - 1 шт., назначение: сооружение. Инвентарный номер: 13/36. Лиетр: ГС. Этажность: 1. Адрес (местоположение): Ставропольский край, р-н Кировский, х Совпахарь, переулок Западный, улица Восточная, улица Средняя, улица Советская"" Код стройки 46790-20",Газопроводы
034a66ef-fa72-4990-955d-7608e9564a55,"Газификация котельной ЛПДС ""Южный Балык"". Нефтеюганское УМН. Строительство",Газопроводы
0351fe33-7618-4550-8190-aca06f6f4c62,"Вынос и восстановление (перекладка) газопровода низкого давления, попадающего в зону производства работ при строительстве объекта: ""Многофункциональный комплекс с апартаментами и подземной автостоянкой"", расположенной по адресу: Российская Федерация, г. Москва, внутригородская территория муниципальный округ Замоскворечье, улица Садовническая, земельный участок 82""",Газопроводы
03538e23-bef3-467b-b7d2-835ddc292986,Реконструкция межпоселкового газопровода в/д п. Хомутников - п. Южный Ики-Бурульского района инв. №35,Газопроводы
03625e01-65c4-4322-8ee2-a713d0196650,"""Реконструкция подземного газопровода среднего давления Кировский район в с. Красносельское, (увеличение диаметра) (в составе объекта: ""Газопровод Кировский р-н, с.Красносельское"")""",Газопроводы
03654321-e177-41a4-88dd-10b00ff8fca9,"Газификация теплогенераторной здания МБУК ""Мордовская центральная районная библиотека"" в р.п. Мордово Мордовского района Тамбовской области",Газопроводы
036a7869-e97b-4545-90e4-fae1e53c73e4,"""Распределительный газопровод низкого, среднего давления г. Ессентуки с ШРП 84, ШРП 88, ШРП 115, ШРП 145, назначение: Производственная. Площадь: общая протяженность - 31768,07 м. Инвентарный номер: 29/9. Литер: ГС. Этажность: 1. Адрес (местоположение): Ставропольский край, г. Ессентуки, ул. А. Сергеева, Свободы, Урицкого, Сенная, К. Маркса, пер. Подгорный, Нагорная, Грибоедова, Буачидзе, Свердлова, Чкалова"" Код стройки 26417-20-7""",Газопроводы
036b86da-4eb7-4c7d-a7e4-dba22eb0d554,"Газопровод высокого давления Р=1,2МПа, среднего давления Р=0,ЗМПа с установкой газорегуляторного пункта"" по адресу: Московская область, г.о. Ступино, в районе д.Савино, ЗАО СП ""Жилевское.",Газопроводы
038e59a0-2f88-4abc-8cd9-2af3aa3a9bbd,"Газоснабжение административного здания по адресу: Рязанский район, с. Алеканово, кадастровый №62:15:0050508:452.",Газопроводы
