Идентификатор,"Наименование и адрес (местоположение) объекта капитального строительства, применительно к которому подготовлена проектная документация",Расчетный тип объекта
00f8d08e-1501-43c0-bc78-0d987152f67a,"Устройство ограждения с благоустройством территории ГБУЗ ""Ржевская ЦРБ"" по адресу: г.Ржев, ул.Карла Маркса, д.32","Газоны, дорожки, площадки, фонтаны"
010126f2-cb23-4322-906d-913740c3fdaa,"Благоустройство Парка по улице Чайковского в 7-м микрорайоне, Байсангуровский район, г.Грозный","Газоны, дорожки, площадки, фонтаны"
01132719-de26-4ef7-add9-55ba88363ecc,"Благоустройство (капитальный ремонт) дворовых территорий муниципального образования городской округ Симферополь, расположенных по адресу: Республика Крым, г. Симферополь, пр-кт Победы 60, 62, 64, 68","Газоны, дорожки, площадки, фонтаны"
011c5ac3-e99f-4285-b3b5-39c751683c26,"Благоустройство территории МБОУ ""Карпогорская средняя школа № 118"" МО ""Пинежский муниципальный район""","Газоны, дорожки, площадки, фонтаны"
0137753e-9c1f-459c-81f2-f376a9d87847,"""Капитальный ремонт дворовых территорий, расположенных на территории городского округа Феодосия (33 объекта)"" г.Феодосия, ул.Крымская, д.11, ул.Крымская, д.13, ул.Крымская, д.15, ул.Крымская, д.17","Газоны, дорожки, площадки, фонтаны"
01379459-4143-4b28-a9c6-1349719c8612,Капитальный ремонт и благоустройство ФП с. Холоднородниковское,"Газоны, дорожки, площадки, фонтаны"
01417f65-be8b-4640-9908-2be9400b3c7d,"Реализация мероприятий по формированию современной городской среды на территории Республики Татарстан на 2021 г."", благоустройство объекта: г.Казань, Парк у ЖК ""Салават Купере"" (1 очередь), ул. Наиля Юсупова, д.2, г.Казань","Газоны, дорожки, площадки, фонтаны"
015a79ea-7119-44de-b10e-21ee44c6afb0,"Комплексное благоустройство дворовых территорий города Костромы на 2022 год. Город Кострома, улица Свердлова, д. 39а","Газоны, дорожки, площадки, фонтаны"
015b536a-f3b3-4768-b3b1-8a09469d3cc9,"Реализация мероприятий по формированию современной городской среды на территории Республики Татарстан в 2022 году"", благоустройство объекта: Мензелинский муниципальный район, Парк им. В.И.Ленина, 2 очередь, г.Мензелинск, ул.Карла Маркса","Газоны, дорожки, площадки, фонтаны"
0179d325-fc2c-4708-8a83-7d834a813b17,Благоустройство территории пешеходной части ул. Советской в пределах ул. Володарского и ул. Набережной в г. Оренбурге. Корректировка 2,"Газоны, дорожки, площадки, фонтаны"
01ce26bf-dac6-4b47-ab6a-e921371c32cc,Комплексное благоустройство дворовых территорий Аксубаевского муниципального района Республики Татарстан,"Газоны, дорожки, площадки, фонтаны"
01ed06a2-42b8-4943-a0bd-086b7e25567d,"Выполнение проектных работ с применением информационного моделирования (BIM-модели) объекта капитального строительства ""Ограждение территории ОГБУЗ ""Костромская областная психиатрическая больница""","Газоны, дорожки, площадки, фонтаны"
01f66350-6c59-40b0-8253-f33ba0496fe9,"Благоустройство территории площадки для дневного пребывания граждан пожилого возраста и инвалидов с ограниченными возможностями здоровья на свежем воздухе в муниципальном бюджетном учреждении ""Центр социального обслуживания граждан пожилого возраста и инвалидов города Таганрога"", расположенном по адресу: г. Таганрог, пер. Большой Садовый,11","Газоны, дорожки, площадки, фонтаны"
01fe1b91-dc70-459b-821f-6e6853420a5c,"Благоустройство (капитальный ремонт) дворовых территорий муниципального образования городской округ Симферополь, расположенных по адресу: Республика Крым, г. Симферополь, ул Севастопольская, 3/2","Газоны, дорожки, площадки, фонтаны"
0201e238-3d83-46ff-9b6a-e22743e3298f,"""Сквер с Православным храмом.1 этап строительства. Свято-Троицкий кафедральный собор в г. Сургут""","Газоны, дорожки, площадки, фонтаны"
02205ba9-01f7-4410-a38d-3d951d974d03,"""Благоустройство общественной территории с. Бурунское, ул. Ветеранов""","Газоны, дорожки, площадки, фонтаны"
022c872a-df73-413a-93b9-6d3a0c355155,"Капитальный ремонт территории общего пользования ""Сквера на нижней части набережной реки Камы""","Газоны, дорожки, площадки, фонтаны"
0231ae9e-bf42-46d6-9f9b-1404bee33ff9,"Капитальный ремонт (благоустройство) дворовой территории по ул. Титова 66 в пгт. Яблоновский, Тахтамукайского района Республики Адыгея","Газоны, дорожки, площадки, фонтаны"
023d3055-092d-4526-9560-ba6ccab83a9c,"Благоустройство территории ГОБУЗ «НОКПЦ имени В.Ю. Мишекурина» по адресу: г. Великий Новгород, ул. Державина, д.1","Газоны, дорожки, площадки, фонтаны"
024dc0a1-4d63-473d-a4a6-2410c67ee2cc,"Благоустройство дворовых территорий в г. Кургане (установка малых архитектурных форм: скамейки, урны, ограждения)","Газоны, дорожки, площадки, фонтаны"
024f23a8-a35d-4df7-8673-f760024a1cad,"""Благоустройство территории у МКУК ""Новобирюсинский Дом досуга и творчества""","Газоны, дорожки, площадки, фонтаны"
02618bf7-2784-43d4-97f9-00d5c731171b,Благоустройство общественных территорий муниципального района Волжский Самарской области,"Газоны, дорожки, площадки, фонтаны"
02926c23-cd49-4a5a-91ea-3050157e7ea9,"""Капитальный ремонт ограждения территории, расположенного по адресу: Томская область, г. Асино, ул. Гончарова, 170""","Газоны, дорожки, площадки, фонтаны"
02a04bf8-d38e-43ec-b222-43fe04fd3e68,"""Благоустройство территории по ул. Пушкина, 35А, ул. Гольдсобеля, 4 в рамках проекта ""1000 дворов"" на Дальнем Востоке""","Газоны, дорожки, площадки, фонтаны"
02a1eb9b-0be5-4003-aec2-8fd4eb485604,Благоустройство территории сквера им. М.Ю Лермонтова в Ленинском районе г. Магнитогорска,"Газоны, дорожки, площадки, фонтаны"
02b7c50c-7043-4a2c-8b90-c3a41812a2e4,"""Работы по благоустройству (капитальный ремонт) территорий в муниципальном образовании городской округ Керчь Республики Крым"".2 этап. г. Керчь, ул. Горького, 19, 21, 23, 25, 27, ул. Пошивальникова, 48""","Газоны, дорожки, площадки, фонтаны"
02e19018-891a-4ebe-b157-548b9283b91c,"Капитальный ремонт ограждения колледжа КГА ПОУ ""ВСК""","Газоны, дорожки, площадки, фонтаны"
02fa8c11-96d6-40bc-a2de-e50baa1b289e,"Капитальный ремонт ограждения МБДОУ "" Колундаевский детский сад №5 ""Тополек "" по адресу: Ростовская область, Шолоховский район, х. Колундаевский, ул. Северная, дом №17","Газоны, дорожки, площадки, фонтаны"
0325af70-18d0-4fcf-8181-97d03189d530,"""Благоустройство общественной территории (набережная реки Миасс) по адресу: Челябинская область, Красноармейский район, с. Миасское""","Газоны, дорожки, площадки, фонтаны"
03337457-8d00-4159-8f2c-3eedeffaf7d4,"""Благоустройство (капитальный ремонт) части общественной территории ""Детский парк"", расположенной по адресу: Республика Крым, г. Симферополь, просп. Кирова, 51""","Газоны, дорожки, площадки, фонтаны"
033bf6cf-4ecc-4144-8eb7-d8c7200bddf3,"Благоустройство парка культуры и отдыха ""Загородный"" в городе Владимире","Газоны, дорожки, площадки, фонтаны"
03ab601c-be82-4a8a-9ad5-b98962ac7a14,"""Благоустройство дворовой территории пгт. Партенит, ул. Победы, 19 в муниципальном образовании городской округ Алушта Республики Крым""","Газоны, дорожки, площадки, фонтаны"
03afc657-e249-464e-b416-3ffb8ca1b11f,"""Реализация мероприятий по формированию современной городской среды на территории Республики Татарстан в 2022 году"", благоустройство объекта: Пестречинский муниципальный район, Детский городок, 2 очередь, с. Пестрецы, ул. Механизаторов, ул. Гаврилова""","Газоны, дорожки, площадки, фонтаны"
03bf19b8-b2f0-49ad-bdc7-12ebd5743cf0,Комплексное благоустройство дворовых территорий Муслюмовского муниципального района Республики Татарстан,"Газоны, дорожки, площадки, фонтаны"
03c3e4f1-f328-48fb-af16-b46740820f7e,"Ремонт поврежденных скамеек в сквере (сковородка напротив Главного здания КФУ), расположенных по адресу: Российская Федерация, Республика Татарстан, городской округ город Казань, г. Казань, ул. Профессора Нужина, зд.1/37","Газоны, дорожки, площадки, фонтаны"
03d26ff8-773a-4b25-bff8-cb2c7e4d7dac,"Благоустройство территории КОГКБУЗ ""Больница скорой медицинской помощи"", расположенной по адресу: - Кировская область, г. Киров, ул. Возрождение, д. 8","Газоны, дорожки, площадки, фонтаны"
03da3a72-79fb-4d63-96f4-ebd603c993fe,"Комплексное благоустройство дворовых территорий города Костромы на 2023 год. Город Кострома, бульвар Михалевский, д.9","Газоны, дорожки, площадки, фонтаны"
03eb2220-cec3-4468-a331-4f041ed1ea60,Благоустройство Петровской набережной. (I очередь),"Газоны, дорожки, площадки, фонтаны"
03f5011d-af45-4440-986c-c710904d0d37,Разработка проектной документации на строительство связанной велосипедной инфраструктуры и концепции устойчивого развития велотранспортной системы города Пскова. Этап строительства 1. Устройство велосипедных дорожек в парковых зонах без внесения изменений в покрытия проездов и тротуаров.,"Газоны, дорожки, площадки, фонтаны"
041c3a89-7776-4315-8f1b-780d217357f8,"""Благоустройство территории, включая архитектурную подсветку фасадов здания ДК им. Вахрушева, обособленного подразделения МУ ""Дом культуры им. 30 лет ВЛКСМ"", расположенного по адресу: Челябинская область, г. Копейск, ул. 22 Партсъезда, д. 25""","Газоны, дорожки, площадки, фонтаны"
041cac6a-a710-4c3a-b470-12fbbc59afea,"Капитальный ремонт (благоустройство) дворовой территории по адресу: Республика Крым, Кировский район, пгт. Кировское, ул. Кирова, 8","Газоны, дорожки, площадки, фонтаны"
043532ff-5586-4fe5-96e2-49007795cf47,"""Благоустройство (капитальный ремонт) дворовой территории по ул. Юбилейная, 2 в муниципальном образовании городской округ Алушта Республики Крым""","Газоны, дорожки, площадки, фонтаны"
045b8bf1-36ab-4a7f-9da1-d888088725ef,Благоустройство набережной центрального пруда по ул. Советская в р.п. ТорбеевоТорбеевского муниципального района Республики Мордовия (в рамках капитального ремонта),"Газоны, дорожки, площадки, фонтаны"
04722871-c13b-4258-9bf6-211e368f5535,"Благоустройство территории ГКОУ ""Пионерская специальная (коррекционная) школа-интернат"" по адресу: Курганская область, Макушинский район, с. Пионерское, улица Школьная, д. 30","Газоны, дорожки, площадки, фонтаны"
047cf336-8f69-4ffa-a575-8697a22ecaef,Благоустройство общественной территории Комсомольский парк,"Газоны, дорожки, площадки, фонтаны"
04898bcd-3184-4728-b7f6-e2287ae68e74,"Устройство ограждения периметра территории ГБПОУ РК "" Керченский морской технический колледж"" по адресу: Республика Крым, г. Керчь, ул. Свердлова, 55","Газоны, дорожки, площадки, фонтаны"
04a3f0b5-e24c-4327-a7f2-68ccdd02ebb3,"""Благоустройство набережной реки Иртыш (в районе улицы Свободы)""","Газоны, дорожки, площадки, фонтаны"
04a6aac1-07b2-4c3a-97ed-139a3ac4ab76,"Капитальный ремонт дворовых территорий домов №№ 63,65 по просп. Ленина","Газоны, дорожки, площадки, фонтаны"
04a7ac88-69ed-4494-a261-edefec9c0f40,"Капитальный ремонт (с целью благоустройства) паркового комплекса и прилегающей общественной территории, расположенных по адресу: Республика Крым, Красноперекопский район, с. Братское, ул. Ленина, 16А, 9А","Газоны, дорожки, площадки, фонтаны"
04aef532-772c-45d7-8eb8-088b82bdb350,"""Реализация мероприятий по формированию современной городской среды на территории Республики Татарстан в 2022 году"", благоустройство объекта: Альметьевский муниципальный район, Внутриквартальный бульвар мкр. Западные Ворота (от ул. Гафиатуллина до ул.Бигаш), 2 очередь, г. Альметьевск, мкр. Западные Ворота","Газоны, дорожки, площадки, фонтаны"
04b578dd-eb95-46fc-b6b3-0a3e8037e4d6,Капитальный ремонт и благоустройство ФП п. Архыз,"Газоны, дорожки, площадки, фонтаны"
04c54266-d4bf-4813-bd33-bf7fa94bc10b,Городское кладбище в г. Ноябрьске.,"Газоны, дорожки, площадки, фонтаны"
04cbc01c-1d07-4d5d-af6f-15a0e4a6349a,"Организация пешеходных коммуникаций, в том числе тротуаров в д. Мещеряково Мещеряковского сельского поселения Буинского муниципального района РТ","Газоны, дорожки, площадки, фонтаны"
04db0693-1a0e-4d99-8f04-b7866ae5b96f,"""Капитальный ремонт дворовых территорий, расположенных на территории городского округа Феодосия (33 объекта)"" г. Феодосия, ул. Армянская, д.4, ул. Горького, д.32, ул. Красноармейская, д. 23","Газоны, дорожки, площадки, фонтаны"
05295c7a-00ab-4cee-a305-a8556b11823e,"""Капитальный ремонт (благоустройство) дворовой территории, расположенной по адресу Республика Крым, Симферопольский р-н, п. Школьное, ул. Мира, 15""","Газоны, дорожки, площадки, фонтаны"
05340b4a-8fb1-4753-bdda-bcb03f9f377a,"""Капитальный ремонт (благоустройство) общественной территории, примыкающей к улице Магдесяна муниципального образования городской округ Армянск Республики Крым""","Газоны, дорожки, площадки, фонтаны"
054b65f5-ba70-492b-bc43-1cc154e3c3af,"""Благоустройство МБДОУ Хуртагинский детский сад""","Газоны, дорожки, площадки, фонтаны"
0565f875-f995-4797-812b-893bc7f41d83,"Благоустройство сквера ""Южный"" по ул. Запрудной в г. Задонске","Газоны, дорожки, площадки, фонтаны"
05881ef2-9d2f-450c-8585-c512cb2dd78c,"Реконструкция сквера ""Сиреневый"" по адресу: Российская Федерация, Новгородская обл., Старорусский м.р-н, г.п. город Старая Русса, г. Старая Русса, Георгиевская ул., з/у 12 С.","Газоны, дорожки, площадки, фонтаны"
059ae2a0-899c-4d68-8cfd-aeaae1e5a0a3,"Благоустройство территории ГБОУ ""Оренбургская кадетская школа-интернат"", расположенного по адресу: Оренбургская область, г. Оренбург, ул. Челюскинцев, д. 17","Газоны, дорожки, площадки, фонтаны"
05b4d245-a8cd-4366-9c70-5a0f16570ac0,Благоустройство территории МБОУ ООШ №7 ст. Убеженской муниципального образования Успенский район,"Газоны, дорожки, площадки, фонтаны"
05bb141a-fdcb-4e19-a3a3-7cdcd399dafc,"Заинский муниципальный район, Парк ""Молодежный"", г.Заинск","Газоны, дорожки, площадки, фонтаны"
05dc0a4c-1c9e-45cb-ad29-56c3e7ef233c,"Устройство тротуаров на автомобильной дороге общего пользования регионального значения М-2 ""Крым"" Москва - Тула - Орел - Курск - Белгород - граница с Украиной (с 401 + 770 по 414 + 639) в Кромском районе Орловской области на участке км 407+000 - км 410+385 (в рамках капитального ремонта)","Газоны, дорожки, площадки, фонтаны"
05e99646-4b1a-421d-9dec-b1d7ccdead4c,"""Благоустройство общественной территории, расположенной по адресу: ст. Кущевская, ул. Красная, 2""","Газоны, дорожки, площадки, фонтаны"
063e2fda-1e0b-470b-b4cb-a87c07e0f88b,"капитальный ремонт фонтана светомузыкального ""Царицынский"" (корректировка)","Газоны, дорожки, площадки, фонтаны"
06504525-e09c-4d38-8afc-ff3a2bee639e,"""Благоустройство (капитальный ремонт) дворовых территорий муниципального образования городской округ Симферополь, расположенных по адресу: Республика Крым, г. Симферополь, ул. Чехова, 8/16""","Газоны, дорожки, площадки, фонтаны"
06548fde-6d75-4285-a475-67f371bfff0f,"Благоустройство общественной территории расположенной по адресу: Кемеровская область- Кузбасс, г Мариинск, ул. Достоевского","Газоны, дорожки, площадки, фонтаны"
065fb6ff-d7b2-42c1-82c6-c1a2a48e6142,"""Благоустройство (капитальный ремонт) территории общего пользования (аллея) по адресу: г. Бахчисарай, ул. Советская (в районе Бахчисарайского колледжа строительства, архитектуры и дизайна КФУ им. В.И.Вернадского) до ГБУЗ РК ""Бахчисарайская ЦРБ""","Газоны, дорожки, площадки, фонтаны"
067033f2-cb03-4cc0-908c-d91a234d0eba,"Благоустройство (капитальный ремонт) стадиона ""Труд"", расположенного по адресу: Пензенская область, Сосновоборский район, р.п. Сосновоборск, ул. Базарная, 1.","Газоны, дорожки, площадки, фонтаны"
06b2468c-17b4-4e56-80a2-f695e428faeb,"Благоустройство общественной территории: с. Петропавловка, ул. Трудовая, б/н","Газоны, дорожки, площадки, фонтаны"
06bd922f-0a45-4a2b-9cc1-2a038d030b79,"""Богородское кладбище"" по адресу: Россия,г Москва ул. Краснобогатырская д.81","Газоны, дорожки, площадки, фонтаны"
06c243ba-2fbc-4f9f-a745-3f7ed51ed02d,"Благоустройство дворовой территории многоквартирного дома по адресу: Костромская обл., г. Нерехта, ул. Дружбы, д. № 15","Газоны, дорожки, площадки, фонтаны"
06cacadb-57af-4cd1-a885-fd43f41fa146,"Капитальный ремонт (благоустройство) дворовой территории, расположенной по адресу: Республика Крым, г. Красноперекопск, ул. Чкалова, д. 5","Газоны, дорожки, площадки, фонтаны"
06cf6a91-e8ee-42a9-9582-86b4f3aa90ca,Выполнение работ по обустройству сквера в д. Шапша Ханты-Мансийского района по улице Северная в районе дома 1А,"Газоны, дорожки, площадки, фонтаны"
06dbbdb4-e89c-4653-a404-149811d2e544,"""Благоустройство Сакского курортного парка (капитальный ремонт). Вторая очередь""","Газоны, дорожки, площадки, фонтаны"
06e57b53-2175-4fde-8788-567f9c7af8a5,Благоустройство общественной территории по ул. Набережная п. Ленина Оренбургского района Оренбургской области,"Газоны, дорожки, площадки, фонтаны"
06eee769-b7e6-4257-88bd-f2b35edc1e7b,"Благоустройство территории и капитальный ремонт здания Муниципального общеобразовательного учреждения ""Средняя общеобразовательная школа №19"", расположенного по адресу: Московская область, Г.о.Подольск, г.Подольск, ул.Кирова, д.60а","Газоны, дорожки, площадки, фонтаны"
06f8a369-61c9-4980-a510-238560b288e0,"Благоустройство Сквера ""Центральный"" пл. Ленина в г. Усмань, Липецкой области","Газоны, дорожки, площадки, фонтаны"
070f1f59-ffcb-499c-a500-be6034010f86,"""Благоустройство дворовой территории многоквартирных домов по адресу: ул. Ломоносова, д.1, 2, 3, 4, 5, 6, 7 ул. Юбилейная, д.13 ул. Юбилейная, д.9, 7, 7а, 11, 15, 17 на территории Богандинского муниципального образования""","Газоны, дорожки, площадки, фонтаны"
0711e3b6-d134-4fb8-9dc3-dd089d2501b6,"Благоустройство фрагмента ул. Бабикова, п.г.т. Никель","Газоны, дорожки, площадки, фонтаны"
071c31eb-92f5-4fc2-9301-9bd47f10afd9,Ремонт тротуаров в Рыбно-Слободском муниципальном районе Республики Татарстан,"Газоны, дорожки, площадки, фонтаны"
073787d4-deec-4b9d-a4fe-961297821454,"Благоустройство (капитальный ремонт) дворовых территорий муниципального образования городской округ Симферополь, расположенных по адресу: Республика Крым, г. Симферополь, ул. Киевская, д. 86, 88","Газоны, дорожки, площадки, фонтаны"
